segment,control_point,X,Y
1.400000000000000000e+01,3.000000000000000000e+00,4.601524874214741878e+00,3.880934946069523939e+00
1.400000000000000000e+01,4.000000000000000000e+00,4.793862556079085735e+00,3.951337550526613285e+00
1.400000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00
1.500000000000000000e+01,1.000000000000000000e+00,5.206137443920914265e+00,4.048662449473386715e+00
1.500000000000000000e+01,2.000000000000000000e+00,5.426074649898398938e+00,4.075584743963070800e+00
1.500000000000000000e+01,3.000000000000000000e+00,5.511024575140626602e+00,4.000000000000000000e+00
1.500000000000000000e+01,4.000000000000000000e+00,5.750000000000000000e+00,4.000000000000000000e+00
1.500000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00
1.600000000000000000e+01,1.000000000000000000e+00,6.250000000000000000e+00,4.000000000000000000e+00
1.600000000000000000e+01,2.000000000000000000e+00,6.511024575140626602e+00,4.000000000000000000e+00
1.600000000000000000e+01,3.000000000000000000e+00,6.896338834764832448e+00,4.000000000000000000e+00
1.600000000000000000e+01,4.000000000000000000e+00,7.200000000000000178e+00,4.000000000000000000e+00
1.600000000000000000e+01,5.000000000000000000e+00,7.500000000000000000e+00,4.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,7.500000000000000000e+00,4.000000000000000000e+00
1.700000000000000000e+01,1.000000000000000000e+00,7.799999999999999822e+00,4.000000000000000000e+00
1.700000000000000000e+01,2.000000000000000000e+00,8.096338834764830850e+00,4.000000000000000000e+00
1.700000000000000000e+01,3.000000000000000000e+00,8.557881241700167507e+00,4.137918735203493625e+00
1.700000000000000000e+01,4.000000000000000000e+00,8.796089921879488571e+00,4.084462319862073088e+00
