t,delta_ref,ax_ref
5.00003807246685e-07,0.0,1.0
0.0733020999468863,0.0,0.0
0.17325150000397116,0.0,0.0
0.27329839998856187,0.0,0.0
0.3742801999906078,0.0,0.0
0.47335169999860227,0.0,0.0
0.5733921999344602,0.0,0.0
0.6735233999788761,0.0,0.0
0.7735668999375775,0.0,0.0
0.8734879000112414,0.0,0.0
0.9734334000386298,0.0,0.0
1.073590400046669,0.0,0.0
1.173384299967438,0.0,0.0
1.2734194999793544,0.0,0.0
1.3735970000270754,0.0,0.0
1.506809400045313,0.0,0.0
1.607741600018926,0.0,0.0
1.7403092000167817,0.0,0.0
1.8806602000258863,0.0,0.0
1.9743995999451727,0.0,0.0
2.0734514000359923,0.0,0.0
2.173318399931304,0.0,0.0
2.273275699932128,0.0,0.0
2.3739254999672994,0.0,0.0
2.4732985999435186,0.0,0.0
2.574041199986823,0.0,0.0
2.673683200031519,0.0,0.0
2.7733305000001565,0.0,0.0
2.8734089999925345,0.0,0.0
2.9732931000180542,0.0,0.0
3.1065960000269115,0.0,0.0
3.2066807999508455,0.0,0.0
3.306526300031692,0.07138131369164835,0.0
3.4067661999724805,0.10578599712405624,0.0
3.5069303000345826,0.11264738990700153,0.0
3.6734786999877542,0.08523399589974516,0.0
3.8067684000125155,0.04151917372508765,0.0
3.906785099999979,-0.0007875399418234294,0.0
4.006806300021708,-0.05127173769506162,0.0
4.106736399931833,-0.11107066358792547,0.0
4.2073848999571055,-0.18094789345574971,0.0
4.340571200009435,-0.28501512837540416,0.0
4.4399476000107825,-0.3544120620834749,0.0
4.5733703000005335,-0.3792283136733009,0.0
4.740120399976149,-0.2499624504471052,0.0
4.940902599948458,-0.41453198384810125,0.0
5.0736678999383,-0.4568584939568169,0.0
5.208041399950162,-0.46497511680182935,0.0
5.339889899943955,-0.4582184223797598,0.0
5.473326600040309,-0.4310341039434739,0.0
5.5738177000312135,-0.3877104138178201,0.0
5.673494699993171,-0.3277660029361924,0.0
5.806650400045328,-0.20944551808592968,0.0
5.906638399930671,-0.08276495487397494,0.0
6.04011449997779,0.1228970299836,0.0
6.173395799938589,0.2710786320358732,0.0
6.340639299945906,0.0594500410001703,0.0
6.54117620002944,-0.02091800467682378,0.0
6.773465899983421,-0.025945473488852767,0.0
6.940135200042278,-0.016340896556919417,0.0
7.073811399983242,-0.0026184686510546105,0.0
7.24011909996625,0.018241552136371405,0.0
7.340030099963769,0.030458453063521344,0.0
7.440173399983905,0.04151898851827105,0.0
7.540191299980506,0.05029751778168541,0.0
7.640260300016962,0.05578127557807737,0.0
7.740924300043844,0.057168392801129654,0.0
7.840378999942914,0.05367689410505303,0.0
7.939914799993858,0.04464454095419873,0.0
8.040149500011466,0.01546084623824269,0.0
8.14024670002982,-0.14961383230348704,0.0
8.239896000013687,-0.23242035651314813,0.0
8.339888699934818,-0.26938750428537106,0.0
8.439936500042677,-0.27961862267573645,0.0
8.540192099986598,-0.2698218054079205,0.0
8.639897899935022,-0.24585014315445985,0.0
8.740194399957545,-0.2061690208410786,0.0
8.840028499951586,-0.135507769007155,0.0
8.940210000029765,-0.02526213933833687,0.0
9.04013280000072,0.12168982131893522,0.0
9.140154000022449,0.2944860656280683,0.0
9.240115799941123,0.4639830596469653,0.0
9.373327199951746,0.5236,0.0
9.473745699971914,0.5236,0.0
9.573533999966457,0.47092100528403613,0.0
9.706895899958909,0.31231580237273915,0.0
9.840073799947277,0.5021794182616536,0.0
10.006802199990489,0.5236,0.0
10.140246100025252,0.45654896309705517,0.0
10.239967399975285,0.3655402789358439,0.0
10.340041899937205,0.2673463987668772,0.0
10.440693799988367,0.17645430497093265,0.0
10.540043400018476,0.09498456350683396,0.0
