time,reference_index,X_ref,Y_ref,psi_ref,vx_ref,delta_ref,ax_ref
5.00003807246685e-07,0,9.536742950899678e-09,0.0,0.0,9.936024165825452e-07,0.0,1.0
0.0733020999468863,3,0.0006666774861514568,0.0,0.0,0.7517763481579061,0.0,0.0
0.17325150000397116,7,0.0033333550672978163,0.0,0.0,0.7517763481579061,0.0,0.0
0.27329839998856187,9,0.008000031113624573,0.0,0.0,0.7517763481579061,0.0,0.0
0.3742801999906078,12,0.014666711911559105,0.0,0.0,0.7517763481579061,0.0,0.0
0.47335169999860227,15,0.023333394899964333,0.0,0.0,0.7517763481579061,0.0,0.0
0.5733921999344602,17,0.03400009498000145,0.0,0.0,0.7517763481579061,0.0,0.0
0.6735233999788761,20,0.04666680097579956,0.0,0.0,0.7517763481579061,0.0,0.0
0.7735668999375775,22,0.06133349612355232,0.0,0.0,0.7517763481579061,0.0,0.0
0.8734879000112414,25,0.07800021767616272,0.0,0.0,0.7517763481579061,0.0,0.0
0.9734334000386298,27,0.09666695445775986,0.0,0.0,0.7517763481579061,0.0,0.0
1.073590400046669,29,0.11733367294073105,0.0,0.0,0.7517763481579061,0.0,0.0
1.173384299967438,32,0.14000040292739868,0.0,0.0,0.7517763481579061,0.0,0.0
1.2734194999793544,34,0.16466712951660156,0.0,0.0,0.7517763481579061,0.0,0.0
1.3735970000270754,37,0.1913338452577591,0.0,0.0,0.7517763481579061,0.0,0.0
1.506809400045313,40,0.2293340116739273,0.0,0.0,0.7517763481579061,0.0,0.0
1.607741600018926,42,0.2600008249282837,0.0,0.0,0.7517763481579061,0.0,0.0
1.7403092000167817,45,0.3033342957496643,0.0,0.0,0.7517763481579061,0.0,0.0
1.8806602000258863,49,0.34933435916900635,0.0,0.0,0.7517763481579061,0.0,0.0
1.9743995999451727,51,0.3860011696815491,0.0,0.0,0.7517763481579061,0.0,0.0
2.0734514000359923,54,0.42466795444488525,0.0,0.0,0.7517763481579061,0.0,0.0
2.173318399931304,57,0.46533477306365967,0.0,0.0,0.7517763481579061,0.0,0.0
2.273275699932128,60,0.5080015063285828,0.0,0.0,0.7517763481579061,0.0,0.0
2.3739254999672994,63,0.5526683330535889,0.0,0.0,0.7517763481579061,0.0,0.0
2.4732985999435186,66,0.5993351340293884,0.0,0.0,0.7517763481579061,0.0,0.0
2.574041199986823,70,0.6480019092559814,0.0,0.0,0.7517763481579061,0.0,0.0
2.673683200031519,73,0.6986687779426575,0.0,0.0,0.7517763481579061,0.0,0.0
2.7733305000001565,77,0.7513172626495361,0.0,0.0,0.7517763481579061,0.0,0.0
2.8734089999925345,82,0.805867612361908,0.0,0.0,0.7517763481579061,0.0,0.0
2.9732931000180542,87,0.8621929883956909,0.0,0.0,0.7517763481579061,0.0,0.0
3.1065960000269115,94,0.9393168687820435,0.0,0.0,0.7517763481579061,0.0,0.0
3.2066807999508455,100,0.9988102316856384,0.0,0.0,0.7517763481579061,0.0,0.0
3.306526300031692,106,1.0597272280488093,0.0001928532838534356,0.009189825777107193,0.7517763481579061,0.07138131369164835,0.0
3.4067661999724805,112,1.122004560143853,0.0014129662360243033,0.03137928055617823,0.7517763481579061,0.10578599712405624,0.0
3.5069303000345826,118,1.1854897630904173,0.004273328600452942,0.05894472966177652,0.7517763481579061,0.11264738990700153,0.0
3.6734786999877542,128,1.2926460313873223,0.013008748664556305,0.10174873728055665,0.7517763481579061,0.08523399589974516,0.0
3.8067684000125155,136,1.3793981467682783,0.022939726282627696,0.12370902288694939,0.7517763481579061,0.04151917372508765,0.0
3.906785099999979,142,1.4452705324098427,0.03137278317251334,0.12913032300513844,0.7517763481579061,-0.0007875399418234294,0.0
4.006806300021708,148,1.5119244836647736,0.039879438886159115,0.12252603110307861,0.7517763481579061,-0.05127173769506162,0.0
4.106736399931833,154,1.5794514077532609,0.047552137483282145,0.101197140731731,0.7517763481579061,-0.11107066358792547,0.0
4.2073848999571055,161,1.6479440462280692,0.053272659864824594,0.06213107697993493,0.7517763481579061,-0.18094789345574971,0.0
4.340571200009435,170,1.740867920768888,0.05536498850985093,-0.023646759030719222,0.7517763481579061,-0.28501512837540416,0.0
4.4399476000107825,178,1.8113702356164916,0.05058957464862771,-0.11522569629071117,0.7517763481579061,-0.3544120620834749,0.0
4.5733703000005335,188,1.9045438570010422,0.03293813094583916,-0.26108802018637917,0.7517763481579061,-0.3792283136733009,0.0
4.740120399976149,202,2.0137029269311344,-0.005794310972444403,-0.4067833891821741,0.7517763481579061,-0.2499624504471052,0.0
4.940902599948458,216,2.11890461597723,-0.06064205596647541,-0.56876775703573,0.7517763481579061,-0.41453198384810125,0.0
5.0736678999383,223,2.1604198850655987,-0.08991527298904992,-0.6613310719587631,0.7517763481579061,-0.4568584939568169,0.0
5.208041399950162,227,2.182242024263986,-0.10788010415668382,-0.7160578940637036,0.7517763481579061,-0.46497511680182935,0.0
5.339889899943955,231,2.2033240436933164,-0.1272826522333681,-0.7716602760058857,0.7517763481579061,-0.4582184223797598,0.0
5.473326600040309,235,2.2250418370640492,-0.1496741056183921,-0.8297432672384767,0.7517763481579061,-0.4310341039434739,0.0
5.5738177000312135,239,2.2433672398442064,-0.17069637834083062,-0.8769867456495692,0.7517763481579061,-0.3877104138178201,0.0
5.673494699993171,243,2.260539467676363,-0.19223429783291193,-0.9171973466452197,0.7517763481579061,-0.3277660029361924,0.0
5.806650400045328,249,2.2851465831409836,-0.22603964732519682,-0.9623735190682521,0.7517763481579061,-0.20944551808592968,0.0
5.906638399930671,255,2.306862192935176,-0.2580792365450918,-0.9846517884394795,0.7517763481579061,-0.08276495487397494,0.0
6.04011449997779,265,2.343500063529069,-0.3134200453475825,-0.9784346461318558,0.7517763481579061,0.1228970299836,0.0
6.173395799938589,281,2.4104687669437688,-0.4040032873811029,-0.8784496811417909,0.7517763481579061,0.2710786320358732,0.0
6.340639299945906,298,2.489362393341958,-0.4893485321562416,-0.787225697149852,0.7517763481579061,0.0594500410001703,0.0
6.54117620002944,310,2.5476136400806886,-0.5477182253149954,-0.7884953046868431,0.7517763481579061,-0.02091800467682378,0.0
6.773465899983421,323,2.6125789222945346,-0.6136703418153939,-0.7976772959372388,0.7517763481579061,-0.025945473488852767,0.0
6.940135200042278,332,2.6580745280946236,-0.6605765857817819,-0.803237927575316,0.7517763481579061,-0.016340896556919417,0.0
7.073811399983242,340,2.6961884057804775,-0.700177454206897,-0.8053329237593855,0.7517763481579061,-0.0026184686510546105,0.0
7.24011909996625,350,2.744703279692149,-0.750608471435964,-0.8032407714635423,0.7517763481579061,0.018241552136371405,0.0
7.340030099963769,356,2.773663980738469,-0.7805129772151446,-0.7992874486021637,0.7517763481579061,0.030458453063521344,0.0
7.440173399983905,362,2.8035624944386672,-0.8110785768637735,-0.793274120368996,0.7517763481579061,0.04151898851827105,0.0
7.540191299980506,368,2.8343682296476587,-0.8421360285154966,-0.7854186187724667,0.7517763481579061,0.05029751778168541,0.0
7.640260300016962,375,2.8659418186392265,-0.8734262404870041,-0.7761906001268831,0.7517763481579061,0.05578127557807737,0.0
7.740924300043844,381,2.8990751983686978,-0.9056258241075359,-0.76596736571685,0.7517763481579061,0.057168392801129654,0.0
7.840378999942914,388,2.9327421857961453,-0.937679193047294,-0.7558664636553941,0.7517763481579061,0.05367689410505303,0.0
7.939914799993858,394,2.9677958554638497,-0.9704078921052194,-0.7466028972080907,0.7517763481579061,0.04464454095419873,0.0
8.040149500011466,400,3.0022009276301094,-1.0020088760514263,-0.7399378224747436,0.7517763481579061,0.01546084623824269,0.0
8.14024670002982,406,3.0302534411731994,-1.0277969368369624,-0.7508872654272104,0.7517763481579061,-0.14961383230348704,0.0
8.239896000013687,410,3.0535273758080885,-1.0500193345070186,-0.7755867465330445,0.7517763481579061,-0.23242035651314813,0.0
8.339888699934818,413,3.073420149788403,-1.0700774748886404,-0.8040408852240446,0.7517763481579061,-0.26938750428537106,0.0
8.439936500042677,417,3.0917097082640366,-1.089615572658307,-0.8335351149527964,0.7517763481579061,-0.27961862267573645,0.0
8.540192099986598,420,3.109142484481199,-1.1093980251388933,-0.8625731479312796,0.7517763481579061,-0.2698218054079205,0.0
8.639897899935022,424,3.125384978148653,-1.1288796357195159,-0.8886931456211273,0.7517763481579061,-0.24585014315445985,0.0
8.740194399957545,427,3.142747316674761,-1.150831236312707,-0.9138367076980601,0.7517763481579061,-0.2061690208410786,0.0
8.840028499951586,432,3.1656440874629586,-1.1813786475201318,-0.9396905315178357,0.7517763481579061,-0.135507769007155,0.0
8.940210000029765,438,3.1944312615425825,-1.221579649559943,-0.9554209394332971,0.7517763481579061,-0.02526213933833687,0.0
9.04013280000072,445,3.228655737057367,-1.2697204056868283,-0.9445006321663734,0.7517763481579061,0.12168982131893522,0.0
9.140154000022449,454,3.26922045011562,-1.3230848503248738,-0.8892833943720412,0.7517763481579061,0.2944860656280683,0.0
9.240115799941123,463,3.3182342461552974,-1.3773918993612446,-0.7744687378707973,0.7517763481579061,0.4639830596469653,0.0
9.373327199951746,475,3.395892168468043,-1.438282275768145,-0.5447621239915179,0.7517763481579061,0.5236,0.0
9.473745699971914,483,3.4584024401287934,-1.4688868641747743,-0.3678857873852866,0.7517763481579061,0.5236,0.0
9.573533999966457,491,3.519585338440473,-1.487446162015985,-0.22572940914645517,0.7517763481579061,0.47092100528403613,0.0
9.706895899958909,500,3.600807788520577,-1.5000712585434017,-0.09275815529053019,0.7517763481579061,0.31231580237273915,0.0
9.840073799947277,509,3.681642406041305,-1.502341909216297,0.04859212985699758,0.7517763481579061,0.5021794182616536,0.0
10.006802199990489,519,3.775540706919908,-1.4874677326228243,0.26794441149477605,0.7517763481579061,0.5236,0.0
10.140246100025252,527,3.8466583316541563,-1.4613887673691974,0.42991746435908285,0.7517763481579061,0.45654896309705517,0.0
10.239967399975285,533,3.8982556637938166,-1.4344415463563787,0.528983237571435,0.7517763481579061,0.3655402789358439,0.0
10.340041899937205,539,3.9495539003661464,-1.4015593232887047,0.6064826390883697,0.7517763481579061,0.2673463987668772,0.0
10.440693799988367,545,3.9993575499833973,-1.3648236657984447,0.6605190879925578,0.7517763481579061,0.17645430497093265,0.0
10.540043400018476,550,4.048983163283881,-1.3247734284144943,0.694158412236088,0.7517763481579061,0.09498456350683396,0.0
10.640251699951477,556,4.099094487222382,-1.2822999889764173,0.7089878313218869,0.7517763481579061,0.022252295994601656,0.0
10.740271699964069,562,4.150145746240861,-1.2385143575371163,0.7060428971642378,0.7517763481579061,-0.04316804121441333,0.0
