time,reference_index,v1,v2,delta_command,acceleration_command,slack_value,mip_gap,solver_status,solver_success,solve_time
5.00003807246685e-07,0,1.0,0.0,0.0,1.0,0.0,5.453790295589741e-11,MIQP_OPTIMAL,1,0.006298399996012449
0.0733020999468863,3,1.0,0.0,0.0,1.0,0.0,1.053398907545715e-11,MIQP_OPTIMAL,1,0.005183700006455183
0.17325150000397116,7,1.0,0.0,0.0,1.0,0.0,1.7192005516905496e-11,MIQP_OPTIMAL,1,0.0058935999404639006
0.27329839998856187,9,1.0,0.0,0.0,1.0,0.0,2.919594582620391e-12,MIQP_OPTIMAL,1,0.004941100021824241
0.3742801999906078,12,1.0,0.0,0.0,1.0,0.0,5.256454105573413e-11,MIQP_OPTIMAL,1,0.005302299978211522
0.47335169999860227,15,1.0,0.0,0.0,1.0,0.0,2.0063274584114032e-11,MIQP_OPTIMAL,1,0.005613000015728176
0.5733921999344602,17,1.0,0.0,0.0,1.0,0.0,8.240783891033807e-12,MIQP_OPTIMAL,1,0.005345900077372789
0.6735233999788761,20,1.0,0.0,0.0,1.0,0.0,4.439022525668096e-12,MIQP_OPTIMAL,1,0.005364299984648824
0.7735668999375775,22,1.0,0.0,0.0,1.0,0.0,5.4435410683277825e-11,MIQP_OPTIMAL,1,0.007244699983857572
0.8734879000112414,25,1.0,0.0,0.0,1.0,0.0,1.8997011254790627e-11,MIQP_OPTIMAL,1,0.005357900052331388
0.9734334000386298,27,1.0,0.0,0.0,1.0,0.0,7.941494889836508e-11,MIQP_OPTIMAL,1,0.00600520009174943
1.073590400046669,29,1.0,0.0,0.0,1.0,0.0,1.9433292797088333e-11,MIQP_OPTIMAL,1,0.0065620000241324306
1.173384299967438,32,1.0,0.0,0.0,1.0,0.0,0.0,MIQP_OPTIMAL,1,0.006336500053294003
1.2734194999793544,34,1.0,0.0,0.0,1.0,0.0,1.2339106353475024e-11,MIQP_OPTIMAL,1,0.010208799969404936
1.3735970000270754,37,1.0,0.0,0.0,1.0,0.0,6.255469258054497e-12,MIQP_OPTIMAL,1,0.007464399910531938
1.506809400045313,40,1.0,0.0,0.0,1.0,0.0,9.567658033276432e-11,MIQP_OPTIMAL,1,0.0058614000445231795
1.607741600018926,42,0.9999999985817629,0.0,0.0,0.9999999985817629,0.0,0.0,MIQP_OPTIMAL,1,0.0066998000256717205
1.7403092000167817,45,1.0,0.0,0.0,1.0,0.0,6.223567688567936e-11,MIQP_OPTIMAL,1,0.009570299996994436
1.8806602000258863,49,1.0,0.0,0.0,1.0,0.0,1.2080599680230311e-11,MIQP_OPTIMAL,1,0.006375099997967482
1.9743995999451727,51,1.0,0.0,0.0,1.0,0.0,4.8191217408235244e-11,MIQP_OPTIMAL,1,0.005284400074742734
2.0734514000359923,54,0.9999999992385635,0.0,0.0,0.9999999992385635,0.0,0.0,MIQP_OPTIMAL,1,0.005850400077179074
