segment,control_point,X,Y
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-4.999993658637697652e-02,7.963264582434140585e-05
0.000000000000000000e+00,3.000000000000000000e+00,-6.264754248593737973e-01,-4.574356753488430770e-17
0.000000000000000000e+00,4.000000000000000000e+00,-8.000000000000000444e-01,-2.449293598294706538e-17
0.000000000000000000e+00,5.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,-1.199999999999999956e+00,2.449293598294706538e-17
1.000000000000000000e+00,2.000000000000000000e+00,-1.426475424859373620e+00,5.222817639690395381e-17
1.000000000000000000e+00,3.000000000000000000e+00,-1.586985354766624390e+00,-7.250169507566073257e-02
1.000000000000000000e+00,4.000000000000000000e+00,-1.793862556079085957e+00,-4.866244947338653482e-02
1.000000000000000000e+00,5.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,-2.206137443920914265e+00,4.866244947338653482e-02
2.000000000000000000e+00,2.000000000000000000e+00,-2.411535130450281006e+00,1.221481028178854067e-01
2.000000000000000000e+00,3.000000000000000000e+00,-2.614481252641851050e+00,2.214210491817761584e-01
2.000000000000000000e+00,4.000000000000000000e+00,-2.813464436646956113e+00,3.492017051451998810e-01
2.000000000000000000e+00,5.000000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e-01
3.000000000000000000e+00,1.000000000000000000e+00,-3.186535563353043887e+00,6.507982948548001190e-01
3.000000000000000000e+00,2.000000000000000000e+00,-3.360623506054026599e+00,8.246142286009766620e-01
3.000000000000000000e+00,3.000000000000000000e+00,-3.304603758782747924e+00,1.415753016242358608e+00
3.000000000000000000e+00,4.000000000000000000e+00,-3.550000073661864430e+00,1.508004603575289204e+00
3.000000000000000000e+00,5.000000000000000000e+00,-3.799999999999999822e+00,1.500000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,-3.799999999999999822e+00,1.500000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,-4.049999926338134770e+00,1.491995396424710796e+00
4.000000000000000000e+00,2.000000000000000000e+00,-4.304603464135288604e+00,1.383734601941201792e+00
4.000000000000000000e+00,3.000000000000000000e+00,-4.090874750892089295e+00,9.390081877579776748e-01
4.000000000000000000e+00,4.000000000000000000e+00,-4.283795979705421253e+00,7.113461231671692753e-01
4.000000000000000000e+00,5.000000000000000000e+00,-4.500000000000000000e+00,5.000000000000000000e-01
5.000000000000000000e+00,0.000000000000000000e+00,-4.500000000000000000e+00,5.000000000000000000e-01
5.000000000000000000e+00,1.000000000000000000e+00,-4.716204020294578747e+00,2.886538768328307247e-01
5.000000000000000000e+00,2.000000000000000000e+00,-4.955690832070404284e+00,9.362369508930057371e-02
5.000000000000000000e+00,3.000000000000000000e+00,-5.490794265766272275e+00,-1.940056179719747420e-01
5.000000000000000000e+00,4.000000000000000000e+00,-5.747376227397785975e+00,-3.533967317631779848e-01
5.000000000000000000e+00,5.000000000000000000e+00,-6.000000000000000000e+00,-5.000000000000000000e-01
6.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-5.000000000000000000e-01
6.000000000000000000e+00,1.000000000000000000e+00,-6.252623772602214025e+00,-6.466032682368220152e-01
6.000000000000000000e+00,2.000000000000000000e+00,-6.501289356175128376e+00,-7.804186909192628585e-01
6.000000000000000000e+00,3.000000000000000000e+00,-6.544227133887765113e+00,-9.499999999999999556e-01
6.000000000000000000e+00,4.000000000000000000e+00,-6.776393202250020842e+00,-1.000000000000000000e+00
6.000000000000000000e+00,5.000000000000000000e+00,-7.000000000000000000e+00,-1.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,-7.000000000000000000e+00,-1.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+00,-7.223606797749979158e+00,-1.000000000000000000e+00
7.000000000000000000e+00,2.000000000000000000e+00,-7.438654324887681746e+00,-9.499999999999999556e-01
7.000000000000000000e+00,3.000000000000000000e+00,-7.598680339887498469e+00,-7.006598300562506543e-01
7.000000000000000000e+00,4.000000000000000000e+00,-7.799999999999999822e+00,-6.000000000000000888e-01
7.000000000000000000e+00,5.000000000000000000e+00,-8.000000000000000000e+00,-5.000000000000000000e-01
8.000000000000000000e+00,0.000000000000000000e+00,-8.000000000000000000e+00,-5.000000000000000000e-01
8.000000000000000000e+00,1.000000000000000000e+00,-8.199999999999999289e+00,-3.999999999999999667e-01
8.000000000000000000e+00,2.000000000000000000e+00,-8.398680339887498292e+00,-3.006598300562504655e-01
8.000000000000000000e+00,3.000000000000000000e+00,-8.566111662175051933e+00,-1.274249792734562792e-01
8.000000000000000000e+00,4.000000000000000000e+00,-8.793862556079085735e+00,-4.866244947338653482e-02
8.000000000000000000e+00,5.000000000000000000e+00,-9.000000000000000000e+00,-0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,-9.000000000000000000e+00,-0.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+00,-9.206137443920914265e+00,4.866244947338653482e-02
9.000000000000000000e+00,2.000000000000000000e+00,-9.390661437858708993e+00,6.722481862008987397e-02
9.000000000000000000e+00,3.000000000000000000e+00,-9.947049217437356816e+00,-8.433232523501874478e-05
9.000000000000000000e+00,4.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+00,5.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00
