t,delta_e,ax_e
0.05606209998950362,0.1788294597095541,0.3506797076721023
0.12616369989700615,-0.07794380249433568,0.26805206693894135
0.19662780000362545,-0.21700024564289289,0.18952709010221602
0.26657829992473125,0.3529236544091208,0.12729562651973458
0.3364188999403268,-0.12164482750875072,0.07730548039807283
0.4062402999261394,-0.22239276745859798,0.035803621757726556
0.4765256999526173,0.08906589645357638,-0.00038169252346620386
0.5461166999302804,0.11595924784419574,-0.03207127273829302
0.6163681999314576,0.002247732191887092,-0.05963267907132919
0.6861713000107557,-0.036562673412729015,-0.0860444565629922
0.7562268999172375,-0.010799330497406653,-0.20081969211673145
0.8263538999017328,0.0012976895105772032,-0.21555745238202506
0.8960447999415919,0.0031928658070266088,-0.21949007960079575
0.9661360000027344,0.002318738173259297,-0.21477653047145312
1.0362892999546602,0.0014303939210734702,-0.2008119717270322
1.1065253999549896,0.0009086888060562332,-0.17579454736681968
1.1761242999928072,0.0006192583748851997,-0.1478344254717261
1.246384699945338,0.0004778833747659605,-0.11006073794327534
1.3164879999822006,0.0004793645301328094,-0.0656917892744403
1.3866439999546856,0.0006708090180242892,-0.017369960894805858
1.456331399967894,0.001069310233721713,-0.063209044642209
1.526081299991347,0.0018996916844752866,-0.014219908001470494
1.5961587999481708,0.003232041773402607,0.03316324104848872
1.6662466999841854,0.005197591916361235,0.07158687059662866
1.7363977999193594,0.007945825005346819,0.09562273456384313
1.8060915999813005,0.01156316755025259,0.09563868192366054
1.876177700003609,0.01609777847674878,0.06608564684216936
1.9464705999707803,0.021425523801566006,-0.001439427367082996
2.0167303999187425,0.02736686880204893,-0.11088332592319305
2.086768899927847,0.017509737231066597,-0.1541868667455262
2.1563491999404505,-0.009975515598740096,-0.13243170873285615
2.2263184000039473,-0.026747618241167198,-0.05291654335885754
2.2962262999499217,-0.03815576199207537,0.015000273984426337
2.366338999941945,-0.046191038183813225,0.06967704972631271
2.436204299912788,-0.051790773786698434,0.11115964503320934
2.5068245999282226,-0.05520434365106778,0.14122812876062693
2.576697599957697,-0.056492405397841006,0.15809705185608824
2.6463007999118418,-0.05519662951942463,0.16492585642905133
2.716168599901721,-0.050955482148732315,0.16268636450429202
2.78644129994791,-0.043530689111296525,0.15310605776292557
2.856272100005299,-0.03226125940667211,0.06149076201938752
2.926389299915172,-0.019068315349929837,0.044350272571061874
2.996290599927306,-0.004130422519429411,0.028815722106763194
3.066835099947639,0.011706217252254278,0.016279513121240947
3.1365609999047592,0.027915782788808005,0.0030788244972046706
3.2062221999512985,0.043280032782976,-0.006740753998668143
3.2761042999336496,0.05711387578697469,-0.015034728671308138
3.3464831999735907,0.06865421984466284,-0.021736217370433224
3.4164407999487594,0.0772786978948365,-0.02689441953768617
3.486488899914548,0.08246381561689026,-0.029977426727316778
3.556460899999365,0.09765658252713146,-0.10656463936935325
3.6264326999662444,0.09403115607725658,-0.10506714254176158
3.696516999974847,0.08420380170972092,-0.09563525213118816
3.766500699915923,0.07074427836332015,-0.07996948588674119
3.836177399964072,0.05446862727655577,-0.05799512600208748
3.906545199919492,0.035984118870466986,-0.03040291191172556
3.976567499921657,0.01526302678360128,0.0038078548403748178
4.046191799920052,-0.007900369685443956,0.04450070864361785
4.116371199954301,-0.007834054429352894,0.05988846043631782
4.18625589995645,-0.0029995817795637897,0.06813669805081483
4.256318099913187,0.01609713613973772,-0.005177811696577703
4.326464299927466,0.01923080648329191,-0.0013183074860286213
4.396053000004031,0.019689266587754814,0.004795200016651048
4.466186499921605,0.01998975994790575,0.009930278328736636
4.536655099946074,0.020152705858849346,0.0163293251953104
4.606112899957225,0.02039866231015104,0.022459917601103725
4.676312199910171,0.020751127092386107,0.0280636831372688
4.746158599969931,0.021206275131076494,0.03285501298916395
4.816114699933678,0.02182533826931135,0.035902760915970625
4.886252299998887,0.02243776024435179,0.038143664973291205
4.956123799900524,0.03300999543216068,-0.04514846223602828
5.026415299973451,0.032087255674367,-0.04318264895575572
5.0960126999998465,0.029397995424370174,-0.037314345596883576
5.16624079993926,0.026582755233607744,-0.028693324506892284
5.236679799971171,0.023842738469097874,-0.01803470139870005
5.30654349992983,0.021063370172659676,-0.008085746717145806
5.376476799952798,0.01734314361767142,0.003548767158053398
5.446830799919553,0.011825188750365229,0.018501028686264125
5.516451900009997,0.005597854516862219,0.02375919400694572
5.586245899903588,-0.003372316961482144,0.034026966988333934
5.656252099899575,-0.002531512201643868,-0.04296636812391536
5.72640079993289,-0.017445460581224467,-0.028913960457732812
5.796504999976605,-0.035294720525639256,-0.01325535551764881
5.866198199917562,-0.05441654513367496,0.010226753146202236
5.936392199946567,-0.07276751969518201,0.03797781713123967
6.006559200002812,-0.08867111552975011,0.06943838652291942
6.076193099957891,-0.055624511339611715,0.09134931942477723
6.146172599983402,0.06377682397321913,0.07577411045021057
6.216865099966526,0.14176755448871678,0.04924262722678391
6.2861835999647155,0.18469247078157536,0.013964864804051291
6.356077899923548,0.22577800755708344,-0.11769835894362934
6.42627860000357,0.21797424835369653,-0.15018030874039204
6.4961591999745,0.19396947285145544,-0.16888334043238346
6.566653399961069,0.164794389789433,-0.17019038719720697
6.63625909993425,0.1363650046714402,-0.1590278820567923
6.706184799899347,0.11071373721133658,-0.1348512449581983
6.776484499918297,0.0883580703150319,-0.10236873907546881
6.84645760001149,0.06856986940784233,-0.06512074220436236
6.916221599909477,0.05000510477151462,-0.027664802027933443
6.986838899902068,0.031160386694302104,0.009354078675536996
7.0563523999881,0.0036538611459732,-0.06675269971953213
7.126387599972077,-0.01965590638961931,-0.03695285170242574
7.196374199935235,-0.046888806126781396,-0.008967424289872128
7.2665422999998555,-0.0801874661285995,0.01339026367339774
7.336569599923678,-0.11988351086425986,0.02461754074399858
7.406626599957235,-0.16359395018953155,0.019026294097511165
7.476454199990258,-0.20480473617110706,-0.007755682150433485
7.546188799897209,-0.15823507596677178,-0.05790055449187903
7.616291599930264,-0.10254235781015081,-0.12794886778116066
7.6865978999994695,-0.04522233860149666,-0.20653591022088502
7.756067399983294,-0.015273698884979647,-0.3148034362262485
7.826212999993004,-1.590130027651071e-08,-0.3494738936837132
7.896260299952701,-2.6383376594552033e-09,-0.3360271249080881
7.966706199920736,0.05714300651331822,-0.2638560318579247
8.03642439993564,0.17055200165497553,-0.1295899737195071
8.106423999997787,0.15066645188447098,0.08845370155211038
8.17652629991062,0.06698337633114637,0.2634322549395841
8.246212999918498,-1.5459744595602842e-11,0.368868562159149
8.316684299963526,-1.286136752653988e-09,0.4103621248742012
8.386260699946433,-3.0901947667416607e-12,0.3988081225309655
8.456400799914263,-7.39175387565183e-12,0.331217134039471
8.526595399947837,-6.027289778387512e-12,0.27117619920146957
8.59609729994554,-5.625810928222563e-11,0.22112014734076302
8.666655999957584,-2.0454327120944527e-10,0.19979425440780418
8.736459599924274,-3.530553627228983e-11,0.21518265384847934
8.8060656999005,0.08022579939868568,0.2650385084228042
8.876383199938573,0.1911892612427441,0.33642137353535506
8.946453799959272,0.29490502427447407,0.41096230209518303
9.016419899999164,0.2550999988739534,0.4639831061556322
9.086129099945538,0.12843064555534586,0.46646984568136773
9.156144500011578,0.021968506401546697,0.28095103222592915
9.226539099938236,0.02276203967717369,0.1902976594226653
9.296104499953799,0.059177559349108774,0.09340990699240104
9.36615759995766,0.10183723254226741,-0.004034563683503002
9.436478199902922,0.1401987685699801,-0.09563779707650502
9.506451299996115,0.17063408363952626,-0.18678918940774686
9.576868999982253,0.1889572641276153,-0.26410547268745255
9.646483499906026,0.19237229443149576,-0.3226986363952395
9.716177999973297,0.17939941745380028,-0.35937825403482315
9.786586900008842,0.14890028058582472,-0.3630227780555686
9.856556699960493,0.11580195982320038,-0.4367852287666402
9.92656289995648,0.05220277656964467,-0.3584957558767794
9.996547799906693,-0.027804743166025964,-0.23399517462953912
10.066196499974467,-0.10523344528780927,-0.09876151279547982
10.136162899900228,-0.08551246034924936,-0.11227657780005781
10.206419599941,-0.06883319454838657,-0.10111039479495174
10.27667059993837,-0.053464087786045916,-0.07249564429790079
10.346231999923475,-0.037936907379812396,-0.03480805500008516
10.416521499981172,-0.0221212729208584,0.004626322424671314
10.48625129996799,-0.007312708639195559,0.04178993021459654
10.556867399951443,0.017905805453978095,-0.05827717368281521
10.626052999985404,0.02434228408147119,-0.02908317789513809
10.696657199994661,0.025676814413942782,-0.007124587084603895
10.766406000009738,0.024847919218646285,0.014580830794667543
10.836342299939133,0.022973014539628,0.032911280525018904
10.906322799972259,0.02057518556932639,0.04731097787159472
10.976467399974354,0.017951072359004915,0.05782321861219619
11.046926399925724,0.015256975093084414,0.06674638093759913
11.116513699991629,0.012610397241977532,0.06937882920641099
11.186202599899843,0.009981528681730084,0.07597699661355556
11.256100200000219,0.008071127087734272,-0.07295083072611708
11.326873199897818,0.005539212588941113,-0.06435791185364903
11.396446399972774,0.0031171331431894887,-0.04713228708565803
11.466552599915303,0.0009960795826263907,-0.02359635980264213
11.536462499992922,-0.0006534324720292757,0.0027722020501665945
11.606208099983633,-0.0015967910711411617,0.026780352777759975
11.676228599972092,-0.0015072015604467362,0.04412272834825948
