t,segment,X,Y,psi,vx,delta,ax,Xd,Yd,Xdd,Ydd,kappa
4.000000000000000222e-01,0.000000000000000000e+00,-4.564448002503509322e-02,-1.017906952406573591e-03,3.166585429575035526e+00,2.825802190690921978e-01,1.080986964190161145e-02,2.999999999999999889e-01,-2.824919683712295293e-01,-7.061728887772107319e-03,-1.042347125038187494e+00,-2.941318585174069328e-02,4.202251007903068381e-02
4.199999999999999845e-01,0.000000000000000000e+00,-5.150409760794559533e-02,-1.165062668644454820e-03,3.166809225261119742e+00,3.036302198667007457e-01,8.918981802148217078e-03,2.999999999999999889e-01,-3.035336894750316761e-01,-7.655701795137538276e-03,-1.061517545517796979e+00,-2.997092694133123361e-02,3.467140255042897024e-02
4.400000000000000022e-01,0.000000000000000000e+00,-5.778826127501564963e-02,-1.324204143423329252e-03,3.167007353996268648e+00,3.250454522981730543e-01,7.364026483547748796e-03,2.999999999999999889e-01,-3.249404833824178773e-01,-8.260043518317279621e-03,-1.078859944568872464e+00,-3.045030096471032510e-02,2.862647075122624549e-02
4.600000000000000200e-01,0.000000000000000000e+00,-6.450390909370010140e-02,-1.495523173058855562e-03,3.167182139832211529e+00,3.467896585347141625e-01,6.075579194070616570e-03,2.999999999999999889e-01,-3.466761220151546863e-01,-8.873200727879443708e-03,-1.094407557225139271e+00,-3.085270911111248973e-02,2.361770243126368185e-02
4.799999999999999822e-01,0.000000000000000000e+00,-7.165726121689586225e-02,-1.679180767515901047e-03,3.167335591171988263e+00,3.688272459399251080e-01,5.000371700747916273e-03,2.999999999999999889e-01,-3.687050419956828251e-01,-9.493648118176829798e-03,-1.108193618520320500e+00,-3.117955256977219397e-02,1.943795287511999523e-02
5.000000000000000000e-01,0.000000000000000000e+00,-7.925383317695551544e-02,-1.875307710884238513e-03,3.167469450557425681e+00,3.911232871027089386e-01,4.097123794502699999e-03,2.999999999999999889e-01,-3.909923446471182951e-01,-1.011988840734694486e-02,-1.120251363488143248e+00,-3.143223252992401184e-02,1.592671222549347718e-02
5.200000000000000178e-01,0.000000000000000000e+00,-8.729844917970065732e-02,-2.084005121854237089e-03,3.167585235228203899e+00,4.136435198649738298e-01,3.333549386000693535e-03,2.999999999999999889e-01,-4.135037959932510443e-01,-1.075045233731196717e-02,-1.130614027162331503e+00,-3.161215018080239941e-02,1.295845183337350666e-02
5.400000000000000355e-01,0.000000000000000000e+00,-9.579525539843537774e-02,-2.305345014192555428e-03,3.167684270383428480e+00,4.363543473452752286e-01,2.684179826962951321e-03,2.999999999999999889e-01,-4.362058267585455229e-01,-1.138389867377877923e-02,-1.139314844576610586e+00,-3.172070671164189254e-02,1.043415460962837139e-02
5.600000000000000533e-01,0.000000000000000000e+00,-1.047477332679598999e-01,-2.539370857217836640e-03,3.167767716628009378e+00,4.592228379592729892e-01,2.128763449246577101e-03,2.999999999999999889e-01,-4.590655323681408495e-01,-1.201881420623894872e-02,-1.146387050764704929e+00,-3.175930331167698545e-02,8.275089076169311539e-03
5.799999999999999600e-01,0.000000000000000000e+00,-1.141587127785838179e-01,-2.786098136276401929e-03,3.167836592751476221e+00,4.822167254376851231e-01,1.651076374607131792e-03,2.999999999999999889e-01,-4.820506729478504782e-01,-1.265381374796872502e-02,-1.151863880760339409e+00,-3.172934117014217931e-02,6.418184159051933471e-03
