t,position_error,yaw_error,speed_error
7.999997251317836e-07,1.099600333081927e-07,0.0,0.0
0.06927439999981289,7.724515953093503e-06,0.02094791595501988,-0.9432568341528369
0.1689979999996467,6.386379724456585e-05,0.031706543739669524,-0.9385760747925224
0.2689388999997391,0.0001694762339154841,0.03047769325087346,-0.9313006273298646
0.36932459999979983,0.0002925480049325672,0.02263937124526949,-0.9221352506691814
0.435559099999864,0.00036106677723492497,0.013611183947933814,-0.9108069430676236
0.5022415999997065,0.00038313233058412627,0.0014682437616273525,-0.8986354075901
0.5694252999996934,0.0003160970305769365,-0.013699284561093261,-0.8856818653525333
0.6355570999999145,0.00019268046000165396,-0.010878464196656168,-0.8722707472134806
0.702454399999624,0.00024789542561552534,0.01260742932906167,-0.8585428903390449
0.8022832999999991,0.0006461328641203666,0.024458460259520365,-0.8455252992299297
0.9022129999998469,0.0006138182916815401,-0.015153742718523322,-0.8308885760412945
0.9689343999998528,0.000371266748588866,-0.01336200007379551,-0.8161941516746585
1.0355383999999503,0.0005136286367599102,0.019739482623971405,-0.801494249006933
1.1358401999996204,0.0013546061984497791,0.03582700744719869,-0.7873464590007331
1.2360539999999673,0.0013200345147568067,-0.0202887426475562,-0.772744106406782
1.3359290999997029,0.00026560657239863055,-0.03861608067359912,-0.7582191187863417
1.4025485999995908,0.00016266350478838504,0.004503203787643351,-0.7428656341875526
1.4689774999997098,0.0006168429666024021,0.025195994598436577,-0.7278220388398424
1.569463999999698,0.0010042653191615015,-0.0028289368539322624,-0.7132129323491805
1.635618699999668,0.0005213784957499828,-0.02197529858235825,-0.6979518695657884
1.7023043999997753,0.0004793593945078446,0.011179073283092755,-0.6825803880583002
1.8024061999999503,0.0022044783166637076,0.0571217916406046,-0.6680499577691801
1.9022831999996015,0.003288804056280861,0.00945756411558607,-0.653446035994026
1.9689127999999982,0.002629748039387847,-0.035138834372832495,-0.6381007998860816
2.035601599999609,0.0017918414007182181,-0.019967740556187774,-0.622773971804599
2.102365799999916,0.002275204141258286,0.027742530022930367,-0.6077108999031262
2.1690976999998384,0.0031809624390099207,0.02240996526713035,-0.5925993841981844
2.235816899999918,0.002863374195389976,-0.02187978630791987,-0.5774262129244412
2.3024421000000075,0.001881451020332183,-0.02717944816973583,-0.5624021993847562
2.4024922999997216,0.002134545118902742,0.02427556726071778,-0.5479636370418693
2.469021899999916,0.003261915632614279,0.028586263975581172,-0.5326481292012205
2.5356694999995852,0.003318883613531033,-0.008754079233741052,-0.5174853335766796
2.6022821999999906,0.002441282301229678,-0.025202273969522793,-0.5023746432099243
2.7024924999996074,0.0018429670565547646,-1.8394688547029858e-05,-0.48784266274597765
2.768998399999873,0.002461712982864456,0.01865369039602749,-0.4728201726097868
2.869037699999808,0.00349202687674456,0.013255121740302744,-0.4582958524606917
2.969053299999814,0.003200337926354024,-0.014292949761721907,-0.44343505916611115
3.069140099999913,0.0018567731935988062,-0.02146148303397899,-0.42873009737297907
3.1357097000000067,0.0016776027346049479,0.0021381395185486873,-0.41317820550995377
3.2022924999996576,0.0024405839939914873,0.020180208971650515,-0.39806098273477475
3.268957799999953,0.0032682919519927025,0.016319352887969263,-0.3826971115709059
3.3356944999995903,0.0035710773803064046,0.0037205791252077347,-0.3678348298695644
3.4357528999998976,0.003266108854026849,-0.00731717916049579,-0.35312751030649614
3.5022667999996884,0.0031622376097236757,-4.8357869960380384e-05,-0.34141405839253336
3.6022565999996914,0.004077172605791577,0.017683693993298277,-0.32325632907554713
3.670909699999811,0.005042038266325694,0.017974216489675676,-0.30814164986263093
3.7356055999998716,0.005656103940632961,0.009624310278212977,-0.29279369501007646
3.8022965999998632,0.005957952127552746,0.004220877213187091,-0.27794643675126185
3.8689304999998058,0.0062397516465131095,0.004934356225763992,-0.2623244242510928
3.9690365999999813,0.006987529726204525,0.009463202596985187,-0.24805270812400604
4.068990499999927,0.008047337358372495,0.011892631846534663,-0.23329898514761427
