time,reference_index,X,Y,psi,vx,X_ref,Y_ref,psi_ref,vx_ref,position_error,yaw_error,speed_error,vx_cmd,delta_cmd,ax_cmd
5.00003807246685e-07,0,-4.768371297814156e-08,8.309260124406137e-08,-0.0,0.0,0.0,0.0,0.0,0.0,9.580248882407165e-08,0.0,0.0,0.015,0.0,0.3
0.06431450002128258,3,0.0004999532829970121,8.309260124406137e-08,-0.0,0.001876029812984923,0.0004997726958565362,-7.635437978285804e-06,-0.020948119853526834,0.9445112623113272,7.720642850335903e-06,0.020948119853526848,-0.9426352324983422,0.03,-0.5236,0.3
0.13084150000941008,6,0.001999952830374241,-2.5349147563247243e-06,-0.0026180048007518053,0.007028954702788769,0.0019984627985564266,-4.958275535187678e-05,-0.03231373038385169,0.9445112623113272,4.707142975863995e-05,0.029695725583100074,-0.9374823076085385,0.045,-0.5235999999999998,0.3
0.1975158000132069,8,0.004499881062656641,-2.15152685996145e-05,-0.009163014590740204,0.01463712003543472,0.004495044004248592,-0.00014094624352364326,-0.03969249939324289,0.9445112623113272,0.00011952888732581284,0.030529484802502616,-0.9298741422758925,0.06,-0.5235999999999998,0.3
0.26420730000245385,11,0.007999423891305923,-7.779985753586516e-05,-0.018326029181480408,0.024118236356938945,0.007989920742767836,-0.0002899104307733745,-0.044776222475650114,0.9445112623113272,0.00021232335036750377,0.026450193294169644,-0.9203930259543882,0.075,-0.5236,0.29999999999999993
0.3308530999929644,13,0.012497744522988796,-0.00020017607312183827,-0.030107049271464348,0.03496014978444415,0.01248325994790666,-0.0005005221685656199,-0.04853579146280201,0.9445112623113272,0.00030069516119092315,0.018428742191337832,-0.909551112526883,0.09,-0.5236,0.3
0.39758340001571923,15,0.01799311302602291,-0.00042526068864390254,-0.044506099075078964,0.046847758856613096,0.017975247004311908,-0.0007756961831168417,-0.051390846274751434,0.9445112623113272,0.0003508906247226782,0.006884747199672248,-0.8976635034547141,0.105,-0.5236,0.3
0.4641903000010643,17,0.024482402950525284,-0.0007974658510647714,-0.0615231953561306,0.059510750848615755,0.024465389560231334,-0.001117159583175615,-0.05360491376224862,0.9445112623113272,0.0003201461194521246,-0.007918281593882082,-0.8850005114627114,0.12,0.5236,0.3
0.5309114000119735,19,0.0319664366543293,-0.001285374746657908,-0.06021423637866974,0.07276129882366508,0.03195320001672855,-0.0015258762049735225,-0.05534795204009469,0.9445112623113272,0.00024086543966893813,-0.004866284338575166,-0.8717499634876621,0.135,0.1417647756580057,0.3
0.597507400001632,21,0.040456634014844894,-0.001693673082627356,-0.046552516520023346,0.08643338757461849,0.04043918843377073,-0.0020023405445710974,-0.05673311781411304,0.9445112623113272,0.000309160072392614,0.010180601294089708,-0.8580778747367087,0.15000000000000002,-0.5235999999999996,0.3
0.6643099000211805,23,0.049944471567869186,-0.002170860767364502,-0.05645288899540901,0.10041309460746053,0.049922783440428366,-0.0025466113757076554,-0.05783773425143152,0.9445112623113272,0.0003763760015491678,0.0013848452560223379,-0.8440981677038667,0.16500000000000004,-0.4446339878464986,0.3
0.7309670000104234,25,0.06041403114795685,-0.002967533189803362,-0.08177043497562408,0.11474381865465529,0.060402828921051054,-0.003158427452153304,-0.058716308499321634,0.9445112623113272,0.00019122266938252235,-0.02305412647630245,-0.8297674436566719,0.18000000000000005,0.5236,0.3
0.7975950000109151,27,0.07187139242887497,-0.003953022416681051,-0.0782899260520935,0.1291241712695136,0.07187827087192901,-0.0038373076871770816,-0.05940829841400346,0.9445112623113272,0.00011591898724119588,-0.01888162763808987,-0.8153870910418136,0.19500000000000006,0.5236,0.3
0.8643089999968652,28,0.08435291796922684,-0.004624338820576668,-0.045564860105514526,0.1436274032159756,0.08435539775621204,-0.004583027316954467,-0.059943125819011296,0.9445112623113272,4.138586322669946e-05,0.014378265713496763,-0.8008838590953515,0.21000000000000008,-0.5236,0.3
0.9308533000003081,30,0.09784263372421265,-0.005137873813509941,-0.046873923391103745,0.1584115101396526,0.09782712520276193,-0.005394407938912155,-0.06034231471851726,0.9445112623113272,0.00025700247417771304,0.01346839132741362,-0.7860997521716746,0.2250000000000001,-0.5236,0.3
0.9975290000147652,32,0.1123008131980896,-0.006229452323168516,-0.08483505249023438,0.1732469063233543,0.11229829911834685,-0.006270841766440331,-0.060622713558932076,0.9445112623113272,4.146572815354526e-05,-0.02421233893130248,-0.7712643559879729,0.2400000000000001,0.5235999999999998,0.3
1.0643703000096139,34,0.12773583829402924,-0.007679228205233812,-0.08351636677980423,0.1880555454321207,0.1277643208225115,-0.007211058059942652,-0.06079491088213416,0.9445112623113272,0.0004690357548958169,-0.02272145589767005,-0.7564557168792065,0.2550000000000001,0.5236,0.3
1.1313322000205517,36,0.14421792328357697,-0.008522185496985912,-0.0403071790933609,0.20272851788983615,0.14423667403190477,-0.008214496586739103,-0.06086805268260496,0.9445112623113272,0.0003082597217472976,0.02056087358924419,-0.7417827444214911,0.27000000000000013,-0.5132988282388132,0.3
1.1976818999974057,38,0.1617089807987213,-0.009045909158885479,-0.041152697056531906,0.2178241114631227,0.16169481176984207,-0.009278448375871199,-0.06085412320953521,0.9445112623113272,0.000232970489151979,0.01970142615300352,-0.7266871508482045,0.28500000000000014,-0.4674199457451153,0.3
1.264185100008035,39,0.1801549643278122,-0.010444062761962414,-0.08645378798246384,0.23276890224365743,0.18015748606057833,-0.010402599797971354,-0.06075884143661293,0.9445112623113272,4.153957774301138e-05,-0.025694946545850694,-0.7117423600676698,0.30000000000000016,0.5236,0.3
1.36473540001316,42,0.20896302163600922,-0.013758770190179348,-0.10467904806137085,0.2469512856812146,0.20906008854754096,-0.012157213103741056,-0.06047942863195305,0.9445112623113272,0.0016044958979177925,-0.04419961942941786,-0.6975599766301126,0.31500000000000017,0.5236,0.3
1.430905300017912,44,0.22941863536834717,-0.015078329481184483,-0.05100984498858452,0.2622918669440284,0.22952025078835445,-0.013393249176220957,-0.06020285158615331,0.9445112623113272,0.0016881413826333451,0.009193006597568942,-0.6822193953672988,0.3300000000000002,0.025203506017970057,0.3
1.497569700004533,45,0.2509131133556366,-0.01556873507797718,-0.022134510800242424,0.2769509332618006,0.2509662197088835,-0.014682267113627932,-0.05985885382283738,0.9445112623113272,0.0008880572822586866,0.037724343022595086,-0.6675603290495267,0.3450000000000002,-0.5106161128759802,0.3
1.564364799996838,47,0.27339640259742737,-0.016372961923480034,-0.05010879039764404,0.29215000856281015,0.2734171766261852,-0.01602337566890309,-0.059447605330723435,0.9445112623113272,0.0003502029549560768,0.009338814933079309,-0.6523612537485171,0.3600000000000002,-0.04496787933920435,0.3
1.63099860001239,49,0.29681968688964844,-0.018270807340741158,-0.08216755837202072,0.3066857079975193,0.2968703821427428,-0.01741375251095904,-0.05896751596628946,0.9445112623113272,0.0008585528463287256,-0.02320004240573148,-0.6378255543138078,0.3750000000000002,0.45744075927829314,0.3
1.6981405999977142,51,0.3212568461894989,-0.019991053268313408,-0.056275464594364166,0.32209704491910973,0.32132361717860713,-0.01885041020047143,-0.058417669704370116,0.9445112623113272,0.0011425957173044421,0.002142205110005957,-0.6224142173922175,0.39000000000000024,0.10752252628305185,0.3
1.7645722000161186,52,0.34674933552742004,-0.020606109872460365,-0.020696373656392097,0.3376413869170188,0.34676527974226623,-0.020330449176577375,-0.05779930944586144,0.9445112623113272,0.00027612141757161107,0.03710293578946944,-0.6068698753943085,0.40500000000000025,-0.36346554800436837,0.3
1.8312321999983396,54,0.37323832511901855,-0.021300436928868294,-0.03824144974350929,0.3528216773676083,0.37320687786373996,-0.0218515990269812,-0.05711035868538888,0.9445112623113272,0.000552058500759457,0.018868908941879425,-0.5916895849437189,0.42000000000000026,-0.16098248251474773,0.3
1.897758100007195,56,0.40067344903945923,-0.023183023557066917,-0.07404424995183945,0.36779290754905986,0.4006606223185874,-0.023411313729085476,-0.05634808238206898,0.9445112623113272,0.00022865022940855902,-0.017696167569770438,-0.5767183547622674,0.4350000000000003,0.25416427025513955,0.3
1.964224600000307,58,0.4290901720523834,-0.02534508891403675,-0.06688615679740906,0.38266912939121794,0.4291091966554029,-0.025003644933318064,-0.05550725172513004,0.9445112623113272,0.00034197357717968916,-0.01137890507227901,-0.5618421329201093,0.4500000000000003,0.19618610964769695,0.3
2.0309042000153568,60,0.4585646688938141,-0.026553558185696602,-0.033745210617780685,0.39747149386641717,0.4585606917476432,-0.026626246109939435,-0.05458657961622746,0.9445112623113272,7.279664842832099e-05,0.020841368998446796,-0.54703976844491,0.4650000000000003,-0.12210411765691344,0.3
2.097869300021557,61,0.4890558123588562,-0.027280613780021667,-0.02849428541958332,0.41200761442438155,0.4890025305868138,-0.028274273942196452,-0.05358228129365656,0.9445112623113272,0.0009950876670551173,0.025087995874073066,-0.5325036478869456,0.4800000000000003,-0.17130536369396393,0.3
2.164265700004762,63,0.5205233693122864,-0.028695037588477135,-0.05166184902191162,0.4274880058863046,0.520457864040775,-0.02994431614030418,-0.05248845371758126,0.9445112623113272,0.0012509947404569137,0.0008266046956695305,-0.5170232564250226,0.49500000000000033,0.030106998358722693,0.3
2.2310818000114523,65,0.5529567003250122,-0.030777037143707275,-0.06288251280784607,0.4428099229154142,0.55291304527749,-0.03163050109346759,-0.05129955317884297,0.9445112623113272,0.0008545797076426816,-0.011582959629003131,-0.501701339395913,0.5100000000000003,0.13267294944948752,0.3
2.330931500007864,68,0.6028805375099182,-0.03352062776684761,-0.0466376356780529,0.45703600773103614,0.602849818051705,-0.034147113406526985,-0.049348019983408334,0.9445112623113272,0.0006272383453181002,0.0027103843053555288,-0.48747525458029106,0.5250000000000004,0.03537203623504768,0.3
2.3976918999978807,70,0.6373608708381653,-0.03468617424368858,-0.03226536512374878,0.47232406101553426,0.6373059454008229,-0.0358238995703059,-0.04791017601617123,0.9445112623113272,0.001139050359946273,0.015644810892422534,-0.47218720129579295,0.5400000000000004,-0.058937315936037134,0.3
2.4642715000081807,72,0.6728428602218628,-0.03581700846552849,-0.03447466716170311,0.48731025755297197,0.6727644832100308,-0.03749611907754418,-0.046350132633036216,0.9445112623113272,0.001680938845814275,0.011875465471332891,-0.45720100475835523,0.5550000000000004,-0.03928886137322285,0.3
