t,segment,X,Y,psi,vx,delta,ax,Xd,Yd,Xdd,Ydd,kappa
5.100000000000000089e-01,0.000000000000000000e+00,-8.477710507110612637e-02,2.141116630150419268e-05,3.141487450356063249e+00,3.883495389207118897e-01,3.641711773651307139e-04,9.303667284457546316e-01,-3.883495367716398583e-01,4.085562723670366491e-05,-9.304543569572248929e-01,-1.156121683199362669e-04,1.415631461473290231e-03
5.200000000000000178e-01,0.000000000000000000e+00,-8.870704502970601368e-02,2.181388406754467815e-05,3.141492856846599846e+00,3.976304269319603790e-01,3.439715106075544922e-04,9.255506321622632981e-01,-3.976304249518821665e-01,3.968222153658015438e-05,-9.256365318790389374e-01,-1.190348789782726666e-04,1.337109909323143863e-03
5.300000000000000266e-01,0.000000000000000000e+00,-9.272954434733250706e-02,2.220470003788106611e-05,3.141498086528808464e+00,4.068605515639571735e-01,3.252386317953710033e-04,9.202192365102028759e-01,-4.068605497446946551e-01,3.847560653462772586e-05,-9.203034074430462841e-01,-1.222545263897570041e-04,1.264290158457935303e-03
5.400000000000000355e-01,0.000000000000000000e+00,-9.684406979794056569e-02,2.258329222288698855e-05,3.141503147142404639e+00,4.160348116621644943e-01,3.078419455635491675e-04,9.143829093192934465e-01,-4.160348099956530099e-01,3.723779793219380538e-05,-9.144653514800564764e-01,-1.252740967786075959e-04,1.196664549224234078e-03
5.500000000000000444e-01,0.000000000000000000e+00,-1.010500376623325591e-01,2.294935864063837985e-05,3.141508045961709072e+00,4.251482097503430646e-01,2.916644173522062525e-04,9.080520184193439093e-01,-4.251482082286417996e-01,3.597078156838363016e-05,-9.081327318208805011e-01,-1.280965763690430025e-04,1.133778136531217321e-03
5.600000000000000533e-01,0.000000000000000000e+00,-1.053468147649410241e-01,2.330261701829098122e-05,3.141512789829477015e+00,4.341958520305513325e-01,2.766009693253768022e-04,9.012369316402235597e-01,-4.341958506458529210e-01,3.467651342006025531e-05,-9.013159162963279014e-01,-1.307249513852814051e-04,1.075222454341878383e-03
5.700000000000000622e-01,0.000000000000000000e+00,-1.097337195106121849e-01,2.364280449345796374e-05,3.141517385187795774e+00,4.431729483831475247e-01,2.625570881709400725e-04,8.939480168119828818e-01,-4.431729471277864874e-01,3.335691960184458774e-05,-8.940252727372088870e-01,-1.331622080515413372e-04,1.020630103806304066e-03
5.799999999999999600e-01,0.000000000000000000e+00,-1.142100229213886681e-01,2.396967731558750735e-05,3.141521838106344333e+00,4.520748123667908680e-01,2.494476139575704104e-04,8.861956417647220974e-01,-4.520748112332511059e-01,3.201389636611528454e-05,-8.862711689743345556e-01,-1.354113325920413050e-04,9.696700452146005686e-04
5.899999999999999689e-01,0.000000000000000000e+00,-1.187749496732928844e-01,2.428301054734037647e-05,3.141526154308273977e+00,4.608968612184419777e-01,2.371956841084450990e-04,8.779901743285982718e-01,-4.608968601993634340e-01,3.064931010300890200e-05,-8.780639728385143394e-01,-1.374753112309995710e-04,9.220434929321542905e-04
5.999999999999999778e-01,0.000000000000000000e+00,-1.234276791331097162e-01,2.458259776596744139e-05,3.141530339193938648e+00,4.696346158533628579e-01,2.257318106000044211e-04,8.693419823338821573e-01,-4.696346149415475679e-01,2.926499734041970933e-05,-8.694140521605584482e-01,-1.393571301926345874e-04,8.774803282178739216e-04
