time,reference_index,obstacle_id,edge_id,x1,y1,x2,y2,g1,g2,f,active
5.00003807246685e-07,0,0,0,0.7,0.65,1.7,0.65,0.0,-1.0,-0.65,1
5.00003807246685e-07,0,0,1,1.7,0.65,1.7,0.9500000000000001,1.0,-0.0,1.7,1
5.00003807246685e-07,0,0,2,1.7,0.9500000000000001,0.7,0.9500000000000001,0.0,1.0,0.9500000000000001,1
5.00003807246685e-07,0,0,3,0.7,0.9500000000000001,0.7,0.65,-1.0,-0.0,-0.7,1
5.00003807246685e-07,0,1,0,1.8920899298306875,0.7137776190062937,2.9828488294405493,0.21353265609124072,-0.4168708024292109,-0.9089657496748851,-1.4375564558779583,1
5.00003807246685e-07,0,1,1,2.9828488294405493,0.21353265609124072,3.1079100701693125,0.4862223809937063,0.9089657496748851,-0.4168708024292107,2.6222918927296863,1
5.00003807246685e-07,0,1,2,3.1079100701693125,0.4862223809937063,2.0171511705594507,0.9864673439087592,0.4168708024292109,0.9089657496748851,1.7375564558779582,1
5.00003807246685e-07,0,1,3,2.0171511705594507,0.9864673439087592,1.8920899298306875,0.7137776190062937,-0.9089657496748851,0.4168708024292107,-1.4222918927296864,1
5.00003807246685e-07,0,2,0,2.3123714956319583,-0.69897244236964,2.59897244236964,-0.7876285043680418,-0.2955202066613396,-0.9553364891256059,-0.015598623177985549,1
5.00003807246685e-07,0,2,1,2.59897244236964,-0.7876285043680418,2.6876285043680417,-0.50102755763036,0.9553364891256061,-0.29552020666133944,2.7156533468108184,1
5.00003807246685e-07,0,2,2,2.6876285043680417,-0.50102755763036,2.40102755763036,-0.4123714956319582,0.2955202066613396,0.9553364891256059,0.31559862317798554,1
5.00003807246685e-07,0,2,3,2.40102755763036,-0.4123714956319582,2.3123714956319583,-0.69897244236964,-0.9553364891256061,0.29552020666133944,-2.415653346810819,1
