t,X,Y,psi,vx
0.06395510002039373,1.907348590179936e-08,-4.246830886955877e-09,3.1399998664855957,0.0
0.13389310002094135,-0.000699979136697948,-1.648809302423615e-07,3.141822163258688,0.0026248109325498455
0.2044439000019338,-0.002799950074404478,-9.585439329384826e-06,3.1472960154162806,0.009843214325387508
0.27399180000065826,-0.006299727596342564,-4.827356315217912e-05,3.1537800470935267,0.020513823975732447
0.34402160000172444,-0.011199122294783592,-0.00012520501331891865,3.1578038374530237,0.033755556759588294
0.4141136000107508,-0.01750355213880539,-0.00023765307560097426,3.1597729364978235,0.04892788477235835
0.48410460000741296,-0.02520212158560753,-0.0003857117553707212,3.161048952733175,0.06557919069839699
0.5540330000221729,-0.03430027887225151,-0.0005693325074389577,3.161964718495504,0.08329396132309766
0.6239575000072364,-0.044799916446208954,-0.000789593264926225,3.162729803715841,0.10185281345986492
0.6942566000216175,-0.056697141379117966,-0.001047273282893002,3.1633997599231165,0.12099524057266377
0.7641730000032112,-0.07699205726385117,-0.0015022765146568418,3.164276425038473,0.14152973099783067
0.8339247000112664,-0.09168816357851028,-0.001841392950154841,3.1647642294513147,0.16126382386440283
0.9040135000250302,-0.10778449475765228,-0.0022189398296177387,3.165107313786642,0.18134796899096486
0.9739889000193216,-0.12527959048748016,-0.002633269177749753,3.165299955998556,0.2016261062957952
1.043986100004986,-0.144174262881279,-0.0030820034444332123,3.165316168461935,0.22201564280281805
1.114001100009773,-0.16446861624717712,-0.003561345161870122,3.1651480833636683,0.24264302526804302
1.1843739000032656,-0.1861627697944641,-0.004067159257829189,3.1647914091693323,0.26328972476435897
1.254318899998907,-0.2092568278312683,-0.004594213329255581,3.164271418248312,0.2840966756843565
1.324122600024566,-0.2337508201599121,-0.005137961357831955,3.1636043230639856,0.30505821920423926
1.394186300021829,-0.25964489579200745,-0.005692940670996904,3.1628294626819056,0.32593428873586006
1.4641809000167996,-0.30093640089035034,-0.006533734034746885,3.161487404500143,0.3477099534356212
1.5339669000240974,-0.3296310603618622,-0.007086383644491434,3.1606932322131556,0.36827157963355817
