t,delta_ref,ax_ref
0.06395510002039373,0.5236,0.25543793280589405
0.13389310002094135,0.5236,0.3
0.2044439000019338,0.26304378234454007,0.3
0.27399180000065826,0.07795745496543158,0.3
0.34402160000172444,0.03733900503653131,0.3
0.4141136000107508,0.01599573298700115,0.3
0.48410460000741296,0.008918981802148217,0.3
0.5540330000221729,0.0040971237945027,0.3
0.6239575000072364,0.002128763449246577,0.3
0.6942566000216175,0.0005652902045470308,0.3
0.7641730000032112,-0.00016929636327480852,0.3
0.8339247000112664,-0.0008315226260839103,0.3
0.9040135000250302,-0.0011876812317339514,0.3
0.9739889000193216,-0.0015572797105605693,0.3
1.043986100004986,-0.0017892057154356151,0.3
1.114001100009773,-0.0020699478914792896,0.3
1.1843739000032656,-0.002274085045133021,0.3
1.254318899998907,-0.002554242947670801,0.3
1.324122600024566,-0.0027796924473095963,0.3
1.394186300021829,-0.003113394781275721,0.3
1.4641809000167996,-0.0033972310459740884,0.3
1.5339669000240974,-0.003834412264730787,0.28560177264541053
1.6039354000240564,-0.004217305800346484,0.18955354380773315
1.673980699997628,-0.004820326573512589,0.062126403918561834
1.7442587000259664,-0.00535784084003458,-0.03179923937365814
1.814334599999711,-0.006216908011516287,-0.15312831669509208
1.8841252000129316,-0.006992257633492524,-0.24002825350962098
1.9542076000070665,-0.008244997838502962,-0.3
2.0239507000078447,-0.009386009837730889,-0.3
2.094039800023893,-0.011242859943303176,-0.3
2.1640646000159904,-0.012941873994349859,-0.3
2.2340946000185795,-0.01570892560481685,-0.3
2.304299900017213,-0.018230066540001776,-0.3
2.374338399997214,-0.022285147523305678,-0.3
2.4438831000006758,-0.025895952768787412,-0.3
2.5142429000115953,-0.03146784600481502,-0.3
2.5843569000135176,-0.03611175448980564,-0.3
2.6538635000179056,-0.04250508590252558,-0.3
2.724270400009118,-0.046891102006377236,-0.3
2.794339600019157,-0.050858834452259895,-0.3
2.8642428000166547,-0.05119471007381351,-0.3
2.934153000009246,-0.04623942026775947,-0.20724063323345732
3.0042878000240307,-0.03766504183671802,-0.06300853575441678
3.0738616000162438,-0.022457204888379524,0.07881399444402959
3.14397380000446,-0.015450078680825376,0.014975025179374768
3.214136000024155,-0.00798676956858184,-0.05933463346225665
3.2838594000204466,-0.00339691268381253,-0.10727857912356242
3.3542190000007395,0.0017463203639601023,-0.16131660206965392
3.4243740000238176,0.005019169862474941,-0.19478255422494684
3.494005400018068,0.008712700374173397,-0.23051849512366296
3.564152400009334,0.010995611835443935,-0.2510255060641864
3.6342618000053335,0.013337024348197179,-0.2705229821570416
3.703887300012866,0.014481640121356429,-0.27963889903235284
3.774379400012549,0.014999156151891756,-0.285005263356533
3.843985800020164,0.014453533905528549,-0.2843171511513489
3.9141230000241194,0.012162062302609382,-0.27766813689554937
3.9841952999995556,0.009023607921650469,-0.26875582928569663
4.05395000000135,0.0025711463040533926,-0.25217780602200257
4.124259300006088,-0.004202420160065962,-0.23658322421364986
4.194087600015337,-0.0160562094014363,-0.21209051878190976
4.264242700010072,-0.02710980234718993,-0.19128703035839578
