t,solve_time,solver_success,solver_status
0.05356000000028871,0.010930799995549023,1,LOCALLY_OPTIMAL
0.12391150000621565,0.007669799990253523,1,LOCALLY_OPTIMAL
0.19361529999878258,0.006248899997444823,1,LOCALLY_OPTIMAL
0.26389810000546277,0.00769689999287948,1,LOCALLY_OPTIMAL
0.3336231999855954,0.006909399991855025,1,LOCALLY_OPTIMAL
0.4038847000047099,0.012495000002672896,1,LOCALLY_OPTIMAL
0.47385740000754595,0.0074724000005517155,1,LOCALLY_OPTIMAL
0.543890700006159,0.007065999991027638,1,LOCALLY_OPTIMAL
0.613508999987971,0.007218999991891906,1,LOCALLY_OPTIMAL
0.6836772999959067,0.007196999998996034,1,LOCALLY_OPTIMAL
0.7536859000101686,0.0066436000051908195,1,LOCALLY_OPTIMAL
0.8237719000026118,0.007260800019139424,1,LOCALLY_OPTIMAL
0.8940779000113253,0.006762200006050989,1,LOCALLY_OPTIMAL
0.9638575999997556,0.007827499997802079,1,LOCALLY_OPTIMAL
1.033870699990075,0.007026299979770556,1,LOCALLY_OPTIMAL
1.1037293999979738,0.006599199987249449,1,LOCALLY_OPTIMAL
1.1737156999879517,0.006410399975720793,1,LOCALLY_OPTIMAL
1.2439212999888696,0.007124400028260425,1,LOCALLY_OPTIMAL
1.313713799987454,0.006754200003342703,1,LOCALLY_OPTIMAL
1.3837960000091698,0.006461700017098337,1,LOCALLY_OPTIMAL
1.4538135000038892,0.0067832000204361975,1,LOCALLY_OPTIMAL
1.5236381999857258,0.006978900026297197,1,LOCALLY_OPTIMAL
1.5936030999873765,0.00681839999742806,1,LOCALLY_OPTIMAL
1.6636706999852322,0.007779599982313812,1,LOCALLY_OPTIMAL
1.7337544999900274,0.007714000006671995,1,LOCALLY_OPTIMAL
1.8040810000093188,0.007242499996209517,1,LOCALLY_OPTIMAL
1.8738710999896284,0.008065000001806766,1,LOCALLY_OPTIMAL
1.943798499996774,0.007393399981083348,1,LOCALLY_OPTIMAL
2.0139331000100356,0.007551599992439151,1,LOCALLY_OPTIMAL
2.083891299989773,0.009836900018854067,1,LOCALLY_OPTIMAL
2.1537884999997914,0.007081499992636964,1,LOCALLY_OPTIMAL
2.2237681999977212,0.006991300004301593,1,LOCALLY_OPTIMAL
2.293799700011732,0.0077705000003334135,1,LOCALLY_OPTIMAL
2.3637884999916423,0.006598400010261685,1,LOCALLY_OPTIMAL
2.43360349998693,0.0077504000219050795,1,LOCALLY_OPTIMAL
2.504024499998195,0.015649400011170655,1,LOCALLY_OPTIMAL
2.5740255000127945,0.0085638000164181,1,LOCALLY_OPTIMAL
2.6435333999979775,0.0072057999786920846,1,LOCALLY_OPTIMAL
2.7138159000023734,0.006635800004005432,1,LOCALLY_OPTIMAL
2.7835901000071317,0.006834500003606081,1,LOCALLY_OPTIMAL
2.8536311000061687,0.007131299993488938,1,LOCALLY_OPTIMAL
2.923924900009297,0.007830100017599761,1,LOCALLY_OPTIMAL
2.9936843999894336,0.006231300008948892,1,LOCALLY_OPTIMAL
3.063532700005453,0.009151100006420165,1,LOCALLY_OPTIMAL
3.13365169998724,0.011866899993037805,1,LOCALLY_OPTIMAL
3.2038073999865446,0.008136099990224466,1,LOCALLY_OPTIMAL
3.2735362999956124,0.009833799995249137,1,LOCALLY_OPTIMAL
3.343580699991435,0.009193900012178347,1,LOCALLY_OPTIMAL
3.4136859999853186,0.00662269999156706,1,LOCALLY_OPTIMAL
3.483883100008825,0.007055499998386949,1,LOCALLY_OPTIMAL
3.553667600004701,0.006653200020082295,1,LOCALLY_OPTIMAL
3.623863299988443,0.006779100018320605,1,LOCALLY_OPTIMAL
3.6942127000074834,0.006702400016365573,1,LOCALLY_OPTIMAL
3.7635091000120156,0.006386199995176867,1,LOCALLY_OPTIMAL
3.833689499995671,0.006150999979581684,1,LOCALLY_OPTIMAL
3.9034784999967087,0.005983100010780618,1,LOCALLY_OPTIMAL
3.973931199987419,0.00610570001299493,1,LOCALLY_OPTIMAL
4.043668900005287,0.006084400025429204,1,LOCALLY_OPTIMAL
4.113761399989016,0.005512000003363937,1,LOCALLY_OPTIMAL
4.183515399985481,0.006030599994119257,1,LOCALLY_OPTIMAL
4.253482400003122,0.006205099984072149,1,LOCALLY_OPTIMAL
4.323837900010403,0.006243700016057119,1,LOCALLY_OPTIMAL
4.393765999993775,0.006236999994143844,1,LOCALLY_OPTIMAL
4.463741099985782,0.006555199972353876,1,LOCALLY_OPTIMAL
4.533849700004794,0.011275700002443045,1,LOCALLY_OPTIMAL
4.603770799993072,0.006180099997436628,1,LOCALLY_OPTIMAL
4.673955600010231,0.007063700002618134,1,LOCALLY_OPTIMAL
4.744126000005053,0.0061898000130895525,1,LOCALLY_OPTIMAL
4.813931799988495,0.005711299978429452,1,LOCALLY_OPTIMAL
4.883685800014064,0.00572190000093542,1,LOCALLY_OPTIMAL
4.954304699989734,0.006892699981108308,1,LOCALLY_OPTIMAL
5.023828500008676,0.005887800012715161,1,LOCALLY_OPTIMAL
