t,X,Y,psi,vx
0.05356000000028871,9.53674295089968e-09,-1.5161930377871613e-08,3.1399998664855957,0.0
0.12391150000621565,-0.0006999398465268314,-1.7636897098327609e-07,3.141823116933004,0.002625486318867906
0.19361529999878258,-0.002799782669171691,-9.59603949013399e-06,3.147294823323385,0.009845154247093707
0.26389810000546277,-0.0062993671745061874,-4.82674477098044e-05,3.153775755559103,0.020500656593111007
0.3336231999855954,-0.011198525317013264,-0.000125173493870534,3.1577995459186,0.033755487344500165
0.4038847000047099,-0.01749742031097412,-0.00023750070249661803,3.1597703138934534,0.0488343612146465
0.47385740000754595,-0.025195704773068428,-0.0003855596296489239,3.161051336918966,0.06550594259432724
0.543890700006159,-0.034293532371520996,-0.0005692482809536159,3.1619754473315638,0.08340853005274657
0.613508999987971,-0.04479086771607399,-0.0007896707975305617,3.1627536455737513,0.10190721903914188
0.6836772999959067,-0.05668766796588898,-0.0010477799223735929,3.16344124475588,0.12095824510180578
0.7536859000101686,-0.07698192447423935,-0.0015040356665849686,3.164349619542257,0.14148882228931847
0.8237719000026118,-0.09167756140232086,-0.0018444657325744629,3.1648595968829554,0.1612793981701705
0.8940779000113253,-0.10777262598276138,-0.0022237789817154408,3.1652239004718226,0.18142346515850172
0.9638575999997556,-0.1252671629190445,-0.002640429651364684,3.1654380003558558,0.20161831449849082
1.033870699990075,-0.14416128396987915,-0.0030920400749891996,3.165473286305563,0.2221537165415139
1.1037293999979738,-0.16445499658584595,-0.0035748176742345095,3.165321413670675,0.24231093906941126
1.1737156999879517,-0.18614935874938965,-0.00408460246399045,3.1649766604052942,0.2634982717784428
1.2439212999888696,-0.20924265682697296,-0.004616052843630314,3.164463822041647,0.28434388648509373
1.313713799987454,-0.23373591899871826,-0.005164633505046368,3.1638036409961146,0.3051535171299016
1.3837960000091698,-0.2596292495727539,-0.0057248747907578945,3.163034264241354,0.3260004787826984
1.4538135000038892,-0.3009195625782013,-0.006574276369065046,3.1616984049426478,0.34757881825483555
1.5236381999857258,-0.3296135365962982,-0.0071327220648527145,3.1608856360064905,0.3685420756276991
1.5936030999873765,-0.3597075641155243,-0.007696421351283789,3.160109821950094,0.3888508218843028
1.6636706999852322,-0.3912018835544586,-0.008258076384663582,3.1591830889331263,0.40994526739956366
1.7337544999900274,-0.42410218715667725,-0.008809610269963741,3.158034149800436,0.43107560726174443
1.8040810000093188,-0.4583973288536072,-0.009339827112853527,3.156738344823019,0.45182064085704626
1.8738710999896284,-0.49410104751586914,-0.009843988344073296,3.155341688786642,0.4727950187682065
1.943798499996774,-0.5311972498893738,-0.010312783531844616,3.1538856665240687,0.49350614591379616
2.0139331000100356,-0.5696941018104553,-0.01074234303086996,3.1523316542254847,0.5142325939412353
2.083891299989773,-0.6095914840698242,-0.011120459996163845,3.150675598775045,0.5359293602131872
2.1537884999997914,-0.6718886494636536,-0.011573929339647293,3.14789325395693,0.5576435394653839
2.2237681999977212,-0.7145872116088867,-0.011791652999818325,3.14648682275881,0.5781407835432691
2.293799700011732,-0.7586860656738281,-0.01196860522031784,3.145155970250265,0.5990353400157589
2.3637884999916423,-0.8041850328445435,-0.012058505788445473,3.1429160276996058,0.6200887259180122
2.43360349998693,-0.8510839939117432,-0.012004789896309376,3.139338493347168,0.6406018565941861
2.504024499998195,-0.8993822932243347,-0.011751282028853893,3.1356208324432373,0.6600238297333266
2.5740255000127945,-0.9490814208984375,-0.011353446170687675,3.133037567138672,0.6829879322696597
2.6435333999979775,-1.0001862049102783,-0.01083352416753769,3.1309304237365723,0.7041034896504178
2.7138159000023734,-1.0526810884475708,-0.010173521004617214,3.1281259059906006,0.7250684833950619
2.7835901000071317,-1.1065731048583984,-0.009301617741584778,3.1245412826538086,0.7458832873363922
