t,ref_index,X_ref,Y_ref,psi_ref,vx_ref
0.05356000000028871,0,0.0,0.0,3.14,0.0
0.12391150000621565,4,-0.0009786558893093709,-8.955349775508682e-06,3.1540665847217104,0.02761497205323597
0.19361529999878258,7,-0.00355745656284169,-4.8819962886875296e-05,3.158986971256253,0.059873807521438206
0.26389810000546277,11,-0.010495237334427518,-0.0001852576726671132,3.1627609251351894,0.11587737544924383
0.3336231999855954,14,-0.018919903191749833,-0.0003719126705887108,3.164514418837279,0.16606431908425734
0.4038847000047099,18,-0.03516746150500241,-0.0007586283156830313,3.1660495784395204,0.24172426940635788
0.47385740000754595,21,-0.051504097607945595,-0.0011650626686444548,3.1668092252611197,0.30363021986670075
0.543890700006159,25,-0.07925383317695552,-0.0018753077108842385,3.1674694505574257,0.39112328710270894
0.613508999987971,28,-0.1047477332679599,-0.0025393708572178366,3.1677677166280094,0.459222837959273
0.6836772999959067,32,-0.1451614685670757,-0.0036022354535197743,3.167964239287216,0.5516380864177478
0.7536859000101686,35,-0.1803328718483592,-0.00453067440608311,3.16798726798327,0.6210903068214125
0.8237719000026118,39,-0.2336695278177453,-0.005936470217012492,3.1678771908141172,0.7124295771618858
0.8940779000113253,42,-0.27840937573047175,-0.007108966669610804,3.1676997976845254,0.7790781833695096
0.9638575999997556,46,-0.3441526474816665,-0.008814609667944813,3.167346183534743,0.8642562405858675
1.033870699990075,49,-0.39781834048511433,-0.010187817101753495,3.166996267987994,0.9246296823822995
1.1037293999979738,53,-0.4748043730065867,-0.01212221038104446,3.166417589385636,0.9994743227687798
1.1737156999879517,56,-0.5363155273573174,-0.013633791171031516,3.165897882380248,1.050785866531682
1.2439212999888696,60,-0.6228605912200256,-0.015703207754170237,3.165085486115116,1.1120380411270303
1.313713799987454,63,-0.6907947957510506,-0.017275870275518728,3.164381210883589,1.1521858769156241
1.3837960000091698,67,-0.7848229628140008,-0.01936933592329775,3.1633049015075567,1.1974998608033285
1.4538135000038892,70,-0.8575115357139518,-0.020914871657828286,3.1623854955548776,1.2250672545555767
1.5236381999857258,74,-0.9566823548297535,-0.022909547677505165,3.160993389126473,1.253010892487672
1.5936030999873765,77,-1.0323061004220495,-0.02433286832009836,3.1598108811026697,1.267266409592012
1.6636706999852322,81,-1.1341422731424755,-0.026099434373958983,3.1580254624699577,1.2773214794131291
1.7337544999900274,84,-1.2108272386644914,-0.0273026089389779,3.1565102482223653,1.2782193166761808
1.8040810000093188,88,-1.312842294946035,-0.028710645852899733,3.1542210719756336,1.2707820689273304
1.8738710999896284,91,-1.3887555273282703,-0.029596937780612405,3.152275191210111,1.2589625456680666
1.943798499996774,95,-1.4885815012377017,-0.030520310352627797,3.149328305779694,1.2353444947265027
2.0139331000100356,98,-1.5620268038829486,-0.030998214615629602,3.146816442038099,1.212134761874303
2.083891299989773,102,-1.657541909302874,-0.03132045442448908,3.1430014927885894,1.1745637986249833
2.1537884999997914,105,-1.7270555988653857,-0.031307734634125284,3.1397413829292407,1.1419787959844283
2.2237681999977212,109,-1.816511905199806,-0.030927422847860837,3.134781062962891,1.0936005882315323
2.293799700011732,112,-1.8809585683644647,-0.030355148360649023,3.1305398581282917,1.0543441152668411
2.3637884999916423,116,-1.9631096762443303,-0.029191298545137353,3.1240972843974597,0.9992233345517573
2.43360349998693,119,-2.0217779265058162,-0.028007881569189885,3.118613525681005,0.9566885252082967
2.504024499998195,123,-2.0960066434945883,-0.02600532249671575,3.1103601664046883,0.899808121729597
2.5740255000127945,126,-2.1487048779365474,-0.024180555198162246,3.103440437927572,0.8580750258615042
2.6435333999979775,130,-2.2151508942357534,-0.021315313655981688,3.093278958242506,0.8053285879225978
2.7138159000023734,133,-2.262303050309966,-0.018844405265391485,3.0850615357853406,0.7691533401099263
2.7835901000071317,137,-2.3219906144647577,-0.015129088864295159,3.0736361236058625,0.7273208762225751
2.8536311000061687,140,-2.3647319267703066,-0.012036702783099767,3.065088468725476,0.7021087277833514
2.923924900009297,144,-2.4196975213750185,-0.007525882765976246,3.0545074815094284,0.6788102822795813
2.9936843999894336,147,-2.4599702784374573,-0.0038701736728918323,3.047851649750485,0.6705788343646031
3.063532700005453,151,-2.513384818855027,0.0013339240792879232,3.0416509211377813,0.6734185913299094
3.13365169998724,154,-2.55368363280763,0.00543902081039024,3.038685568249739,0.6761889296539402
3.2038073999865446,158,-2.6074502291238173,0.011064768519100994,3.0362538933385874,0.6743236673524733
3.2735362999956124,161,-2.6475472415767265,0.015324564992507858,3.035370717616676,0.6692854332593176
3.343580699991435,165,-2.7003853866591885,0.020967209478446037,3.0352156898119396,0.6584588725347489
3.4136859999853186,168,-2.739360733558062,0.02512037767861752,3.0357361915113934,0.6477399385540619
3.483883100008825,172,-2.7902325651861037,0.030493452109182938,3.0371121505408305,0.6306538346224213
3.553667600004701,175,-2.827442275100461,0.03436935190150589,3.038549770937106,0.6161756133959967
3.623863299988443,179,-2.8756580698546172,0.0393009564951595,3.040854237709542,0.5952485774601837
3.6942127000074834,182,-2.9107044869319605,0.04281011044068569,3.0427649969213073,0.5787159626020703
3.7635091000120156,186,-2.9558832241328243,0.04723021221993381,3.045384747849964,0.556074174617227
3.833689499995671,189,-2.9885854310527553,0.05035478039011803,3.0472751768057487,0.5389709033732505
3.9034784999967087,193,-3.030615356699798,0.05428251293449645,3.0494873056930896,0.5164445052293428
3.973931199987419,196,-3.06097959762814,0.05706676772593477,3.0507571337328137,0.5000322900686537
4.043668900005287,200,-3.099978788338536,0.06059773092499291,3.051678387352017,0.4791567766707876
4.113761399989016,203,-3.128168891881449,0.06313853187416066,3.0516066492724763,0.4644784099301526
4.183515399985481,207,-3.1644458188289035,0.06643209168044588,3.0502167574339074,0.4465017150012853
4.253482400003122,210,-3.190753620987006,0.06886936027843592,3.048018011999254,0.4343886037332731
4.323837900010403,214,-3.2247677138405786,0.07213594846047758,3.0432953588196687,0.4202837460240203
4.393765999993775,217,-3.249583480963059,0.07464314296773829,3.038269643997312,0.4113667211041725
4.463741099985782,221,-3.28190569182599,0.07813155686303201,3.0294499094459724,0.4018463849299979
4.533849700004794,224,-3.305688543564735,0.08090614712410558,3.0212079912335095,0.39656522454526666
4.603770799993072,228,-3.3369619109132653,0.08489084939209741,3.0080925227265296,0.39208991135099475
4.673955600010231,231,-3.3602102431769705,0.08814479165035782,2.996761414051676,0.39069427739911916
4.744126000005053,235,-3.3911104557991694,0.09291321002542834,2.9799044580895733,0.39146482537436755
4.813931799988495,238,-3.4143323637074623,0.09686342173781964,2.966170587157259,0.39400183371641506
4.883685800014064,242,-3.445528324642052,0.10270324878226818,2.9467788106782553,0.3999352084216839
4.954304699989734,245,-3.4692120254796075,0.1075620834340426,2.9316945546652167,0.40622775833395575
5.023828500008676,249,-3.5013264159547877,0.11474857629107145,2.9112444556031796,0.4169278669293103
5.093790499988245,252,-3.525910672125449,0.12071429821052743,2.89588785735203,0.4265556288608579
5.163705999992089,256,-3.5594805154977234,0.12949757835722606,2.8756710973637003,0.4412953890261076
5.233616699988488,259,-3.5853250574786193,0.13674483753044647,2.8608482348670488,0.4535882117122084
5.303601499996148,263,-3.6207622831716146,0.14733719053077565,2.8416773029410334,0.47130990680659945
5.373765900003491,266,-3.6481182324672785,0.15600749741636585,2.8277908328025894,0.4853538894504464
5.443763099989155,270,-3.685670239910576,0.1685706726741418,2.8099361198930186,0.5046826073345629
5.5140566999907605,273,-3.7146505320070626,0.17876287301796798,2.7970056192729036,0.5193324526085306
5.583555199991679,277,-3.7543607545750177,0.19339538352984667,2.7802797756810333,0.5385934826553369
5.653667000005953,280,-3.7849105618940255,0.20515613317977374,2.7680252378009973,0.5524853051270742
5.723921900003916,284,-3.826579030844595,0.22188055528823486,2.751892853358696,0.5697203438841346
5.793843299994478,287,-3.8584461856975802,0.23519479500886473,2.73980055739485,0.5812833096446522
5.863843900006032,291,-3.9015900941111457,0.2539450681551959,2.7234274875384386,0.5942661589176189
5.93372349999845,294,-3.9342955116534437,0.26872649844260554,2.7107489367939164,0.6017354046633745
6.003735400008736,298,-3.9781097783716386,0.2893352249198871,2.6929362201601927,0.6079929146925048
6.073608700011391,301,-4.0109218020042805,0.3054183864722612,2.678654272742099,0.6100617559433501
6.144051100010984,305,-4.054703390990203,0.32779533117196474,2.6597034019579966,0.6211055923285604
6.21376230000169,308,-4.087974696371614,0.3454934415232441,2.6458449392570866,0.6358330471936329
6.284094400005415,312,-4.133342521919944,0.37056963463356996,2.627594985554769,0.6608815118795967
6.353968999988865,315,-4.16827604183237,0.39061348316694683,2.61380138800131,0.6818094035449062
6.423576700006379,319,-4.216111831877671,0.41911118183039225,2.5947884733913327,0.7101266172432938
