t,x,y,theta,v,phi,phi_dot
1.372000000000000064e+01,-1.046126761025047314e+00,-2.061343379460459424e+00,3.262225196553979467e-01,9.796187600130168427e-02,6.213333974996950726e-01,1.296149906363290027e-01
1.374000000000000021e+01,-1.044274148453261608e+00,-2.060710983315910294e+00,3.316852688880721489e-01,9.779644728823373712e-02,6.238999540789429421e-01,1.270332982749729778e-01
1.375999999999999979e+01,-1.042428114606840373e+00,-2.060069531254943964e+00,3.371681902919755336e-01,9.763476098995090002e-02,6.264144375725851921e-01,1.244078279382840879e-01
1.377999999999999936e+01,-1.040588645282124247e+00,-2.059419014544471960e+00,3.426708969884987854e-01,9.747683559722251923e-02,6.288759812459647769e-01,1.217394657332592084e-01
1.380000000000000071e+01,-1.038755726244990019e+00,-2.058759424480879119e+00,3.481929933339203975e-01,9.732268925053336184e-02,6.312837363006384983e-01,1.190291190123251852e-01
1.382000000000000028e+01,-1.036929343231026479e+00,-2.058090752390095979e+00,3.537340750078715734e-01,9.717233973030112160e-02,6.336368722895537875e-01,1.162777153993603402e-01
1.383999999999999986e+01,-1.035109481945697629e+00,-2.057412989627673827e+00,3.592937291104967845e-01,9.702580444717913422e-02,6.359345775127782652e-01,1.134862018226438229e-01
1.385999999999999943e+01,-1.033296128064513208e+00,-2.056726127578853092e+00,3.648715342683525598e-01,9.688310043245000613e-02,6.381760593940026816e-01,1.106555435574606006e-01
1.387999999999999901e+01,-1.031489267233196117e+00,-2.056030157658636615e+00,3.704670607490772594e-01,9.674424432852435363e-02,6.403605448380086385e-01,1.077867232809488207e-01
1.390000000000000036e+01,-1.029688885067847393e+00,-2.055325071311862484e+00,3.760798705848256152e-01,9.660925237955671208e-02,6.424872805693657707e-01,1.048807401416454038e-01
1.391999999999999993e+01,-1.027894967155124739e+00,-2.054610860013275975e+00,3.817095177044806942e-01,9.647814042218640085e-02,6.445555334527075519e-01,1.019386088460177003e-01
1.393999999999999950e+01,-1.026107499052399508e+00,-2.053887515267599273e+00,3.873555480746086466e-01,9.635092387641974732e-02,6.465645907949009175e-01,9.896135876412219534e-02
1.395999999999999908e+01,-1.024326466287933446e+00,-2.053155028609607857e+00,3.930174998491227090e-01,9.622761773666056728e-02,6.485137606295573454e-01,9.595003305635700641e-02
1.398000000000000043e+01,-1.022551854361037016e+00,-2.052413391604197557e+00,3.986949035276074471e-01,9.610823656290305717e-02,6.504023719842944029e-01,9.290568782309828466e-02
1.400000000000000000e+01,-1.020783648742252803e+00,-2.051662595846461379e+00,4.043872821222155856e-01,9.599279447209851934e-02,6.522297751312285952e-01,8.982939127884824460e-02
1.401999999999999957e+01,-1.019021834873509613e+00,-2.050902632961756566e+00,4.100941513330796373e-01,9.588130512970438613e-02,6.539953418212240965e-01,8.672222295231428457e-02
1.403999999999999915e+01,-1.017266398168297892e+00,-2.050133494605780538e+00,4.158150197321028307e-01,9.577378174143050260e-02,6.556984655023972985e-01,8.358527291368281209e-02
1.406000000000000050e+01,-1.015517324011837585e+00,-2.049355172464642827e+00,4.215493889550271378e-01,9.567023704519139748e-02,6.573385615234538237e-01,8.041964103014231924e-02
1.408000000000000007e+01,-1.013774597761243346e+00,-2.048567658254933921e+00,4.272967539016325755e-01,9.557068330327544992e-02,6.589150673224316579e-01,7.722643625053646210e-02
1.409999999999999964e+01,-1.012038204745698389e+00,-2.047770943723798975e+00,4.330566029439154585e-01,9.547513229474402507e-02,6.604274426014158372e-01,7.400677591982811332e-02
1.411999999999999922e+01,-1.010308130266616589e+00,-2.046965020649012867e+00,4.388284181420759045e-01,9.538359530806668485e-02,6.618751694878752811e-01,7.076178512388049680e-02
1.414000000000000057e+01,-1.008584359597817226e+00,-2.046149880839047253e+00,4.446116754681131988e-01,9.529608313400846076e-02,6.632577526831687775e-01,6.749259606486741891e-02
1.416000000000000014e+01,-1.006866877985685971e+00,-2.045325516133143395e+00,4.504058450368402244e-01,9.521260605877422678e-02,6.645747195988898071e-01,6.420034746744474052e-02
1.417999999999999972e+01,-1.005155670649350519e+00,-2.044491918401389441e+00,4.562103913440849756e-01,9.513317385742307841e-02,6.658256204816319634e-01,6.088618401563247740e-02
1.419999999999999929e+01,-1.003450722780844240e+00,-2.043649079544786140e+00,4.620247735118414023e-01,9.505779578756126669e-02,6.670100285267978046e-01,5.755125582018687236e-02
1.422000000000000064e+01,-1.001752019545277150e+00,-2.042796991495321457e+00,4.678484455401201725e-01,9.498648058332255506e-02,6.681275399820595373e-01,5.419671791606400779e-02
1.424000000000000021e+01,-1.000059546081001782e+00,-2.041935646216043398e+00,4.736808565652275704e-01,9.491923644964501972e-02,6.691777742410672802e-01,5.082372978941430280e-02
1.425999999999999979e+01,-9.983732874997828244e-01,-2.041065035701129737e+00,4.795214511241902566e-01,9.485607105685391061e-02,6.701603739279776706e-01,4.743345493338484153e-02
1.427999999999999936e+01,-9.966932288869678747e-01,-2.040185151975962174e+00,4.853696694250286825e-01,9.479699153555661006e-02,6.710750049733886780e-01,4.402706043185291435e-02
1.430000000000000071e+01,-9.950193553016506431e-01,-2.039295987097198282e+00,4.912249476225653555e-01,9.474200447185872342e-02,6.719213566822190842e-01,4.060571657006970675e-02
1.432000000000000028e+01,-9.933516517768444798e-01,-2.038397533152842112e+00,4.970867180994458234e-01,9.469111590290878178e-02,6.726991417940546558e-01,3.717059647104928310e-02
1.433999999999999986e+01,-9.916901033196465765e-01,-2.037489782262317028e+00,5.029544097520357582e-01,9.464433131277741329e-02,6.734080965364727112e-01,3.372287575640833812e-02
1.435999999999999943e+01,-9.900346949114087192e-01,-2.036572726576538095e+00,5.088274482808421428e-01,9.460165562867804689e-02,6.740479806718160383e-01,3.026373223024014791e-02
1.437999999999999901e+01,-9.883854115079067082e-01,-2.035646358277981793e+00,5.147052564851023471e-01,9.456309321753458841e-02,6.746185775378609195e-01,2.679434558448864911e-02
1.440000000000000036e+01,-9.867422380395048931e-01,-2.034710669580763742e+00,5.205872545611759383e-01,9.452864788290146758e-02,6.751196940827960402e-01,2.331589712417847168e-02
1.441999999999999993e+01,-9.851051594113272580e-01,-2.033765652730703977e+00,5.264728604043493743e-01,9.449832286224087163e-02,6.755511608948919777e-01,1.982956951077423369e-02
1.443999999999999950e+01,-9.834741605034258427e-01,-2.032811300005401556e+00,5.323614899136761558e-01,9.447212082456241111e-02,6.759128322271942269e-01,1.633654652183380920e-02
1.445999999999999908e+01,-9.818492261709490521e-01,-2.031847603714308281e+00,5.382525572994523166e-01,9.445004386842756339e-02,6.762045860175638357e-01,1.283801282506486820e-02
1.448000000000000043e+01,-9.802303412443083008e-01,-2.030874556198800196e+00,5.441454753929365618e-01,9.443209352032200243e-02,6.764263239043337705e-01,9.335153764798778675e-03
1.450000000000000000e+01,-9.786174905293487658e-01,-2.029892149832246862e+00,5.500396559578903943e-01,9.441827073340031129e-02,6.765779712377891775e-01,5.829155158870912880e-03
1.451999999999999957e+01,-9.770106588075149201e-01,-2.028900377020086410e+00,5.559345100035463227e-01,9.440857588660382660e-02,6.766594770876754872e-01,2.321203103816966724e-03
1.453999999999999915e+01,-9.754098308360221736e-01,-2.027899230199896596e+00,5.618294480985753792e-01,9.440300878415278096e-02,6.766708142468801368e-01,-1.187516213723633631e-03
1.456000000000000050e+01,-9.738149913480220743e-01,-2.026888701841466300e+00,5.677238806856522713e-01,9.440156865541428355e-02,6.766119792313861625e-01,-4.695816701543254271e-03
1.458000000000000007e+01,-9.722261250527743925e-01,-2.025868784446867910e+00,5.736172183961755211e-01,9.440425415514705487e-02,6.764829922765522863e-01,-8.202512544491549415e-03
1.459999999999999964e+01,-9.706432166358121005e-01,-2.024839470550529708e+00,5.795088723647570106e-01,9.441106336412097289e-02,6.762838973297498057e-01,-1.170641838737471706e-02
1.461999999999999922e+01,-9.690662507591087937e-01,-2.023800752719307372e+00,5.853982545430299611e-01,9.442199379011285976e-02,6.760147620393101020e-01,-1.520634952027334445e-02
1.464000000000000057e+01,-9.674952120612525519e-01,-2.022752623552557250e+00,5.912847780123802188e-01,9.443704236927497053e-02,6.756756777397333602e-01,-1.870112206844057670e-02
1.466000000000000014e+01,-9.659300851576093638e-01,-2.021695075682206522e+00,5.971678572951781838e-01,9.445620546787553140e-02,6.752667594330329370e-01,-2.218955318890193651e-02
1.467999999999999972e+01,-9.643708546404947679e-01,-2.020628101772823815e+00,6.030469086641057075e-01,9.447947888440870468e-02,6.747881457660568350e-01,-2.567046127585161097e-02
1.469999999999999929e+01,-9.628175050793366108e-01,-2.019551694521698693e+00,6.089213504491698403e-01,9.450685785206960898e-02,6.742399990036104240e-01,-2.914266617688838698e-02
1.472000000000000064e+01,-9.612700210208493523e-01,-2.018465846658904272e+00,6.147906033419993088e-01,9.453833704159296525e-02,6.736225049971141798e-01,-3.260498942208461121e-02
1.474000000000000021e+01,-9.597283869892025976e-01,-2.017370550947373609e+00,6.206540906970396954e-01,9.457391056444920674e-02,6.729358731485421963e-01,-3.605625446781664245e-02
1.475999999999999979e+01,-9.581925874861847436e-01,-2.016265800182974743e+00,6.265112388292576329e-01,9.461357197639395922e-02,6.721803363693243938e-01,-3.949528695721397226e-02
1.477999999999999936e+01,-9.566626069913746200e-01,-2.015151587194576877e+00,6.323614773079760942e-01,9.465731428136582581e-02,6.713561510338520444e-01,-4.292091499899458595e-02
1.480000000000000071e+01,-9.551384299623069118e-01,-2.014027904844125416e+00,6.382042392464724045e-01,9.470512993572680061e-02,6.704635969272123575e-01,-4.633196946635842473e-02
1.482000000000000028e+01,-9.536200408346469093e-01,-2.012894746026714365e+00,6.440389615869847040e-01,9.475701085283808056e-02,6.695029771867329060e-01,-4.972728431752707068e-02
1.483999999999999986e+01,-9.521074240223506013e-01,-2.011752103670657377e+00,6.498650853807819150e-01,9.481294840796604395e-02,6.684746182368833667e-01,-5.310569693938055336e-02
1.485999999999999943e+01,-9.506005639178398692e-01,-2.010599970737558806e+00,6.556820560629528227e-01,9.487293344351031832e-02,6.673788697170597306e-01,-5.646604851554424404e-02
1.487999999999999901e+01,-9.490994448921672433e-01,-2.009438340222389652e+00,6.614893237216068478e-01,9.493695627454558361e-02,6.662161044017620437e-01,-5.980718442013916586e-02
1.490000000000000036e+01,-9.476040512951819927e-01,-2.008267205153554613e+00,6.672863433611655459e-01,9.500500669467092096e-02,6.649867181126212223e-01,-6.312795463828024811e-02
1.491999999999999993e+01,-9.461143674557070948e-01,-2.007086558592967140e+00,6.730725751594506256e-01,9.507707398215697880e-02,6.636911296217417044e-01,-6.642721421425515360e-02
1.493999999999999950e+01,-9.446303776816978859e-01,-2.005896393636121822e+00,6.788474847183043615e-01,9.515314690638157491e-02,6.623297805458063792e-01,-6.970382372818728633e-02
1.495999999999999908e+01,-9.431520662604171434e-01,-2.004696703412162773e+00,6.846105433074494151e-01,9.523321373454650407e-02,6.609031352303444962e-01,-7.295664980179808468e-02
1.498000000000000043e+01,-9.416794174585987331e-01,-2.003487481083960908e+00,6.903612281013551399e-01,9.531726223866446301e-02,6.594116806235976735e-01,-7.618456563375151924e-02
1.500000000000000000e+01,-9.402124155226188051e-01,-2.002268719848182776e+00,6.960990224088794420e-01,9.540527970280593406e-02,6.578559261393844837e-01,-7.938645156488823018e-02
1.501999999999999957e+01,-9.387510446786639928e-01,-2.001040412935360280e+00,7.018234158954458346e-01,9.549725293059856124e-02,6.562364035083443348e-01,-8.256119567346828503e-02
1.503999999999999915e+01,-9.372952891328999447e-01,-1.999802553609970390e+00,7.075339047975810480e-01,9.559316825296509945e-02,6.545536666169928797e-01,-8.570769440039552323e-02
1.506000000000000050e+01,-9.358451330716369698e-01,-1.998555135170497543e+00,7.132299921296035849e-01,9.569301153609172106e-02,6.528082913339710025e-01,-8.882485320418975761e-02
1.508000000000000007e+01,-9.344005606615022330e-01,-1.997298150949513129e+00,7.189111878823069013e-01,9.579676818961586904e-02,6.510008753228907485e-01,-9.191158724530688884e-02
1.509999999999999964e+01,-9.329615560496044013e-01,-1.996031594313744995e+00,7.245770092134843354e-01,9.590442317502126390e-02,6.491320378412182013e-01,-9.496682209922317763e-02
1.511999999999999922e+01,-9.315281033637066166e-01,-1.994755458664147829e+00,7.302269806301553423e-01,9.601596101423005847e-02,6.472024195246086631e-01,-9.798949449750481155e-02
1.514000000000000057e+01,-9.301001867123912525e-01,-1.993469737435976219e+00,7.358606341623769032e-01,9.613136579838121865e-02,6.452126821561429137e-01,-1.009785530959100980e-01
1.516000000000000014e+01,-9.286777901852263373e-01,-1.992174424098861030e+00,7.414775095285434103e-01,9.625062119678208516e-02,6.431635084199522900e-01,-1.039329592683882197e-01
1.517999999999999972e+01,-9.272608978529401913e-01,-1.990869512156872467e+00,7.470771542920865427e-01,9.637371046602392910e-02,6.410556016387032319e-01,-1.068516879256434515e-01
1.519999999999999929e+01,-9.258494937675856296e-01,-1.989554995148599570e+00,7.526591240095048541e-01,9.650061645924783160e-02,6.388896854944876580e-01,-1.097337283567696165e-01
1.522000000000000064e+01,-9.244435619627081602e-01,-1.988230866647220152e+00,7.582229823696783333e-01,9.663132163555163134e-02,6.366665037326533216e-01,-1.125780850922720594e-01
1.524000000000000021e+01,-9.230430864535160707e-01,-1.986897120260571858e+00,7.637683013244276342e-01,9.676580806952388147e-02,6.343868198481865672e-01,-1.153837787866303366e-01
1.525999999999999979e+01,-9.216480512370475164e-01,-1.985553749631224774e+00,7.692946612103138682e-01,9.690405746089522654e-02,6.320514167542584660e-01,-1.181498471183882321e-01
1.527999999999999936e+01,-9.202584402923388307e-01,-1.984200748436554251e+00,7.748016508616432096e-01,9.704605114429570856e-02,6.296610964326077031e-01,-1.208753457055802560e-01
1.530000000000000071e+01,-9.188742375805942775e-01,-1.982838110388809971e+00,7.802888677147293839e-01,9.719177009910485998e-02,6.272166795654932070e-01,-1.235593490341857503e-01
1.532000000000000028e+01,-9.174954270453545835e-01,-1.981465829235193432e+00,7.857559179034158126e-01,9.734119495938509115e-02,6.247190051489567297e-01,-1.262009513971258934e-01
1.533999999999999986e+01,-9.161219926126602520e-01,-1.980083898757924343e+00,7.912024163459051573e-01,9.749430602388660383e-02,6.221689300872246253e-01,-1.287992678411949143e-01
1.535999999999999943e+01,-9.147539181912284212e-01,-1.978692312774315454e+00,7.966279868229616534e-01,9.765108326611179890e-02,6.195673287681184860e-01,-1.313534351192020555e-01
1.537999999999999901e+01,-9.133911876726136247e-01,-1.977291065136846049e+00,8.020322620475340836e-01,9.781150634443011582e-02,6.169150926193890383e-01,-1.338626126444611986e-01
1.540000000000000036e+01,-9.120337849313819856e-01,-1.975880149733229008e+00,8.074148837259191858e-01,9.797555461223013407e-02,6.142131296459655276e-01,-1.363259834447051733e-01
1.541999999999999993e+01,-9.106816938252726423e-01,-1.974459560486487186e+00,8.127755026105151215e-01,9.814320712810085945e-02,6.114623639481533424e-01,-1.387427551123547320e-01
1.543999999999999950e+01,-9.093348981953750521e-01,-1.973029291355026027e+00,8.181137785443226562e-01,9.831444266602927529e-02,6.086637352208936758e-01,-1.411121607480654294e-01
1.545999999999999908e+01,-9.079933818662900835e-01,-1.971589336332701281e+00,8.234293804972656616e-01,9.848923972560630347e-02,6.058181982342414340e-01,-1.434334598943405314e-01
1.548000000000000043e+01,-9.066571286462998813e-01,-1.970139689448893172e+00,8.287219865945046893e-01,9.866757654222883811e-02,6.029267222952995331e-01,-1.457059394560246135e-01
1.550000000000000000e+01,-9.053261223275406167e-01,-1.968680344768581447e+00,8.339912841368417595e-01,9.884943109729049660e-02,5.999902906919004630e-01,-1.479289146043889780e-01
1.551999999999999957e+01,-9.040003466861639136e-01,-1.967211296392413100e+00,8.392369696134130974e-01,9.903478112834890323e-02,5.970099001184019372e-01,-1.501017296615758112e-01
1.553999999999999915e+01,-9.026797854825097112e-01,-1.965732538456775425e+00,8.444587487067815035e-01,9.922360413926359368e-02,5.939865600840055215e-01,-1.522237589620980269e-01
1.556000000000000050e+01,-9.013644224612755718e-01,-1.964244065133869510e+00,8.496563362906360828e-01,9.941587741029188352e-02,5.909212923041159415e-01,-1.542944076881698490e-01
1.558000000000000007e+01,-9.000542413516812168e-01,-1.962745870631781298e+00,8.548294564202479906e-01,9.961157800813669194e-02,5.878151300752756381e-01,-1.563131126756329425e-01
1.559999999999999964e+01,-8.987492258676406109e-01,-1.961237949194552410e+00,8.599778423158852547e-01,9.981068279593678649e-02,5.846691176343000729e-01,-1.582793431873171508e-01
1.561999999999999922e+01,-8.974493597079249430e-01,-1.959720295102255871e+00,8.651012363393503213e-01,1.000131684431919965e-01,5.814843095022982356e-01,-1.601926016507210782e-01
1.564000000000000057e+01,-8.961546265563382629e-01,-1.958192902671063163e+00,8.701993899638702512e-01,1.002190114356144857e-01,5.782617698143240892e-01,-1.620524243570106715e-01
1.566000000000000014e+01,-8.948650100818804631e-01,-1.956655766253320161e+00,8.752720637375025481e-01,1.004281880848994363e-01,5.750025716354594252e-01,-1.638583821183934031e-01
1.567999999999999972e+01,-8.935804939389182522e-01,-1.955108880237618862e+00,8.803190272402958705e-01,1.006406745384082757e-01,5.717077962641817779e-01,-1.656100808810760938e-01
1.569999999999999929e+01,-8.923010617673523548e-01,-1.953552239048864658e+00,8.853400590353892596e-01,1.008564467887562988e-01,5.683785325239493202e-01,-1.673071622911207201e-01
1.572000000000000064e+01,-8.910266971927836011e-01,-1.951985837148356717e+00,8.903349466142796986e-01,1.010754806832989822e-01,5.650158760439589756e-01,-1.689493042106681442e-01
1.574000000000000021e+01,-8.897573838266887858e-01,-1.950409669033852600e+00,8.953034863364554008e-01,1.012977519335116622e-01,5.616209285300866050e-01,-1.705362211821487561e-01
1.575999999999999979e+01,-8.884931052665792084e-01,-1.948823729239642200e+00,9.002454833636465148e-01,1.015232361242536657e-01,5.581947970270981774e-01,-1.720676648382963858e-01
1.577999999999999936e+01,-8.872338450961769762e-01,-1.947228012336623237e+00,9.051607515888606681e-01,1.017519087229159097e-01,5.547385931732005115e-01,-1.735434242559110163e-01
1.580000000000000071e+01,-8.859795868855790957e-01,-1.945622512932368764e+00,9.100491135604895643e-01,1.019837450884409497e-01,5.512534324481153103e-01,-1.749633262515932763e-01
1.582000000000000028e+01,-8.847303141914268920e-01,-1.944007225671201322e+00,9.149104004016420655e-01,1.022187204802164767e-01,5.477404334158126886e-01,-1.763272356177850442e-01
1.583999999999999986e+01,-8.834860105570743194e-01,-1.942382145234265556e+00,9.197444517249840912e-01,1.024568100668327292e-01,5.442007169631495334e-01,-1.776350552977514485e-01
1.585999999999999943e+01,-8.822466595127567146e-01,-1.940747266339599486e+00,9.245511155432625250e-01,1.026979889347027219e-01,5.406354055356152877e-01,-1.788867264982975103e-01
1.588000000000000078e+01,-8.810122445757603282e-01,-1.939102583742203345e+00,9.293302481757662603e-01,1.029422320965397986e-01,5.370456223714604738e-01,-1.800822287392813414e-01
1.590000000000000036e+01,-8.797827492505856384e-01,-1.937448092234120178e+00,9.340817141509266675e-01,1.031895144996881619e-01,5.334324907354788259e-01,-1.812215798392045885e-01
1.591999999999999993e+01,-8.785581570291243203e-01,-1.935783786644498017e+00,9.388053861052853000e-01,1.034398110343055233e-01,5.297971331537070228e-01,-1.823048358363957844e-01
1.593999999999999950e+01,-8.773384513908178972e-01,-1.934109661839666927e+00,9.435011446790376732e-01,1.036930965413917355e-01,5.261406706503598540e-01,-1.833320908455545184e-01
1.595999999999999908e+01,-8.761236158028342658e-01,-1.932425712723213396e+00,9.481688784083780464e-01,1.039493458206625365e-01,5.224642219882759120e-01,-1.843034768496601417e-01
1.598000000000000043e+01,-8.749136337202313429e-01,-1.930731934236045166e+00,9.528084836148511538e-01,1.042085336382656824e-01,5.187689029141638875e-01,-1.852191634274867882e-01
1.600000000000000000e+01,-8.737084885861252648e-01,-1.929028321356469178e+00,9.574198642919174995e-01,1.044706347343357655e-01,5.150558254099557587e-01,-1.860793574172177611e-01
1.601999999999999957e+01,-8.725081638318623600e-01,-1.927314869100264838e+00,9.620029319889505937e-01,1.047356238303879528e-01,5.113260969514994425e-01,-1.868843025168776817e-01
1.603999999999999915e+01,-8.713126428771856835e-01,-1.925591572520747086e+00,9.665576056928469884e-01,1.050034756365475913e-01,5.075808197758816531e-01,-1.876342788225363878e-01
1.605999999999999872e+01,-8.701219091304011055e-01,-1.923858426708849878e+00,9.710838117074808151e-01,1.052741648586135170e-01,5.038210901585937762e-01,-1.883296023054813473e-01
1.607999999999999829e+01,-8.689359459885486192e-01,-1.922115426793189918e+00,9.755814835311568123e-01,1.055476662049561060e-01,5.000479977017555644e-01,-1.889706242297416183e-01
1.610000000000000142e+01,-8.677547368375677639e-01,-1.920362567940142151e+00,9.800505617322935459e-01,1.058239543932468496e-01,4.962626246345665515e-01,-1.895577305115972166e-01
1.612000000000000099e+01,-8.665782650524751496e-01,-1.918599845353911038e+00,9.844909938234841507e-01,1.061030041570201199e-01,4.924660451271414274e-01,-1.900913410228771971e-01
1.614000000000000057e+01,-8.654065139975128940e-01,-1.916827254276604053e+00,9.889027341341561916e-01,1.063847902520661387e-01,4.886593246188140061e-01,-1.905719088400699146e-01
1.616000000000000014e+01,-8.642394670263422451e-01,-1.915044789988299856e+00,9.932857436819663155e-01,1.066692874626551379e-01,4.848435191619900886e-01,-1.909999194414213342e-01
1.617999999999999972e+01,-8.630771074821911304e-01,-1.913252447807125778e+00,9.976399900431485168e-01,1.069564706075912947e-01,4.810196747825586372e-01,-1.913758898544011267e-01
1.619999999999999929e+01,-8.619194186980361216e-01,-1.911450223089323996e+00,1.001965447221928152e+00,1.072463145460996747e-01,4.771888268578253767e-01,-1.917003677560245312e-01
1.621999999999999886e+01,-8.607663839967614194e-01,-1.909638111229327251e+00,1.006262095519209421e+00,1.075387941835430627e-01,4.733519995128936397e-01,-1.919739305287121445e-01
1.623999999999999844e+01,-8.596179866913326029e-01,-1.907816107659832117e+00,1.010529921400683540e+00,1.078338844769708149e-01,4.695102050363462176e-01,-1.921971842744644443e-01
1.626000000000000156e+01,-8.584742100849652724e-01,-1.905984207851866952e+00,1.014768917364483602e+00,1.081315604405015396e-01,4.656644433160343488e-01,-1.923707627902378203e-01
1.628000000000000114e+01,-8.573350374712898070e-01,-1.904142407314866725e+00,1.018979081808558007e+00,1.084317971505375233e-01,4.618157012957354590e-01,-1.924953265075340647e-01
1.630000000000000071e+01,-8.562004521345208952e-01,-1.902290701596742739e+00,1.023160418897914870e+00,1.087345697508148856e-01,4.579649524533307425e-01,-1.925715613992785014e-01
1.632000000000000028e+01,-8.550704373496316180e-01,-1.900429086283960123e+00,1.027312938431823142e+00,1.090398534572893374e-01,4.541131563011616690e-01,-1.926001778571182765e-01
1.633999999999999986e+01,-8.539449763825092132e-01,-1.898557557001600893e+00,1.031436655711156725e+00,1.093476235628581539e-01,4.502612579091076483e-01,-1.925819095423605409e-01
1.635999999999999943e+01,-8.528240524901360420e-01,-1.896676109413445444e+00,1.035531591405977725e+00,1.096578554419214147e-01,4.464101874508731860e-01,-1.925175122137685046e-01
1.637999999999999901e+01,-8.517076489207524581e-01,-1.894784739222036052e+00,1.039597771423471650e+00,1.099705245547833027e-01,4.425608597739323358e-01,-1.924077625354717047e-01
1.639999999999999858e+01,-8.505957489140268946e-01,-1.892883442168757702e+00,1.043635226776375102e+00,1.102856064518942941e-01,4.387141739934858897e-01,-1.922534568682624512e-01
1.641999999999999815e+01,-8.494883357012205094e-01,-1.890972214033901588e+00,1.047643993451982558e+00,1.106030767779379725e-01,4.348710131107241805e-01,-1.920554100475186654e-01
1.644000000000000128e+01,-8.483853925053567169e-01,-1.889051050636741724e+00,1.051624112281855261e+00,1.109229112757623009e-01,4.310322436556464631e-01,-1.918144541509941847e-01
1.646000000000000085e+01,-8.472869025413968247e-01,-1.887119947835607103e+00,1.055575628812289279e+00,1.112450857901599588e-01,4.271987153545963034e-01,-1.915314372596531867e-01
1.648000000000000043e+01,-8.461928490163970196e-01,-1.885178901527954309e+00,1.059498593175716374e+00,1.115695762714960099e-01,4.233712608226214980e-01,-1.912072222147262746e-01
1.650000000000000000e+01,-8.451032151296847816e-01,-1.883227907650434796e+00,1.063393059963022802e+00,1.118963587791902414e-01,4.195506952807068202e-01,-1.908426853740275986e-01
1.651999999999999957e+01,-8.440179840730250849e-01,-1.881266962178970825e+00,1.067259088096966568e+00,1.122254094850507339e-01,4.157378162978648262e-01,-1.904387153705903446e-01
1.653999999999999915e+01,-8.429371390307841549e-01,-1.879296061128830297e+00,1.071096740706709127e+00,1.125567046764657797e-01,4.119334035580007325e-01,-1.899962118765112506e-01
1.655999999999999872e+01,-8.418606631801063278e-01,-1.877315200554690033e+00,1.074906085003550782e+00,1.128902207594540685e-01,4.081382186514307397e-01,-1.895160843748533164e-01
1.657999999999999829e+01,-8.407885396910773634e-01,-1.875324376550718375e+00,1.078687192157964603e+00,1.132259342615758030e-01,4.043530048908540175e-01,-1.889992509423416012e-01
1.660000000000000142e+01,-8.397207517268941990e-01,-1.873323585250636913e+00,1.082440137177955064e+00,1.135638218347081174e-01,4.005784871515434276e-01,-1.884466370454545570e-01
1.662000000000000099e+01,-8.386572824440287066e-01,-1.871312822827803091e+00,1.086164998788827551e+00,1.139038602576862430e-01,3.968153717354608867e-01,-1.878591743524287705e-01
1.664000000000000057e+01,-8.375981149924047742e-01,-1.869292085495270594e+00,1.089861859314413817e+00,1.142460264388146934e-01,3.930643462589478165e-01,-1.872377995635371162e-01
1.666000000000000014e+01,-8.365432325155602866e-01,-1.867261369505872848e+00,1.093530804559824432e+00,1.145902974182480549e-01,3.893260795636163119e-01,-1.865834532619011499e-01
1.667999999999999972e+01,-8.354926181508146588e-01,-1.865220671152286069e+00,1.097171923695731577e+00,1.149366503702483472e-01,3.856012216499948853e-01,-1.858970787869255459e-01
1.669999999999999929e+01,-8.344462550294432512e-01,-1.863169986767107433e+00,1.100785309144289625e+00,1.152850626053170541e-01,3.818904036334651586e-01,-1.851796211323484820e-01
1.671999999999999886e+01,-8.334041262768380198e-01,-1.861109312722923015e+00,1.104371056466670886e+00,1.156355115722084159e-01,3.781942377219763562e-01,-1.844320258707143056e-01
1.673999999999999844e+01,-8.323662150126847070e-01,-1.859038645432380399e+00,1.107929264252300650e+00,1.159879748598234978e-01,3.745133172149925360e-01,-1.836552381059689820e-01
1.676000000000000156e+01,-8.313325043511242685e-01,-1.856957981348263731e+00,1.111460034009794651e+00,1.163424301989908899e-01,3.708482165230900796e-01,-1.828502014557016886e-01
1.678000000000000114e+01,-8.303029774009221819e-01,-1.854867316963564106e+00,1.114963470059641137e+00,1.166988554641332221e-01,3.671994912076079198e-01,-1.820178570644411242e-01
1.680000000000000071e+01,-8.292776172656399769e-01,-1.852766648811549066e+00,1.118439679428661737e+00,1.170572286748253060e-01,3.635676780397053554e-01,-1.811591426492399348e-01
1.682000000000000028e+01,-8.282564070437994364e-01,-1.850655973465837878e+00,1.121888771746239355e+00,1.174175279972457797e-01,3.599532950781775265e-01,-1.802749915786528156e-01
1.683999999999999986e+01,-8.272393298290553476e-01,-1.848535287540472138e+00,1.125310859142389708e+00,1.177797317455226700e-01,3.563568417653519838e-01,-1.793663319860786531e-01
1.685999999999999943e+01,-8.262263687103620358e-01,-1.846404587689986831e+00,1.128706056147618986e+00,1.181438183829800620e-01,3.527787990403675744e-01,-1.784340859182657890e-01
1.687999999999999901e+01,-8.252175067721397861e-01,-1.844263870609487599e+00,1.132074479594668892e+00,1.185097665232836411e-01,3.492196294691189418e-01,-1.774791685196850655e-01
1.689999999999999858e+01,-8.242127270944442641e-01,-1.842113133034713801e+00,1.135416248522078675e+00,1.188775549314914776e-01,3.456797773901595927e-01,-1.765024872532990341e-01
1.691999999999999815e+01,-8.232120127531382670e-01,-1.839952371742119119e+00,1.138731484079617884e+00,1.192471625250115935e-01,3.421596690758156867e-01,-1.755049411581531549e-01
