t,x,y,theta,v,phi,phi_dot
6.660000000000000142e+00,-2.188206541873009225e+00,-1.799336388790596430e+00,-3.728762219038801451e-01,2.539820755898019589e-01,1.252345777737186305e-02,9.020882625775611049e-03
6.679999999999999716e+00,-2.183480175978806503e+00,-1.801184552243347170e+00,-3.726273684048722612e-01,2.535042095854772026e-01,1.270486426876023256e-02,9.119947687436671599e-03
6.699999999999999289e+00,-2.178762254733831227e+00,-1.803028051622219685e+00,-3.723753917715990625e-01,2.530257617473812837e-01,1.288826297656954847e-02,9.220106509966049038e-03
6.719999999999999751e+00,-2.174052785206204597e+00,-1.804866872289920821e+00,-3.721202667601940517e-01,2.525467368480160402e-01,1.307367591112855096e-02,9.321372633858723833e-03
6.739999999999999325e+00,-2.169351774374155273e+00,-1.806700999613207514e+00,-3.718619679353404317e-01,2.520671396625696614e-01,1.326112535534530908e-02,9.423759776952216408e-03
6.759999999999999787e+00,-2.164659229126189022e+00,-1.808530418962958519e+00,-3.716004696684375164e-01,2.515869749690373136e-01,1.345063386827811264e-02,9.527281836837198786e-03
6.779999999999999361e+00,-2.159975156261256579e+00,-1.810355115714243901e+00,-3.713357461357517098e-01,2.511062475483426537e-01,1.364222428875492589e-02,9.631952893298505528e-03
6.799999999999999822e+00,-2.155299562488921961e+00,-1.812175075246400313e+00,-3.710677713165464464e-01,2.506249621844610087e-01,1.383591973904196859e-02,9.737787210786779876e-03
6.819999999999999396e+00,-2.150632454429531215e+00,-1.813990282943100496e+00,-3.707965189911968107e-01,2.501431236645441092e-01,1.403174362856189107e-02,9.844799240920885236e-03
6.839999999999999858e+00,-2.145973838614381179e+00,-1.815800724192427884e+00,-3.705219627392836168e-01,2.496607367790460996e-01,1.422971965766252171e-02,9.953003625021487888e-03
6.859999999999999432e+00,-2.141323721485886900e+00,-1.817606384386945440e+00,-3.702440759376698365e-01,2.491778063218510753e-01,1.442987182143646088e-02,1.006241519667596535e-02
6.879999999999999893e+00,-2.136682109397749496e+00,-1.819407248923770704e+00,-3.699628317585583193e-01,2.486943370904017847e-01,1.463222441359236965e-02,1.017304898433487627e-02
6.899999999999999467e+00,-2.132049008615128027e+00,-1.821203303204645518e+00,-3.696782031675302505e-01,2.482103338858306085e-01,1.483680203037835398e-02,1.028492021394014980e-02
6.919999999999999929e+00,-2.127424425314801137e+00,-1.822994532636009524e+00,-3.693901629215647908e-01,2.477258015130910096e-01,1.504362957455849907e-02,1.039804431158538635e-02
6.939999999999999503e+00,-2.122808365585343360e+00,-1.824780922629071878e+00,-3.690986835670392319e-01,2.472407447810913983e-01,1.525273225944261471e-02,1.051243690620823866e-02
6.959999999999999964e+00,-2.118200835427286766e+00,-1.826562458599882977e+00,-3.688037374377095001e-01,2.467551685028299691e-01,1.546413561297042306e-02,1.062811383231528420e-02
6.979999999999999538e+00,-2.113601840753295935e+00,-1.828339125969405954e+00,-3.685052966526712326e-01,2.462690774955316186e-01,1.567786548185041637e-02,1.074509113273946354e-02
7.000000000000000000e+00,-2.109011387388326497e+00,-1.830110910163590843e+00,-3.682033331143013677e-01,2.457824765807857803e-01,1.589394803575423787e-02,1.086338506143028418e-02
7.019999999999999574e+00,-2.104429481069805430e+00,-1.831877796613442966e+00,-3.678978185061786421e-01,2.452953705846866173e-01,1.611240977156715853e-02,1.098301208627698068e-02
7.040000000000000036e+00,-2.099856127447790488e+00,-1.833639770755099541e+00,-3.675887242909850472e-01,2.448077643379741875e-01,1.633327751769544575e-02,1.110398889196484266e-02
7.059999999999999609e+00,-2.095291332085142955e+00,-1.835396818029897181e+00,-3.672760217083858025e-01,2.443196626761778567e-01,1.655657843843103341e-02,1.122633238286470728e-02
7.080000000000000071e+00,-2.090735100457693729e+00,-1.837148923884447393e+00,-3.669596817728896787e-01,2.438310704397608220e-01,1.678234003837452554e-02,1.135005968595599254e-02
7.099999999999999645e+00,-2.086187437954412527e+00,-1.838896073770706963e+00,-3.666396752716878926e-01,2.433419924742667440e-01,1.701059016691672948e-02,1.147518815378313975e-02
7.120000000000000107e+00,-2.081648349877577964e+00,-1.840638253146049230e+00,-3.663159727624719086e-01,2.428524336304678233e-01,1.724135702277995730e-02,1.160173536744584129e-02
7.139999999999999680e+00,-2.077117841442942314e+00,-1.842375447473338701e+00,-3.659885445712308116e-01,2.423623987645149580e-01,1.747466915861918546e-02,1.172971913962292390e-02
7.160000000000000142e+00,-2.072595917779902930e+00,-1.844107642221000543e+00,-3.656573607900266421e-01,2.418718927380890393e-01,1.771055548568424565e-02,1.185915751763018389e-02
7.179999999999999716e+00,-2.068082583931668772e+00,-1.845834822863093638e+00,-3.653223912747484148e-01,2.413809204185548285e-01,1.794904527854337614e-02,1.199006878651205470e-02
7.199999999999999289e+00,-2.063577844855430499e+00,-1.847556974879382752e+00,-3.649836056428439335e-01,2.408894866791160549e-01,1.819016817986898391e-02,1.212247147216732879e-02
7.219999999999999751e+00,-2.059081705422527442e+00,-1.849274083755410913e+00,-3.646409732710305662e-01,2.403975963989723463e-01,1.843395420528636322e-02,1.225638434450892003e-02
7.239999999999999325e+00,-2.054594170418616361e+00,-1.850986134982569364e+00,-3.642944632929834281e-01,2.399052544634785733e-01,1.868043374828573869e-02,1.239182642065762494e-02
7.259999999999999787e+00,-2.050115244543840198e+00,-1.852693114058172164e+00,-3.639440445970006932e-01,2.394124657643051379e-01,1.892963758519871503e-02,1.252881696816999894e-02
7.279999999999999361e+00,-2.045644932412993722e+00,-1.854395006485528130e+00,-3.635896858236470908e-01,2.389192351996013153e-01,1.918159688023953965e-02,1.266737550830024719e-02
7.299999999999999822e+00,-2.041183238555699386e+00,-1.856091797774009899e+00,-3.632313553633747527e-01,2.384255676741592334e-01,1.943634319061200016e-02,1.280752181929618351e-02
7.319999999999999396e+00,-2.036730167416564097e+00,-1.857783473439128752e+00,-3.628690213541204135e-01,2.379314680995810449e-01,1.969390847168238368e-02,1.294927593972908242e-02
7.339999999999999858e+00,-2.032285723355359508e+00,-1.859470019002606778e+00,-3.625026516788796282e-01,2.374369413944470431e-01,1.995432508221978846e-02,1.309265817185752655e-02
7.359999999999999432e+00,-2.027849910647181897e+00,-1.861151419992446598e+00,-3.621322139632591752e-01,2.369419924844865522e-01,2.021762578970349652e-02,1.323768908502488337e-02
7.379999999999999893e+00,-2.023422733482623581e+00,-1.862827661943004864e+00,-3.617576755730035898e-01,2.364466263027500126e-01,2.048384377569920090e-02,1.338438951909063507e-02
7.399999999999999467e+00,-2.019004195967943449e+00,-1.864498730395065529e+00,-3.613790036114996607e-01,2.359508477897842293e-01,2.075301264130371623e-02,1.353278058789502379e-02
7.419999999999999929e+00,-2.014594302125229941e+00,-1.866164610895909348e+00,-3.609961649172564457e-01,2.354546618938085367e-01,2.102516641265960926e-02,1.368288368275717704e-02
7.439999999999999503e+00,-2.010193055892575575e+00,-1.867825288999386935e+00,-3.606091260613616956e-01,2.349580735708938495e-01,2.130033954654000569e-02,1.383472047600625178e-02
7.459999999999999964e+00,-2.005800461124239042e+00,-1.869480750265991365e+00,-3.602178533449131304e-01,2.344610877851433794e-01,2.157856693600443410e-02,1.398831292454555571e-02
7.479999999999999538e+00,-2.001416521590820174e+00,-1.871130980262930565e+00,-3.598223127964261248e-01,2.339637095088759611e-01,2.185988391612609869e-02,1.414368327344913551e-02
7.500000000000000000e+00,-1.997041240979423149e+00,-1.872775964564197038e+00,-3.594224701692159130e-01,2.334659437228110979e-01,2.214432626979167401e-02,1.430085405959085655e-02
7.519999999999999574e+00,-1.992674622893826575e+00,-1.874415688750642239e+00,-3.590182909387563126e-01,2.329677954162564513e-01,2.243193023357375332e-02,1.445984811530527138e-02
7.540000000000000036e+00,-1.988316670854652468e+00,-1.876050138410047863e+00,-3.586097403000116368e-01,2.324692695872974668e-01,2.272273250367697062e-02,1.462068857208022495e-02
7.559999999999999609e+00,-1.983967388299534118e+00,-1.877679299137197333e+00,-3.581967831647444589e-01,2.319703712429894704e-01,2.301677024195830992e-02,1.478339886428055132e-02
7.580000000000000071e+00,-1.979626778583283953e+00,-1.879303156533948416e+00,-3.577793841587980084e-01,2.314711053995518186e-01,2.331408108202205273e-02,1.494800273290249060e-02
7.599999999999999645e+00,-1.975294844978061848e+00,-1.880921696209305383e+00,-3.573575076193528099e-01,2.309714770825644081e-01,2.361470313539015820e-02,1.511452422935840277e-02
7.620000000000000107e+00,-1.970971590673545881e+00,-1.882534903779490731e+00,-3.569311175921566770e-01,2.304714913271668497e-01,2.391867499774885317e-02,1.528298771929112627e-02
7.639999999999999680e+00,-1.966657018777096866e+00,-1.884142764868016018e+00,-3.565001778287306133e-01,2.299711531782593632e-01,2.422603575527153622e-02,1.545341788641742785e-02
7.660000000000000142e+00,-1.962351132313929547e+00,-1.885745265105757351e+00,-3.560646517835464042e-01,2.294704676907068641e-01,2.453682499101888029e-02,1.562583973639999207e-02
7.679999999999999716e+00,-1.958053934227280024e+00,-1.887342390131022674e+00,-3.556245026111796714e-01,2.289694399295449656e-01,2.485108279141670651e-02,1.580027860074707802e-02
7.699999999999999289e+00,-1.953765427378573838e+00,-1.888934125589629032e+00,-3.551796931634352839e-01,2.284680749701886726e-01,2.516884975281220849e-02,1.597676014073939540e-02
7.719999999999999751e+00,-1.949485614547595613e+00,-1.890520457134969190e+00,-3.547301859864463447e-01,2.279663778986433242e-01,2.549016698810889145e-02,1.615531035138313004e-02
7.739999999999999325e+00,-1.945214498432654926e+00,-1.892101370428087348e+00,-3.542759433177468664e-01,2.274643538117185615e-01,2.581507613348067026e-02,1.633595556538841587e-02
7.759999999999999787e+00,-1.940952081650757277e+00,-1.893676851137751749e+00,-3.538169270833165792e-01,2.269620078172442934e-01,2.614361935516611862e-02,1.651872245717233081e-02
7.779999999999999361e+00,-1.936698366737770627e+00,-1.895246884940522181e+00,-3.533530988945986495e-01,2.264593450342899938e-01,2.647583935634270288e-02,1.670363804688542592e-02
7.799999999999999822e+00,-1.932453356148595702e+00,-1.896811457520826583e+00,-3.528844200454908653e-01,2.259563705933856081e-01,2.681177938408199277e-02,1.689072970446085092e-02
7.819999999999999396e+00,-1.928217052257332087e+00,-1.898370554571032320e+00,-3.524108515093083982e-01,2.254530896367461235e-01,2.715148323638592529e-02,1.708002515368476845e-02
7.839999999999999858e+00,-1.923989457357447197e+00,-1.899924161791514576e+00,-3.519323539357185338e-01,2.249495073184984983e-01,2.749499526930476723e-02,1.727155247628706092e-02
7.859999999999999432e+00,-1.919770573661947699e+00,-1.901472264890733621e+00,-3.514488876476489221e-01,2.244456288049107850e-01,2.784236040413710228e-02,1.746534011605119924e-02
7.879999999999999893e+00,-1.915560403303541381e+00,-1.903014849585303425e+00,-3.509604126381668521e-01,2.239414592746249988e-01,2.819362413471205794e-02,1.766141688294150039e-02
7.899999999999999467e+00,-1.911358948334813013e+00,-1.904551901600064268e+00,-3.504668885673296597e-01,2.234370039188922352e-01,2.854883253475430996e-02,1.785981195724693771e-02
7.919999999999999929e+00,-1.907166210728386657e+00,-1.906083406668155344e+00,-3.499682747590088239e-01,2.229322679418103137e-01,2.890803226533235001e-02,1.806055489373967551e-02
7.939999999999999503e+00,-1.902982192377097537e+00,-1.907609350531086934e+00,-3.494645301976830321e-01,2.224272565605653895e-01,2.927127058238958301e-02,1.826367562584674253e-02
7.959999999999999964e+00,-1.898806895094158786e+00,-1.909129718938811227e+00,-3.489556135252049329e-01,2.219219750056750096e-01,2.963859534435944049e-02,1.846920446983348410e-02
7.979999999999999538e+00,-1.894640320613331319e+00,-1.910644497649795603e+00,-3.484414830375378580e-01,2.214164285212355532e-01,3.001005501986381968e-02,1.867717212899666634e-02
8.000000000000000000e+00,-1.890482470589090358e+00,-1.912153672431094575e+00,-3.479220966814633997e-01,2.209106223651715606e-01,3.038569869549611821e-02,1.888760969786574054e-02
8.019999999999999574e+00,-1.886333346596795080e+00,-1.913657229058419951e+00,-3.473974120512611230e-01,2.204045618094889469e-01,3.076557608368746949e-02,1.910054866640989446e-02
8.039999999999999147e+00,-1.882192950132856923e+00,-1.915155153316216774e+00,-3.468673863853585226e-01,2.198982521405304369e-01,3.114973753065804554e-02,1.931602092424944059e-02
8.060000000000000497e+00,-1.878061282614905236e+00,-1.916647430997730828e+00,-3.463319765629507274e-01,2.193916986592349128e-01,3.153823402445200125e-02,1.953405876486868573e-02
8.080000000000000071e+00,-1.873938345381961135e+00,-1.918134047905083239e+00,-3.457911391005927815e-01,2.188849066813994826e-01,3.193111720305682327e-02,1.975469488982846758e-02
8.099999999999999645e+00,-1.869824139694601373e+00,-1.919614989849343090e+00,-3.452448301487610616e-01,2.183778815379447125e-01,3.232843936260716006e-02,1.997796241297594699e-02
8.119999999999999218e+00,-1.865718666735127540e+00,-1.921090242650596913e+00,-3.446930054883851624e-01,2.178706285751830785e-01,3.273025346567249444e-02,2.020389486464889417e-02
8.140000000000000568e+00,-1.861621927607735927e+00,-1.922559792138023527e+00,-3.441356205273503610e-01,2.173631531550910823e-01,3.313661314962904753e-02,2.043252619587195701e-02
8.160000000000000142e+00,-1.857533923338684723e+00,-1.924023624149962863e+00,-3.435726302969712709e-01,2.168554606555841979e-01,3.354757273511503601e-02,2.066389078254207701e-02
8.179999999999999716e+00,-1.853454654876461438e+00,-1.925481724533991912e+00,-3.430039894484334662e-01,2.163475564707952603e-01,3.396318723457034811e-02,2.089802342960042289e-02
8.199999999999999289e+00,-1.849384123091953880e+00,-1.926934079146993328e+00,-3.424296522492065176e-01,2.158394460113565172e-01,3.438351236085874368e-02,2.113495937518719212e-02
8.219999999999998863e+00,-1.845322328778615351e+00,-1.928380673855230265e+00,-3.418495725794278850e-01,2.153311347046849011e-01,3.480860453597310611e-02,2.137473429477661571e-02
8.240000000000000213e+00,-1.841269272652636291e+00,-1.929821494534414761e+00,-3.412637039282546136e-01,2.148226279952706874e-01,3.523852089982363461e-02,2.161738430528859986e-02
8.259999999999999787e+00,-1.837224955353110811e+00,-1.931256527069783679e+00,-3.406719993901870525e-01,2.143139313449698991e-01,3.567331931910722870e-02,2.186294596917329192e-02
8.279999999999999361e+00,-1.833189377442203893e+00,-1.932685757356168654e+00,-3.400744116613603762e-01,2.138050502333000980e-01,3.611305839625911229e-02,2.211145629846529223e-02
8.299999999999998934e+00,-1.829162539405322363e+00,-1.934109171298067809e+00,-3.394708930358080190e-01,2.132959901577399786e-01,3.655779747848444255e-02,2.236295275880313682e-02
8.320000000000000284e+00,-1.825144441651281202e+00,-1.935526754809719918e+00,-3.388613954016930774e-01,2.127867566340323202e-01,3.700759666687047922e-02,2.261747327341047387e-02
8.339999999999999858e+00,-1.821135084512474078e+00,-1.936938493815173468e+00,-3.382458702375109594e-01,2.122773551964911021e-01,3.746251682557753121e-02,2.287505622703420172e-02
8.359999999999999432e+00,-1.817134468245038992e+00,-1.938344374248360369e+00,-3.376242686082605027e-01,2.117677913983116167e-01,3.792261959110872910e-02,2.313574046983583529e-02
8.379999999999999005e+00,-1.813142593029027694e+00,-1.939744382053169014e+00,-3.369965411615861162e-01,2.112580708118853290e-01,3.838796738165647926e-02,2.339956532123047689e-02
8.400000000000000355e+00,-1.809159458968575995e+00,-1.941138503183513775e+00,-3.363626381238882246e-01,2.107481990291178442e-01,3.885862340652564834e-02,2.366657057366967562e-02
8.419999999999999929e+00,-1.805185066092069190e+00,-1.942526723603408279e+00,-3.357225092964058466e-01,2.102381816617509280e-01,3.933465167563154202e-02,2.393679649636205539e-02
8.439999999999999503e+00,-1.801219414352311921e+00,-1.943909029287038903e+00,-3.350761040512664213e-01,2.097280243416886347e-01,3.981611700907172063e-02,2.421028383892726010e-02
8.459999999999999076e+00,-1.797262503626696484e+00,-1.945285406218834057e+00,-3.344233713275073239e-01,2.092177327213273208e-01,4.030308504677018039e-02,2.448707383497715495e-02
8.480000000000000426e+00,-1.793314333717370479e+00,-1.946655840393539005e+00,-3.337642596270667394e-01,2.087073124738895447e-01,4.079562225819235999e-02,2.476720820561889927e-02
8.500000000000000000e+00,-1.789374904351406892e+00,-1.948020317816283820e+00,-3.330987170107449491e-01,2.081967692937624903e-01,4.129379595212919613e-02,2.505072916287332668e-02
8.519999999999999574e+00,-1.785444215180970184e+00,-1.949378824502660867e+00,-3.324266910941355846e-01,2.076861088968398050e-01,4.179767428654917322e-02,2.533767941300325496e-02
8.539999999999999147e+00,-1.781522265783486603e+00,-1.950731346478792538e+00,-3.317481290435271291e-01,2.071753370208681000e-01,4.230732627851547384e-02,2.562810215974432523e-02
8.560000000000000497e+00,-1.777609055661810489e+00,-1.952077869781404962e+00,-3.310629775717744416e-01,2.066644594257980583e-01,4.282282181416669636e-02,2.592204110743174736e-02
8.580000000000000071e+00,-1.773704584244395477e+00,-1.953418380457899950e+00,-3.303711829341428596e-01,2.061534818941386515e-01,4.334423165875949530e-02,2.621954046401650182e-02
8.599999999999999645e+00,-1.769808850885459250e+00,-1.954752864566425608e+00,-3.296726909241194936e-01,2.056424102313169910e-01,4.387162746676991770e-02,2.652064494396251873e-02
8.619999999999999218e+00,-1.765921854865155627e+00,-1.956081308175952937e+00,-3.289674468691991538e-01,2.051312502660414816e-01,4.440508179205165246e-02,2.682539977101812065e-02
8.640000000000000568e+00,-1.762043595389739759e+00,-1.957403697366341122e+00,-3.282553956266385797e-01,2.046200078506703879e-01,4.494466809804821550e-02,2.713385068085286123e-02
8.660000000000000142e+00,-1.758174071591739551e+00,-1.958720018228413240e+00,-3.275364815791836914e-01,2.041086888615841199e-01,4.549046076805665639e-02,2.744604392355207492e-02
8.679999999999999716e+00,-1.754313282530121088e+00,-1.960030256864031317e+00,-3.268106486307678082e-01,2.035972991995620984e-01,4.604253511553970529e-02,2.776202626596014841e-02
8.699999999999999289e+00,-1.750461227190458269e+00,-1.961334399386160721e+00,-3.260778402021811684e-01,2.030858447901650876e-01,4.660096739448258557e-02,2.808184499386302824e-02
8.720000000000000639e+00,-1.746617904485101125e+00,-1.962632431918949871e+00,-3.253379992267134146e-01,2.025743315841208314e-01,4.716583480979297249e-02,2.840554791400162760e-02
8.740000000000000213e+00,-1.742783313253345234e+00,-1.963924340597797968e+00,-3.245910681457682689e-01,2.020627655577158510e-01,4.773721552773789456e-02,2.873318335590484274e-02
8.759999999999999787e+00,-1.738957452261599146e+00,-1.965210111569426488e+00,-3.238369889044503958e-01,2.015511527131904901e-01,4.831518868641711956e-02,2.906480017353364406e-02
8.779999999999999361e+00,-1.735140320203550246e+00,-1.966489730991954898e+00,-3.230757029471255093e-01,2.010394990791402048e-01,4.889983440626582967e-02,2.940044774672387340e-02
8.799999999999998934e+00,-1.731331915700338397e+00,-1.967763185034969275e+00,-3.223071512129541127e-01,2.005278107109205454e-01,4.949123380058536442e-02,2.974017598241852217e-02
8.820000000000000284e+00,-1.727532237300719808e+00,-1.969030459879595574e+00,-3.215312741313997580e-01,2.000160936910578002e-01,5.008946898609543258e-02,3.008403531567633085e-02
8.839999999999999858e+00,-1.723741283481237785e+00,-1.970291541718572237e+00,-3.207480116177091611e-01,1.995043541296645517e-01,5.069462309350484391e-02,3.043207671044614177e-02
8.859999999999999432e+00,-1.719959052646391040e+00,-1.971546416756321252e+00,-3.199573030683697805e-01,1.989925981648598685e-01,5.130678027809477265e-02,3.078435166009397400e-02
8.879999999999999005e+00,-1.716185543128798674e+00,-1.972795071209019646e+00,-3.191590873565410824e-01,1.984808319631947982e-01,5.192602573031041002e-02,3.114091218767003205e-02
8.900000000000000355e+00,-1.712420753189373590e+00,-1.974037491304674763e+00,-3.183533028274609933e-01,1.979690617200833003e-01,5.255244568635498298e-02,3.150181084590251979e-02
8.919999999999999929e+00,-1.708664681017488363e+00,-1.975273663283191761e+00,-3.175398872938298145e-01,1.974572936602380369e-01,5.318612743878082388e-02,3.186710071690420504e-02
8.939999999999999503e+00,-1.704917324731142880e+00,-1.976503573396447777e+00,-3.167187780311703227e-01,1.969455340381114639e-01,5.382715934707163474e-02,3.223683541157764537e-02
8.959999999999999076e+00,-1.701178682377134210e+00,-1.977727207908365648e+00,-3.158899117731644446e-01,1.964337891383423629e-01,5.447563084820986057e-02,3.261106906870388233e-02
8.980000000000000426e+00,-1.697448751931223354e+00,-1.978944553094983849e+00,-3.150532247069689484e-01,1.959220652762077020e-01,5.513163246722227462e-02,3.298985635369947739e-02
9.000000000000000000e+00,-1.693727531298305333e+00,-1.980155595244527555e+00,-3.142086524685097637e-01,1.954103687980800752e-01,5.579525582769715580e-02,3.337325245702517373e-02
9.019999999999999574e+00,-1.690015018312577277e+00,-1.981360320657483243e+00,-3.133561301377541519e-01,1.948987060818904993e-01,5.646659366226670224e-02,3.376131309223081439e-02
9.039999999999999147e+00,-1.686311210737704736e+00,-1.982558715646669079e+00,-3.124955922339653358e-01,1.943870835375965667e-01,5.714573982304570893e-02,3.415409449361798966e-02
9.060000000000000497e+00,-1.682616106266992650e+00,-1.983750766537308419e+00,-3.116269727109350907e-01,1.938755076076566497e-01,5.783278929202032709e-02,3.455165341350337205e-02
9.080000000000000071e+00,-1.678929702523553447e+00,-1.984936459667099307e+00,-3.107502049522005705e-01,1.933639847675099332e-01,5.852783819137680199e-02,3.495404711906360817e-02
9.099999999999999645e+00,-1.675251997060472009e+00,-1.986115781386289081e+00,-3.098652217662422048e-01,1.928525215260611381e-01,5.923098379376423583e-02,3.536133338874374726e-02
9.119999999999999218e+00,-1.671582987360979100e+00,-1.987288718057744763e+00,-3.089719553816649422e-01,1.923411244261722108e-01,5.994232453248003051e-02,3.577357050820790391e-02
9.140000000000000568e+00,-1.667922670838616117e+00,-1.988455256057025888e+00,-3.080703374423642282e-01,1.918298000451595653e-01,6.066196001156959339e-02,3.619081726581255265e-02
9.160000000000000142e+00,-1.664271044837404956e+00,-1.989615381772456448e+00,-3.071602990026778279e-01,1.913185549952967079e-01,6.138999101583097334e-02,3.661313294758104103e-02
9.179999999999999716e+00,-1.660628106632016543e+00,-1.990769081605195945e+00,-3.062417705225220499e-01,1.908073959243236362e-01,6.212651952071347738e-02,3.704057733165708188e-02
9.199999999999999289e+00,-1.656993853427936703e+00,-1.991916341969314441e+00,-3.053146818625176451e-01,1.902963295159614820e-01,6.287164870210057432e-02,3.747321068221499962e-02
9.220000000000000639e+00,-1.653368282361637798e+00,-1.993057149291859398e+00,-3.043789622791026606e-01,1.897853624904340952e-01,6.362548294596413745e-02,3.791109374280203503e-02
9.240000000000000213e+00,-1.649751390500746817e+00,-1.994191490012933166e+00,-3.034345404196358009e-01,1.892745016049952878e-01,6.438812785788079751e-02,3.835428772908969219e-02
9.259999999999999787e+00,-1.646143174844210799e+00,-1.995319350585760931e+00,-3.024813443174899086e-01,1.887637536544620187e-01,6.515969027239722211e-02,3.880285432100857856e-02
9.279999999999999361e+00,-1.642543632322468694e+00,-1.996440717476764881e+00,-3.015193013871387273e-01,1.882531254717547398e-01,6.594027826223065880e-02,3.925685565423957246e-02
9.299999999999998934e+00,-1.638952759797616121e+00,-1.997555577165636809e+00,-3.005483384192359497e-01,1.877426239284434029e-01,6.673000114729348009e-02,3.971635431103627545e-02
9.320000000000000284e+00,-1.635370554063577675e+00,-1.998663916145407171e+00,-2.995683815756901014e-01,1.872322559352998517e-01,6.752896950352749172e-02,4.018141331034973118e-02
9.339999999999999858e+00,-1.631797011846271905e+00,-1.999765720922519252e+00,-2.985793563847362053e-01,1.867220284428572352e-01,6.833729517153239175e-02,4.065209609722676698e-02
9.359999999999999432e+00,-1.628232129803782957e+00,-2.000860978016903324e+00,-2.975811877360035052e-01,1.862119484419753335e-01,6.915509126497598746e-02,4.112846653145307146e-02
9.379999999999999005e+00,-1.624675904526524217e+00,-2.001949673962042819e+00,-2.965737998755845206e-01,1.857020229644127662e-01,6.998247217876878146e-02,4.161058887540988738e-02
9.400000000000000355e+00,-1.621128332537412176e+00,-2.003031795305052043e+00,-2.955571164011040475e-01,1.851922590834061133e-01,7.081955359698730024e-02,4.209852778111237287e-02
9.419999999999999929e+00,-1.617589410292030960e+00,-2.004107328606745231e+00,-2.945310602567923763e-01,1.846826639142551685e-01,7.166645250053024774e-02,4.259234827639831605e-02
9.439999999999999503e+00,-1.614059134178801758e+00,-2.005176260441709157e+00,-2.934955537285612870e-01,1.841732446149150770e-01,7.252328717449001150e-02,4.309211575023275814e-02
9.459999999999999076e+00,-1.610537500519152454e+00,-2.006238577398375522e+00,-2.924505184390875367e-01,1.836640083865958561e-01,7.339017721521989834e-02,4.359789593709351152e-02
9.480000000000000426e+00,-1.607024505567683281e+00,-2.007294266079093781e+00,-2.913958753429050641e-01,1.831549624743681048e-01,7.426724353708086257e-02,4.410975490040332236e-02
9.500000000000000000e+00,-1.603520145512337347e+00,-2.008343313100199978e+00,-2.903315447215072398e-01,1.826461141677759858e-01,7.515460837884600787e-02,4.462775901497055553e-02
9.519999999999999574e+00,-1.600024416474568723e+00,-2.009385705092093133e+00,-2.892574461784608308e-01,1.821374708014572019e-01,7.605239530974465534e-02,4.515197494840156311e-02
9.539999999999999147e+00,-1.596537314509510530e+00,-2.010421428699303625e+00,-2.881734986345354521e-01,1.816290397557698832e-01,7.696072923512339847e-02,4.568246964144509481e-02
9.560000000000000497e+00,-1.593058835606142143e+00,-2.011450470580567362e+00,-2.870796203228501708e-01,1.811208284574266913e-01,7.787973640170288425e-02,4.621931028722903179e-02
9.580000000000000071e+00,-1.589588975687460826e+00,-2.012472817408896386e+00,-2.859757287840387074e-01,1.806128443801360284e-01,7.880954440240864334e-02,4.676256430934823405e-02
9.599999999999999645e+00,-1.586127730610645603e+00,-2.013488455871653038e+00,-2.848617408614361191e-01,1.801050950452502963e-01,7.975028218075140563e-02,4.731229933876111154e-02
9.619999999999999218e+00,-1.582675096167228679e+00,-2.014497372670619235e+00,-2.837375726962900746e-01,1.795975880224220111e-01,8.070208003473255953e-02,4.786858318945055868e-02
9.640000000000000568e+00,-1.579231068083263301e+00,-2.015499554522070191e+00,-2.826031397229987752e-01,1.790903309302661339e-01,8.166506962025148197e-02,4.843148383280621028e-02
9.660000000000000142e+00,-1.575795642019492959e+00,-2.016494988156846357e+00,-2.814583566643784063e-01,1.785833314370311453e-01,8.263938395398554015e-02,4.900106937067962021e-02
9.679999999999999716e+00,-1.572368813571517032e+00,-2.017483660320425809e+00,-2.803031375269623426e-01,1.780765972612762260e-01,8.362515741571931172e-02,4.957740800706739170e-02
9.699999999999999289e+00,-1.568950578269959983e+00,-2.018465557772993524e+00,-2.791373955963361020e-01,1.775701361725567640e-01,8.462252575009186761e-02,5.016056801837220913e-02
9.720000000000000639e+00,-1.565540931580643447e+00,-2.019440667289519098e+00,-2.779610434325101576e-01,1.770639559921169115e-01,8.563162606773573604e-02,5.075061772219268547e-02
9.740000000000000213e+00,-1.562139868904749207e+00,-2.020408975659820694e+00,-2.767739928653338288e-01,1.765580645935901638e-01,8.665259684577583665e-02,5.134762544459074707e-02
9.759999999999999787e+00,-1.558747385578991285e+00,-2.021370469688645422e+00,-2.755761549899543028e-01,1.760524699037067653e-01,8.768557792765831194e-02,5.195165948578470139e-02
9.779999999999999361e+00,-1.555363476875783135e+00,-2.022325136195735507e+00,-2.743674401623226178e-01,1.755471799030094149e-01,8.873071052227737843e-02,5.256278808421379484e-02
9.799999999999998934e+00,-1.551988138003403739e+00,-2.023272962015903786e+00,-2.731477579947513279e-01,1.750422026265764930e-01,8.978813720236612783e-02,5.318107937891997095e-02
9.820000000000000284e+00,-1.548621364106170795e+00,-2.024213933999102544e+00,-2.719170173515273459e-01,1.745375461647527826e-01,9.085800190211792970e-02,5.380660137019013800e-02
9.839999999999999858e+00,-1.545263150264605478e+00,-2.025148039010499001e+00,-2.706751263445831834e-01,1.740332186638882117e-01,9.194044991400286693e-02,5.443942187840235952e-02
