controller,run,number_of_samples,mean_solve_time_s,mean_solve_time_ms,max_solve_time_s,max_solve_time_ms
NMPC,run_Mk1Gu_1,284,0.006968857768044141,6.968857768044141,0.0200491999275982,20.0491999275982
FLMPC,run_ObsAv_Mk1_1,284,0.0015502242964993626,1.5502242964993627,0.0062775000114925,6.2775000114925
