t,solve_time,status
0.00130976000000000009,0.00307065600000000017,0
0.0295558399999999999,0.00173049599999999999,0
0.0595932799999999985,0.00162928000000000009,0
0.0895524480000000067,0.00145199999999999995,0
0.119547135999999998,0.00139014400000000006,0
0.149551552000000004,0.00164476800000000001,0
0.179631615999999994,0.001609952,0
0.209550463999999992,0.00163062400000000001,0
0.239551488000000007,0.00159807999999999999,0
0.269556063999999984,0.0023580160000000001,0
0.299572031999999988,0.00163977599999999991,0
0.329548991999999985,0.00164041600000000001,0
0.359570944000000003,0.00158521599999999997,0
0.389553024000000025,0.00166067199999999997,0
0.419551775999999987,0.00162828800000000009,0
0.449570495999999986,0.0014648319999999999,0
0.479562144000000024,0.00163545599999999998,0
0.509552640000000001,0.00184953599999999993,0
0.539720479999999947,0.00138393600000000011,0
0.569554816000000019,0.00165843200000000005,0
0.599558495999999996,0.00161964800000000001,0
0.629538880000000023,0.001396544,0
0.659548127999999956,0.00142505600000000007,0
0.689600703999999953,0.00179619200000000006,0
0.719548831999999972,0.00140912000000000003,0
0.749554175999999961,0.00178796800000000002,0
0.779551903999999962,0.00139129599999999998,0
0.809549631999999963,0.00173248,0
0.839551840000000049,0.00158649599999999996,0
0.869478784000000005,0.0014789759999999999,0
0.899548864000000004,0.00141206399999999998,0
0.929545599999999972,0.00144201599999999996,0
0.959595455999999958,0.00139859199999999993,0
0.989549119999999949,0.00162825600000000002,0
1.01954947200000001,0.00175667199999999992,0
1.04954976000000011,0.00166492799999999998,0
1.07954784000000004,0.00181187199999999996,0
1.10954828800000005,0.001624192,0
1.13956294399999991,0.00182028799999999998,0
1.16955648000000001,0.001487328,0
1.19955407999999997,0.00161731200000000009,0
1.22955161599999996,0.00181222400000000008,0
1.25955081599999996,0.0015986240000000001,0
1.28955315200000009,0.00163673599999999996,0
1.31955215999999997,0.00159977600000000002,0
1.34954719999999995,0.00182528000000000009,0
1.37955055999999998,0.00138867200000000008,0
1.40955683200000004,0.00120608,0
1.43955142400000002,0.000975839999999999954,0
1.4695509120000001,0.00116172799999999989,0
1.49955081599999995,0.00098729599999999992,0
1.5295556159999999,0.00101075199999999996,0
1.55955651199999989,0.000981728000000000071,0
1.58955168000000002,0.00106339200000000003,0
1.61955359999999993,0.000983008000000000059,0
1.64954672000000002,0.00100585600000000007,0
1.67954793600000007,0.000981087999999999969,0
1.70955094400000007,0.00107238400000000001,0
1.73958054400000006,0.000979999999999999968,0
1.76955548799999995,0.00120611200000000007,0
1.79954825600000001,0.000975328000000000024,0
1.82955334400000003,0.0010163520000000001,0
1.85955737599999993,0.00100803200000000007,0
1.88955168000000007,0.00107465600000000001,0
1.91954569599999991,0.000970399999999999952,0
1.94954928000000005,0.00100566400000000008,0
1.97955078399999995,0.000988607999999999978,0
2.00954460800000012,0.001009088,0
2.03954265600000006,0.000960896000000000037,0
2.06955113599999985,0.000998144000000000071,0
2.09954755200000021,0.000982400000000000027,0
2.12954623999999981,0.000991424000000000081,0
2.15954844799999979,0.000960448000000000031,0
2.18954739200000015,0.00103107200000000006,0
2.21954307200000001,0.000959744000000000005,0
2.24954326400000015,0.00099488000000000007,0
2.27955468800000016,0.00098707200000000008,0
2.30955308799999992,0.00101222399999999994,0
2.33955004799999999,0.000990175999999999947,0
2.36955353600000018,0.00101500799999999997,0
2.39957792000000003,0.000977472000000000063,0
2.42954838399999984,0.00100076799999999997,0
2.45957280000000011,0.000955904000000000042,0
2.48961327999999993,0.00101456000000000007,0
2.51957939199999981,0.000976095999999999973,0
2.5495452799999998,0.000988832000000000036,0
2.5795523199999999,0.00109500799999999996,0
2.60955724800000022,0.00102607999999999996,0
2.63954694400000012,0.000977343999999999999,0
2.66954940799999996,0.00092486399999999996,0
2.69954784000000014,0.000998495999999999976,0
2.72955555199999989,0.00105052800000000001,0
2.75955401600000005,0.00103334400000000006,0
2.78954876799999996,0.00105427199999999998,0
2.81954937599999989,0.000968127999999999957,0
2.8495430719999999,0.000979999999999999968,0
2.87955817600000019,0.00112678400000000003,0
2.909553952,0.00104432000000000006,0
2.93955600000000006,0.000995264000000000044,0
2.96955542400000017,0.00103257599999999989,0
2.99955231999999983,0.00100128000000000001,0
3.02955084799999996,0.000994656000000000012,0
3.05955849600000018,0.000766112,0
3.08954927999999995,0.0010337600000000001,0
3.11954601600000014,0.00097360000000000003,0
3.14955337600000007,0.0010109120000000001,0
3.17955257599999985,0.000980448000000000083,0
3.20954736000000018,0.00101548799999999994,0
3.23954431999999981,0.000991775999999999986,0
3.26955481599999986,0.00100454400000000001,0
3.29955091199999995,0.000986560000000000041,0
3.32954659199999981,0.00100483199999999999,0
3.35954713600000021,0.000950047999999999995,0
3.38954739199999988,0.00102819200000000004,0
3.41955414400000013,0.000970271999999999996,0
3.44955372800000015,0.00101046399999999998,0
3.47955206399999994,0.00101747199999999995,0
3.50957059200000021,0.00120233600000000003,0
3.53956918399999987,0.00102224,0
3.56955289599999981,0.00104121599999999997,0
3.59958179199999995,0.00099782400000000002,0
3.62955168000000006,0.00100745600000000011,0
3.65954975999999998,0.000953887999999999958,0
3.68959331199999996,0.00102918400000000004,0
3.71955097599999984,0.000983967999999999995,0
3.74955008000000012,0.00100089600000000003,0
3.77955232000000008,0.00098627200000000006,0
3.80955456000000003,0.00100412799999999997,0
3.8395557440000001,0.000963072000000000038,0
3.86957296000000017,0.00105020799999999996,0
3.89955744000000015,0.00107187199999999997,0
3.92954988799999994,0.00101926399999999998,0
3.95954713599999986,0.000965407999999999956,0
3.9895488320000001,0.00102246400000000006,0
4.01955065599999983,0.00103740800000000008,0
4.04954601599999986,0.00108012800000000008,0
4.07955507199999978,0.00101116800000000001,0
4.10955481600000017,0.001033216,0
4.13955216000000004,0.00110182399999999995,0
4.16956092800000011,0.00103100799999999992,0
4.19955164799999991,0.000995039999999999987,0
4.22955456000000041,0.00103625599999999994,0
