t,segment,X,Y,psi,vx,delta,ax,Xd,Yd,Xdd,Ydd,kappa
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.645865432098765457e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,0.000000000000000000e+00,7.084751604938271810e-05,0.000000000000000000e+00,0.000000000000000000e+00,7.291730864197530984e-03,0.000000000000000000e+00,3.950182716049384091e-01,7.291730864197530984e-03,0.000000000000000000e+00,3.954276543209875872e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,0.000000000000000000e+00,2.997842172839505857e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.580073086419753539e-02,0.000000000000000000e+00,4.546617283950618593e-01,1.580073086419753539e-02,0.000000000000000000e+00,4.550656790123457363e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-02,0.000000000000000000e+00,7.106663999999999082e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.547819999999999946e-02,0.000000000000000000e+00,5.118814814814814929e-01,2.547819999999999946e-02,0.000000000000000000e+00,5.122799999999999576e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-02,0.000000000000000000e+00,1.326380879012346034e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.627599012345679441e-02,0.000000000000000000e+00,5.667101234567898382e-01,3.627599012345679441e-02,0.000000000000000000e+00,5.671032098765432794e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00,2.168858024691357970e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.814660493827160187e-02,0.000000000000000000e+00,6.191802469135802012e-01,4.814660493827160187e-02,0.000000000000000000e+00,6.195679012345678416e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e-01,0.000000000000000000e+00,3.259084799999999171e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.104319999999999885e-02,0.000000000000000000e+00,6.693244444444446106e-01,6.104319999999999885e-02,0.000000000000000000e+00,6.697066666666666723e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e-01,0.000000000000000000e+00,4.617117797530864709e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.491958271604939879e-02,0.000000000000000000e+00,7.171753086419758727e-01,7.491958271604939879e-02,0.000000000000000000e+00,7.175520987654320226e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000033e-01,0.000000000000000000e+00,6.262096276543211056e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.973021234567903071e-02,0.000000000000000000e+00,7.627654320987653502e-01,8.973021234567903071e-02,0.000000000000000000e+00,7.631367901234565876e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.799999999999999933e-01,0.000000000000000000e+00,8.212255199999997368e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.054301999999999878e-01,0.000000000000000000e+00,8.061274074074060714e-01,1.054301999999999878e-01,0.000000000000000000e+00,8.064933333333332843e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,0.000000000000000000e+00,1.048493827160494087e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.219753086419752969e-01,0.000000000000000000e+00,8.472938271604943949e-01,1.219753086419752969e-01,0.000000000000000000e+00,8.476543209876541418e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000011e-01,0.000000000000000000e+00,1.309661097283950498e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.393219530864197586e-01,0.000000000000000000e+00,8.862972839506184641e-01,1.393219530864197586e-01,0.000000000000000000e+00,8.866523456790121882e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.399999999999999911e-01,0.000000000000000000e+00,1.606287360000000289e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.574272000000000171e-01,0.000000000000000000e+00,9.231703703703693087e-01,1.574272000000000171e-01,0.000000000000000000e+00,9.235199999999998965e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000089e-01,0.000000000000000000e+00,1.939847430123456742e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.762487679012345598e-01,0.000000000000000000e+00,9.579456790123437315e-01,1.762487679012345598e-01,0.000000000000000000e+00,9.582898765432098509e-01,0.000000000000000000e+00,0.000000000000000000e+00
