t,X,Y,psi,vx
0.045942199998535216,9.53674295089968e-09,5.8487055198952476e-09,3.1399998664855957,0.0
0.11643029999686405,-0.0018812937196344137,-2.0372410745039815e-06,3.1426788012133997,0.0070656771262105145
0.18625530001008883,-0.007928449660539627,1.2983125543541973e-06,3.139091730117798,0.027979443680429494
0.2561215999885462,-0.018593331798911095,1.2415482160577085e-05,3.145501677189962,0.06097902202700787
0.32597040000837296,-0.03392419591546059,-0.00012768733722623438,3.145252291356222,0.10320789450197887
0.3960097999952268,-0.05392243713140488,0.00015188536781352013,3.1238858699798584,0.15248594225167011
0.46616420001373626,-0.07858362048864365,0.0005013613845221698,3.1373279094696045,0.206279869770697
0.5363660000148229,-0.10790923982858658,-0.00010144551924895495,3.1646490732776087,0.265318179293373
0.6065925000002608,-0.14187021553516388,-0.000792234146501869,3.15480882326235,0.326038887062183
0.6764856000081636,-0.18014194071292877,-0.0005480176769196987,3.131326675415039,0.38855586736321635
0.7465047999867238,-0.24373047053813934,0.0004088363784831017,3.1297903060913086,0.45015251954558044
0.8161987999919802,-0.2879830300807953,0.0006961525650694966,3.137011766433716,0.5037440192936955
0.8863672000006773,-0.3334014117717743,0.0006882192101329565,3.1426151434527796,0.547638200812461
0.9561249999969732,-0.3792251944541931,0.000556382758077234,3.1446147600757044,0.5829285289117317
1.026071000000229,-0.4248286485671997,0.0004097532364539802,3.144710127507345,0.6083105056493163
1.0965605000092182,-0.4696403741836548,0.0002849092415999621,3.1442394892321985,0.6230468309024838
1.1662254999973811,-0.5133191347122192,0.0001866891689132899,3.143715206776754,0.6323018467122269
1.2359331999905407,-0.5556190609931946,0.00011177119449712336,3.1432583967791956,0.6323420658678481
1.3064846000052057,-0.596429169178009,5.567734478972852e-05,3.1428805033313196,0.6275301807010178
1.3763856000150554,-0.6357633471488953,1.4289142200141214e-05,3.1425777117358606,0.6183380079388325
1.4462126000144053,-0.6923830509185791,-2.9473840186255984e-05,3.1422835032092493,0.6052647406516632
1.516318100009812,-0.7288333177566528,-5.1765022362815216e-05,3.1422067324267786,0.5908010309428281
1.5863494999939576,-0.7636962532997131,-7.523065869463608e-05,3.14232308069338,0.5737272153213101
1.6560786000045482,-0.7973000407218933,-0.00010800874588312581,3.142705027257101,0.5563428865713849
1.7263351999863517,-0.830010175704956,-0.00016110406431835145,3.143463198338644,0.5395905182835061
1.7964016000041738,-0.8622366786003113,-0.0002497944806236774,3.144740168248312,0.5257473047080002
1.8663840999943204,-0.8943684697151184,-0.00039490219205617905,3.1466882864581507,0.5148895855655388
1.9363299999968149,-0.9267488121986389,-0.00062343425815925,3.149442259465353,0.5067479329054958
2.006603099987842,-0.9596652984619141,-0.0009685526019893587,3.15309721628298,0.503144228556268
2.0763880999875255,-0.9933249354362488,-0.00146773480810225,3.1576553026782435,0.5049588799189881
2.1460836000042036,-1.045277714729309,-0.00258043990470469,3.1658151785479944,0.5085653289568708
2.21607049999875,-1.0802892446517944,-0.0035715203266590834,3.17113167444338,0.5128467389504916
2.2861718999920413,-1.1154546737670898,-0.004745138343423605,3.1762874762164515,0.5165861720115401
2.3559705000079703,-1.150697112083435,-0.006113296840339899,3.1818280855761927,0.5196782856515938
2.4264753999887034,-1.1859397888183594,-0.007685062941163778,3.187626902257101,0.5216193220602088
2.496341799997026,-1.221114993095398,-0.009458480402827263,3.1933801809894007,0.5232997437130662
2.5663999000098556,-1.2561633586883545,-0.011418807320296764,3.1987348238574427,0.5244842916973795
2.636452700011432,-1.2910324335098267,-0.01353798434138298,3.2033262888537806,0.5244040674210187
2.7061579000146594,-1.3256875276565552,-0.015776479616761208,3.206811014805929,0.5235675090423091
2.77642380000907,-1.36011803150177,-0.018085243180394173,3.208863083516256,0.5220641835886195
2.8460070000146516,-1.4113892316818237,-0.02155519835650921,3.2088449637042444,0.5199768376352196
2.9162166999885812,-1.4451158046722412,-0.023793529719114304,3.2071874777423304,0.5166747902051292
2.9861077000095975,-1.4781101942062378,-0.025875654071569443,3.2033501307116907,0.5115876580816532
3.0567191999871284,-1.510482907295227,-0.027735164389014244,3.197059694920675,0.5052399258038146
3.1261953999928664,-1.5424004793167114,-0.029303792864084244,3.1880977789508265,0.49867592328925286
3.1963680000044405,-1.5740760564804077,-0.030509082600474358,3.17631179491152,0.4930075181087791
3.266173899988644,-1.6057071685791016,-0.03127169609069824,3.1616998354541224,0.48837534483251843
3.3364273000042886,-1.6375139951705933,-0.03150854632258415,3.144421641026632,0.4855775153355635
3.4061280000023544,-1.6696858406066895,-0.03113415092229843,3.12483811378479,0.484776200947615
3.476540500007104,-1.7023749351501465,-0.030067138373851776,3.103499412536621,0.4850659567925314
3.5460465000069235,-1.7525222301483154,-0.027021434158086777,3.0695600509643555,0.4902073188099576
3.615982499992242,-1.78620445728302,-0.02404779940843582,3.048988103866577,0.4944752453620552
3.6860410000081174,-1.8199938535690308,-0.020441707223653793,3.030698537826538,0.4982783284283909
3.7560055000067223,-1.8539091348648071,-0.0161836426705122,3.0118961334228516,0.5017978557947613
3.826170699991053,-1.8879728317260742,-0.011232670396566391,2.9922890663146973,0.5051023635199509
3.896113900002092,-1.9222110509872437,-0.005553904455155134,2.972188711166382,0.5091499253987497
3.9662094000086654,-1.9566434621810913,0.0008747404790483415,2.952011823654175,0.5135714516993076
4.0363662999880034,-1.9912775754928589,0.008060644380748272,2.9321181774139404,0.5167161878830338
