t,X_e,Y_e,Psi_e,vx_e
0.06013109997729771,9.53674295089968e-09,7.301568683004689e-09,-1.3351440442121998e-07,0.0
0.12668249997659586,0.000487588099323137,3.7151213412808757e-06,-0.01167066011248652,-0.018863372402700005
0.19329199998173863,0.003417885796945921,4.9028933278088666e-05,-0.018767521259304587,-0.0593863529659534
0.26013749997946434,0.00789662899628168,0.0001406854012016466,-0.021065677579811926,-0.0991176597354723
0.3267262000008486,0.01472292749004802,0.00030066109542511077,-0.02144471881267007,-0.1452071047391407
0.39340359999914654,0.028468330742399222,0.0006430267486682404,-0.02052414746970932,-0.2156163860832022
0.46011379998526536,0.042168031435099194,0.00100592381128541,-0.017680804005556716,-0.2725061268968707
0.5268042999960016,0.059215236925892284,0.0014638137712487795,-0.013532746120032524,-0.3324333067418178
0.5934328000003006,0.08829455055488446,0.0022373273833546977,-0.008242735710556115,-0.41728949966634543
0.6600936999893747,0.11391804055148154,0.002917449357163013,-0.0016107462832923858,-0.48121081590581644
0.7267505999770947,0.14329886121701535,0.003681261161215648,0.00485071514015889,-0.5454628495126715
0.7934024999849498,0.1895538067507743,0.004884271951985444,0.0030243676848233925,-0.6322095830357682
0.860082599974703,0.2277924388834666,0.005907080864026546,-0.006831641415635303,-0.6944546914366975
0.9267656999872997,0.2696462965430505,0.0070390464599003255,-0.006105053901075852,-0.7547208078485093
0.9935007999883965,0.3324700630380561,0.008648624014263709,0.00635628489881368,-0.8328713221174938
1.0600836999947205,0.3823224140461598,0.009871652815718845,0.006206363723973762,-0.886256249277959
1.126741599990055,0.4352165176675364,0.011219801123211545,-0.007516788050165868,-0.9359074891452603
1.1934900999767706,0.5120861136380569,0.013162507202235638,-0.00628657571825908,-0.9974102638059278
1.2600931999913882,0.5712502555123611,0.014532717118611274,0.010599744770524833,-1.036629209078298
1.326759099989431,0.6325769200915848,0.015854880060835613,0.010780929639503167,-1.0708417508302581
1.3934175999893341,0.719594195120958,0.017809532660944805,-0.006500753156705841,-1.1101871801039191
1.4602563999942504,0.7848705579140594,0.019274362658711568,-0.005057064748582363,-1.1317941940677758
1.52677309999126,0.8512367451820625,0.020536666213923846,0.016421064508617356,-1.1477290949027883
1.5934598999738228,0.9436513364254484,0.022112692392593464,0.017447197149304206,-1.1620262248160884
1.660143799992511,1.0113484688722763,0.02329219637844754,-0.003785184433747091,-1.164554980082597
1.726769199973205,1.078984136992152,0.024463009416963888,-0.0017991804355195207,-1.1613487077750595
1.793425899988506,1.1717154582796792,0.025627830791723438,0.025051028404965425,-1.1503288420938917
1.8601468999986537,1.2380444560849335,0.026131813727807058,0.02640451305527547,-1.1342726380343076
1.9267898999969475,1.3032067593758254,0.02672963758300071,0.0017608664044459488,-1.113062324814213
1.993464299972402,1.3913916277635738,0.027443731287437836,0.005455079934221452,-1.0791913185744968
2.0601276999805123,1.4528443941292664,0.027424116201319126,0.03699016873074301,-1.0470375452014713
2.126834199996665,1.51221414163702,0.02701943720881437,0.03949154393856347,-1.0109002692819709
2.1934850999969058,1.5917427102717496,0.02665235693857149,0.013167543126844539,-0.959245264688745
2.2601469999935944,1.6455180603280517,0.02622819852950702,0.017625917377321443,-0.9155840718186123
2.326791699975729,1.696567124582116,0.025140809225885838,0.054894874114368886,-0.8696650899666921
2.3934553999861237,1.7646124825724965,0.023207483159705816,0.060901560246833686,-0.8079285769669589
2.4601197999727447,1.8090160143142993,0.021728472724581803,0.031468870762464185,-0.759268611442109
2.526810299983481,1.8504470703210654,0.020256452179822887,0.03139142495458547,-0.7106457210586118
2.5935754999809433,1.9059490587911352,0.01746076228577036,0.07106896175035615,-0.6493822062007815
2.6601892999897245,1.9407824888936513,0.01468838589648333,0.07826303457550798,-0.6041107470134716
2.7267646999971475,1.9729230065649253,0.012210408301890508,0.047178044369078354,-0.5619567364142686
2.7935096999863163,2.0172017865686396,0.008786586087761793,0.059126785329684406,-0.5141385732595081
2.860105299972929,2.044135500044919,0.0053428962838569845,0.1090720753468104,-0.48300153776685384
2.9267682999779936,2.0693326604983855,0.001308485231111307,0.11663007096819333,-0.45828538759496473
2.993536399997538,2.106564564402423,-0.003505509962581419,0.08229771472095049,-0.4394448667321412
3.0601517999893986,2.1295872628688812,-0.0069889831356704235,0.08643194670868226,-0.43440967309133294
3.1268044999742415,2.152413584376289,-0.011360366304745295,0.1291451629679714,-0.4324977820841858
3.1934485999809112,2.1884047615791395,-0.017547338776266266,0.12659121944413565,-0.4261503267110358
3.260156999982428,2.210381526186483,-0.021547335182605765,0.08003465423736289,-0.41609559616358843
3.326842399983434,2.231640094662446,-0.025098886603245107,0.08097917040890312,-0.40327710247813603
3.393571799999336,2.2649968756199668,-0.030914315175763454,0.13040485558375936,-0.38437254022183875
3.4601241999771446,2.2841243150198496,-0.035710311662198194,0.1290531020442054,-0.36638088973726535
3.526774599973578,2.302080845850989,-0.039378690822913356,0.07596318838690674,-0.3468202297782004
3.5935356999980286,2.3309135125288196,-0.04361968298232283,0.0739726119681583,-0.3207764570090794
3.6601736999873538,2.3459952445726886,-0.0474355734564611,0.12068990858817363,-0.29872401649695385
3.7268062999937683,2.359711468901692,-0.051494240091289535,0.11321730927498264,-0.27591812147986383
3.7934409999870695,2.383039071426517,-0.05526288747198521,0.05454984544523089,-0.2472156778795896
3.8601500999939162,2.3936254541471795,-0.057140949851686364,0.053231969637695276,-0.22418455772449752
3.926805399998557,2.4027701885860897,-0.06013143430425768,0.10976659355802987,-0.20133378634632465
3.993470299988985,2.42044236586799,-0.06453830553715145,0.10765015165423897,-0.1736380087060943
4.060195899975952,2.426534576855534,-0.06652329921132241,0.0468049366988863,-0.15205287689247227
4.1268551999819465,2.4313543548331094,-0.06770926050771345,0.047400480396713185,-0.13134441049966744
4.193455799977528,2.4438220276110996,-0.07110213375938794,0.11113117219746105,-0.10738478998991102
4.260161899990635,2.4459354699898443,-0.07438843326930043,0.1128063504324075,-0.08923529122264251
4.326766199985286,2.446952630860673,-0.07611688388797534,0.05170769276290388,-0.0725025256791802
4.393507599976147,2.455204246649094,-0.07792013322866716,0.058618182922243633,-0.05424290466417936
4.460159299982479,2.454109046891463,-0.08061390637731049,0.12884206598955306,-0.04082025422227109
4.526800399995409,2.4522147952236932,-0.08418500435414482,0.13343155975056087,-0.029022982088187543
4.5934622999920975,2.4574049536869262,-0.08715062921172928,0.07732468984423502,-0.01783501090161127
4.660169999988284,2.4541544690708847,-0.08847320310159403,0.08876757479029784,-0.009948469876367327
4.726810899999691,2.450335305763923,-0.09191123439718665,0.1703684678067967,-0.003666386978337044
4.793500599975232,2.4538605381362015,-0.09787549671951959,0.18634249898242627,0.00013705581789130727
4.860157999995863,2.449379683901017,-0.1009792366247512,0.12776436676012626,0.0024905569849478226
4.926807499985443,2.444761589664551,-0.10334735878560583,0.13662480259880017,0.0031414316107555296
4.993456699972739,2.4479496616530545,-0.10973676810895965,0.22534876628084088,-0.00016346425919994134
5.060183999972651,2.4432368083683818,-0.11605495876381369,0.24020005226849506,-0.0028975237408416787
5.126795899996068,2.4386157543727043,-0.12063508076173061,0.17851855882661471,-0.007055969679220064
5.193468099983875,2.44274827823423,-0.12694418693184892,0.19887140176416906,-0.016308942648023073
5.260118999984115,2.438592086570015,-0.13388162033939457,0.284948467155131,-0.022857445503739082
5.3268012999906205,2.434673482741317,-0.1422763627055572,0.2912875465310125,-0.030235395565664014
5.39344909999636,2.4403700444041276,-0.15182502266621112,0.22851700279235398,-0.04401468116624596
5.460647499974584,2.4371945690960617,-0.15786095294173805,0.241715119502123,-0.05137243124000335
5.527323399990564,2.434382339715803,-0.16709755485671882,0.3328283174183806,-0.0601027951413885
5.593999499978963,2.441887695874456,-0.18184945533472777,0.3439379729609344,-0.07345042573551708
5.6606436999863945,2.4399404548154733,-0.19095876593630498,0.27081338715322634,-0.08138814419580076
5.727323099999921,2.4383674533264488,-0.1991215243729495,0.2717664796775918,-0.08847354362120208
5.79397179998341,2.4474009920254,-0.21472399699327024,0.36359442780412454,-0.09822481000583272
5.860654799995245,2.4459009343058424,-0.22811850312522744,0.37522543218102156,-0.10229941571136048
5.927312899992103,2.4445134920103015,-0.23908045146570067,0.2981945787196425,-0.1047944010298063
5.994058699987363,2.4540973547646803,-0.25413472585074204,0.30955814931092673,-0.1057853877084779
6.060649599996395,2.4520421028137207,-0.26737854182720183,0.4010800435959103,-0.102273923649989
6.127324199973373,2.449436905014105,-0.2823488122183797,0.4074331076536719,-0.10109801494001047
6.19398669997463,2.458018818589756,-0.3005602832585174,0.33234365810364297,-0.1115938016831266
6.260769299988169,2.4560960437546946,-0.3122630414674409,0.3434804682067454,-0.1227883513717003
