time,reference_index,solver_status,solver_success,solve_time
0.0404180999903474,0,OPTIMAL,1,0.002666999993380159
0.11034630000358447,4,OPTIMAL,1,0.0012376999948173761
0.18069029998150654,7,OPTIMAL,1,0.0016619999951217324
0.25037729999166913,11,OPTIMAL,1,0.0014150000060908496
0.320806999981869,14,OPTIMAL,1,0.0013334999966900796
0.3906413000077009,18,OPTIMAL,1,0.001351400016574189
0.46068170000216924,21,OPTIMAL,1,0.0009843000152613968
0.53082600000198,25,OPTIMAL,1,0.0012704999826382846
0.6007570999790914,28,OPTIMAL,1,0.0015187000099103898
0.670504699985031,32,OPTIMAL,1,0.0011477000080049038
0.7405647999839857,35,OPTIMAL,1,0.0010454999865032732
0.8107273000059649,39,OPTIMAL,1,0.0012838999973610044
0.8804069999896456,42,OPTIMAL,1,0.0012955999991390854
0.9504139999917243,46,OPTIMAL,1,0.0009983000054489821
1.0207590000063647,49,OPTIMAL,1,0.0011239000014029443
1.0906374999904074,53,OPTIMAL,1,0.0012136000150348991
1.1604630000074394,56,OPTIMAL,1,0.0011781000066548586
1.230980099993758,60,OPTIMAL,1,0.0016355999978259206
1.3009910999971908,63,OPTIMAL,1,0.0014276999863795936
1.3705744000035338,67,OPTIMAL,1,0.0011602999875321984
1.4407571000047028,70,OPTIMAL,1,0.0013008000096306205
1.5107864000019617,74,OPTIMAL,1,0.001783000014256686
1.5805901999992784,77,OPTIMAL,1,0.0016764999891165644
1.65034329998889,81,OPTIMAL,1,0.001821899990318343
1.7205551999795716,84,OPTIMAL,1,0.00169500001356937
1.7907566000067163,88,OPTIMAL,1,0.0013764000032097101
1.8604696999827866,91,OPTIMAL,1,0.0011885999992955476
1.9309921999811195,95,OPTIMAL,1,0.0013428999809548259
2.0004958999925293,98,OPTIMAL,1,0.0017097999807447195
2.0708722999843303,102,OPTIMAL,1,0.001060499984305352
2.1407672000059392,105,OPTIMAL,1,0.0012240999785717577
2.2106897000048775,109,OPTIMAL,1,0.001288700004806742
2.280666200007545,112,OPTIMAL,1,0.0016625999996904284
2.3508353999932297,116,OPTIMAL,1,0.0014811000146437436
2.420457100000931,119,OPTIMAL,1,0.0017059000092558563
2.4905677000060678,123,OPTIMAL,1,0.001455499994335696
2.560777499980759,126,OPTIMAL,1,0.00156309999874793
2.630627699982142,130,OPTIMAL,1,0.0010022999776992947
2.7007827000052202,133,OPTIMAL,1,0.0016673000063747168
2.7709642999980133,137,OPTIMAL,1,0.001425599999492988
2.8405741000024136,140,OPTIMAL,1,0.001138299994636327
2.9106890999828465,144,OPTIMAL,1,0.0014032000035513192
2.98078089999035,147,OPTIMAL,1,0.0013589000154752284
3.050578599999426,151,OPTIMAL,1,0.0012860999850090593
3.1207389000046533,154,OPTIMAL,1,0.0012645999959204346
3.1910433000011835,158,OPTIMAL,1,0.0027174000279046595
3.260779999982333,161,OPTIMAL,1,0.0012661000073421746
3.3304419000050984,165,OPTIMAL,1,0.0011592000082600862
3.4003920999821275,168,OPTIMAL,1,0.0015508999931626022
3.4706214999896474,172,OPTIMAL,1,0.0013063000224065036
3.5407945000042673,175,OPTIMAL,1,0.0010664000001270324
3.610824799980037,179,OPTIMAL,1,0.0012510000087786466
3.6804906000033952,182,OPTIMAL,1,0.0014153000083751976
3.7509018999990076,186,OPTIMAL,1,0.0012251999869477004
3.8207054999948014,189,OPTIMAL,1,0.0011740999761968851
3.890765799995279,193,OPTIMAL,1,0.0012718999932985753
3.960565299988957,196,OPTIMAL,1,0.003209599992260337
4.0305588000046555,200,OPTIMAL,1,0.001189300004625693
4.100680600007763,203,OPTIMAL,1,0.003061299998080358
4.170920899981866,207,OPTIMAL,1,0.0010224000143352896
4.2407912999915425,210,OPTIMAL,1,0.0011334000155329704
4.310548699984793,214,OPTIMAL,1,0.0014088999887462705
4.380575399991358,217,OPTIMAL,1,0.001684500020928681
4.450701800000388,221,OPTIMAL,1,0.0012134000135120004
4.5208275000040885,224,OPTIMAL,1,0.0012493000249378383
4.590965499985032,228,OPTIMAL,1,0.0011716000153683126
4.660669200005941,231,OPTIMAL,1,0.0011749999830499291
4.730889300000854,235,OPTIMAL,1,0.0012039000284858048
4.8006987999833655,238,OPTIMAL,1,0.001496999990195036
4.870820599986473,242,OPTIMAL,1,0.003936799999792129
4.9406703999848105,245,OPTIMAL,1,0.001423100009560585
5.010448599990923,249,OPTIMAL,1,0.0012494000256992877
5.081017899996368,252,OPTIMAL,1,0.001195799995912239
5.150655399978859,256,OPTIMAL,1,0.0011060999822802842
5.220433699985733,259,OPTIMAL,1,0.0011209999793209136
5.290909899980761,263,OPTIMAL,1,0.0016003000200726092
5.36074629999348,266,OPTIMAL,1,0.0016164999979082495
5.430496799992397,270,OPTIMAL,1,0.001054599997587502
5.500966699997662,273,OPTIMAL,1,0.0013108999992255121
5.5707548999926075,277,OPTIMAL,1,0.0009185000089928508
5.640747700002976,280,OPTIMAL,1,0.0016085999959614128
5.710712200001581,284,OPTIMAL,1,0.0010887999960687011
5.780611700000009,287,OPTIMAL,1,0.001344099990092218
5.850627599982545,291,OPTIMAL,1,0.003438100015046075
5.920791799988365,294,OPTIMAL,1,0.0010449999826960266
5.990808100003051,298,OPTIMAL,1,0.0011212000099476427
6.060924699995667,301,OPTIMAL,1,0.0010926999966613948
6.130680100002792,305,OPTIMAL,1,0.0011325999803375453
6.200643699994544,308,OPTIMAL,1,0.0013789999939035624
6.270933599997079,312,OPTIMAL,1,0.004978799988748506
6.34057249999023,315,OPTIMAL,1,0.0012738000077661127
6.410662999987835,319,OPTIMAL,1,0.0011440999805927277
6.481010699993931,322,OPTIMAL,1,0.001305999991018325
6.550706599984551,326,OPTIMAL,1,0.0012835999950766563
6.6208573000039905,329,OPTIMAL,1,0.0014847000129520893
6.69094369999948,333,OPTIMAL,1,0.001128400006564334
6.760395299992524,336,OPTIMAL,1,0.0012283000105526298
6.830594500002917,340,OPTIMAL,1,0.0011027000145986676
6.900768599996809,343,OPTIMAL,1,0.0025599999935366213
6.970676700002514,347,OPTIMAL,1,0.0019066999957431108
7.040662999992492,350,OPTIMAL,1,0.001147200004197657
7.1104155000066385,354,OPTIMAL,1,0.0010964999964926392
7.1807680999918375,357,OPTIMAL,1,0.001277300005313009
7.250375100004021,361,OPTIMAL,1,0.0010291000071447343
7.320431500003906,364,OPTIMAL,1,0.0013235000078566372
7.391000300005544,368,OPTIMAL,1,0.0018051000079140067
7.460506400006125,371,OPTIMAL,1,0.0012965999776497483
7.530626799998572,375,OPTIMAL,1,0.0026584999868646264
7.601041699992493,378,OPTIMAL,1,0.0026188000047113746
7.670734499988612,382,OPTIMAL,1,0.0009539999882690609
7.740837899997132,385,OPTIMAL,1,0.0011135999811813235
7.810836099990411,389,OPTIMAL,1,0.00105489999987185
7.880439999978989,392,OPTIMAL,1,0.0011375999893061817
7.95068799998262,396,OPTIMAL,1,0.0015356999938376248
8.020629999984521,399,OPTIMAL,1,0.0012509000080171973
8.090600099996664,403,OPTIMAL,1,0.0010726000182330608
8.16088939999463,406,OPTIMAL,1,0.001538700016681105
8.230627699987963,410,OPTIMAL,1,0.0022613000182900578
8.300969300005818,413,OPTIMAL,1,0.004024199995910749
8.370571199979167,417,OPTIMAL,1,0.0011434000043664128
8.4405138999864,420,OPTIMAL,1,0.0009854999952949584
