t,delta_ref,ax_ref
0.06013109997729771,0.5236,0.25543793280589405
0.12668249997659586,0.5236,0.3
0.19329199998173863,0.26304378234454007,0.3
0.26013749997946434,0.10254616932073743,0.3
0.3267262000008486,0.04713979968879388,0.3
0.39340359999914654,0.0195771961979784,0.3
0.46011379998526536,0.010809869641901611,0.3
0.5268042999960016,0.006075579194070617,0.3
0.5934328000003006,0.0026841798269629513,0.3
0.6600936999893747,0.0012380302212955344,0.3
0.7267505999770947,0.00028977320191756416,0.3
0.7934024999849498,-0.0005345424660209426,0.3
0.860082599974703,-0.0009603530915214639,0.3
0.9267656999872997,-0.0012890376996899922,0.3
0.9935007999883965,-0.001637683628051997,0.3
1.0600836999947205,-0.0018614662492179752,0.3
1.126741599990055,-0.0020699478914792896,0.3
1.1934900999767706,-0.002342704240699142,0.3
1.2600931999913882,-0.002554242947670801,0.3
1.326759099989431,-0.0027796924473095963,0.3
1.3934175999893341,-0.003113394781275721,0.3
1.4602563999942504,-0.0033972310459740884,0.3
1.52677309999126,-0.0037179286479516287,0.3
1.5934598999738228,-0.004217305800346484,0.18955354380773315
1.660143799992511,-0.004658380536650465,0.09381491881290671
1.726769199973205,-0.00516951719759387,-0.0007140262917495477
1.793425899988506,-0.005984936572352948,-0.12331455225599441
1.8601468999986537,-0.0067197375267646605,-0.21151855802014907
1.9267898999969475,-0.007584067064368619,-0.29550978958447516
1.993464299972402,-0.008984061730314422,-0.3
2.0601276999805123,-0.010261609256551221,-0.3
2.126834199996665,-0.011777159901954373,-0.3
2.1934850999969058,-0.014247219486141825,-0.3
2.2601469999935944,-0.016503474794690817,-0.3
2.326791699975729,-0.019166004219978033,-0.3
2.3934553999861237,-0.023433144911356157,-0.3
2.4601197999727447,-0.027210425958545826,-0.3
2.526810299983481,-0.03146784600481502,-0.3
2.5935754999809433,-0.037712697353326066,-0.3
2.6601892999897245,-0.04250508590252558,-0.3
2.7267646999971475,-0.046891102006377236,-0.3
2.7935096999863163,-0.050858834452259895,-0.3
2.860105299972929,-0.05119471007381351,-0.3
2.9267682999779936,-0.0481477284977645,-0.25086152083083135
2.993536399997538,-0.03766504183671802,-0.06300853575441678
3.0601517999893986,-0.02514948558430382,0.08136368777460845
3.1268044999742415,-0.017626837970876694,0.03546818824682063
3.1934485999809112,-0.009690153215900629,-0.041888629170330205
3.260156999982428,-0.004847642474067123,-0.09201997103303583
3.326842399983434,-0.0007027299773504535,-0.13567683038044365
3.393571799999336,0.0039783369755854794,-0.18427931658444052
3.4601241999771446,0.006958379161487132,-0.21388489813036848
3.526774599973578,0.009520778351905339,-0.23793596811195705
3.5935356999980286,0.01227310159740236,-0.26185918730767277
3.6601736999873538,0.01378212022222756,-0.27406812179841644
3.7268062999937683,0.014728138600441898,-0.2816861647390958
3.7934409999870695,0.014915820864772363,-0.28520675571929743
3.8601500999939162,0.014061792455082581,-0.283247563201634
3.926805399998557,0.012162062302609382,-0.27766813689554937
3.993470299988985,0.007667781132979238,-0.26509357062463756
4.060195899975952,0.0025711463040533926,-0.25217780602200257
4.1268551999819465,-0.004202420160065962,-0.23658322421364986
4.193455799977528,-0.0160562094014363,-0.21209051878190976
4.260161899990635,-0.02710980234718993,-0.19128703035839578
4.326766199985286,-0.03991911403956466,-0.1686817531625362
4.393507599976147,-0.05928561321989614,-0.13617039960336186
4.460159299982479,-0.07497358624011922,-0.1103283068001275
4.526800399995409,-0.09101230946563167,-0.08351023675322722
4.5934622999920975,-0.11173909950054042,-0.04666978007910316
4.660169999988284,-0.12585087433672046,-0.01856525530594233
4.726810899999691,-0.13799516361828854,0.009642068183483232
4.793500599975232,-0.1502527230336766,0.04691243757639363
4.860157999995863,-0.15611147156141505,0.07421748376606452
4.926807499985443,-0.15904252793771828,0.1006165307017266
4.993456699972739,-0.15869349825598691,0.13384411303806232
5.060183999972651,-0.15568368937034854,0.1568597464012189
5.126795899996068,-0.1508229064897595,0.17787687510754324
5.193468099983875,-0.14233026420832556,0.20222940735289008
5.260118999984115,-0.1350869473543008,0.21732833894141024
5.3268012999906205,-0.12758301245673404,0.2293689427351655
5.39344909999636,-0.11779793243588467,0.24014433579337613
5.460647499974584,-0.11099286739234292,0.24388628220602726
5.527323399990564,-0.10488207464856986,0.243590814223829
5.593999499978963,-0.0980764711563986,0.23643526247063917
5.6606436999863945,-0.09412492683703423,0.2256453151397917
5.727323099999921,-0.09126369541269136,0.20991280679900548
5.79397179998341,-0.0893030577343394,0.18080500522814624
5.860654799995245,-0.08936900448528144,0.15255643573043365
5.927312899992103,-0.09092524480512493,0.11854739583144358
5.994058699987363,-0.09572716566878897,0.06387088464642332
6.060649599996395,-0.10183405674396019,0.03140985991169387
6.127324199973373,-0.09890678468176495,0.1397757943407445
6.19398669997463,-0.09366073374942792,0.25809191937627673
6.260769299988169,-0.09024181840883759,0.3
6.327304499980528,-0.08803761346093066,0.3
6.393984099995578,-0.08749041471623709,0.3
6.460632399976021,-0.08897972153838966,0.3
6.527332999976352,-0.09209660941089158,0.3
6.594875899987528,-0.09877807748010041,0.25023154447935525
6.660890699975425,-0.10572237891881314,0.1950435292571342
6.727530499978457,-0.11440332546588936,0.13393715936566508
6.7942056999891065,-0.1288625259363875,0.04820722499675867
6.860948099987581,-0.14201554626519172,-0.01556366242868279
6.927538399992045,-0.15723057162637577,-0.07571873492858217
6.994210699980613,-0.18064727606872089,-0.1454994360940951
7.060891599976458,-0.2002112376490628,-0.18659739078017168
7.127530999976443,-0.22078988619812326,-0.2154142883635437
7.194211999973049,-0.24771316620581696,-0.2313967343853527
7.26094129998819,-0.2650487026802482,-0.2248705727527387
7.327613499975996,-0.2769809611822895,-0.2019587535708709
7.394201099989004,-0.27871744835612405,-0.14689127796457413
7.46088069997495,-0.264730928028379,-0.08902017625299763
7.527523500000825,-0.23404309513841315,-0.018921243917567665
7.594270899979165,-0.20474228387706003,0.017735930883681306
7.660883299977286,-0.20748891593275573,-0.0018024341600693106
7.727574799995637,-0.2105467126032073,-0.016224336988550192
7.794191199995112,-0.21461616237800277,-0.028331903215754295
7.860886699985713,-0.21733487630072862,-0.03272714976906599
7.927539099997375,-0.21952392597779283,-0.03368525866066108
7.994234299985692,-0.2213119276645807,-0.030529298045593123
8.060863999999128,-0.22163508134885207,-0.025518136297154825
8.127551199984737,-0.22099939198989837,-0.018809195714112548
8.194193999981508,-0.21863400827284055,-0.008061425986234383
8.260881899972446,-0.2157790129839965,0.0007685270697734836
8.327542799990624,-0.21210991627210582,0.009807514105631299
8.394209499994759,-0.2062199155105205,0.021580330315998708
8.460868699999992,-0.2013079892963655,0.029820288312752297
8.5275395999779,-0.19622296612758214,0.037293742459279855
8.594200499996077,-0.1895967713270065,0.045768830098911195
8.660883899981854,-0.18506870178388057,0.050859467276769266
8.727585799992085,-0.18119689596678593,0.05479998129509411
8.794207699975232,-0.1774720981313315,0.05826571320048046
8.86087239999324,-0.17605318011325488,0.059596749919698766
8.927640499983681,-0.17605052302880736,0.059969052055731
8.994267499976559,-0.1785907414592975,0.059297734185328466
9.060891999979503,-0.18263658834171198,0.056083630734633516
9.127590499992948,-0.19552329496797585,0.03527104278303028
9.195136599999387,-0.20856450283255848,0.01936546497378444
9.260893599974224,-0.21501785689686131,0.016903006483225624
9.327542699989863,-0.21842858118953284,0.020942231362877095
9.394198199996026,-0.21808742011837215,0.033921892239572315
9.46088509997935,-0.21421345413035783,0.047533119689926906
9.527584099996602,-0.20744816883091596,0.06303092910651742
9.594257499993546,-0.19453480457381658,0.08469523326105843
