t,position_error,yaw_error,speed_error
6.00004568696022e-07,9.538275151284893e-08,0.0,0.0
0.0701326000271365,8.2608309526222e-08,0.0,-1.4484930009249353
0.14025419997051358,8.2608309526222e-08,0.0,-1.4244633656145969
0.2104531000368297,8.2608309526222e-08,0.0,-1.3888637758996714
0.28046829998493195,8.2608309526222e-08,0.0,-1.3450314663922252
0.3503166000591591,8.2608309526222e-08,0.0,-1.2940226270601374
0.4205531000625342,8.2608309526222e-08,0.0,-1.2385478849626814
0.4902795000234619,8.2608309526222e-08,0.0,-1.1794275855697347
0.5603712999727577,8.2608309526222e-08,0.0,-1.1147883383450203
0.6301664999919012,8.2608309526222e-08,0.0,-1.0515825722199799
0.700526800006628,8.2608309526222e-08,0.0,-0.9877263619427478
0.770368600031361,8.2608309526222e-08,0.0,-0.9206751838600574
0.8404031000100076,8.2608309526222e-08,0.0,-0.8532858373782319
0.910411800025031,8.2608309526222e-08,0.0,-0.7856258191530257
0.9804281999822706,8.2608309526222e-08,0.0,-0.7172876905353627
1.0500595000339672,8.2608309526222e-08,0.0,-0.6482201709363522
1.1203901000553742,8.2608309526222e-08,0.0,-0.5794197183382672
1.1901055000489578,8.2608309526222e-08,0.0,-0.5105490398090995
1.2602531999582425,8.2608309526222e-08,0.0,-0.43759308621014004
1.3592217999976128,6.897581897646887e-06,-0.0001574476045789197,-0.37176030838777785
1.4591877000639215,0.00038812620914541185,-0.007421356625854969,-0.3048150993595955
1.5592602000106126,0.003594757290557027,-0.03158833086490631,-0.2380355376146035
1.6592088000616059,0.0112035246565938,-0.06045565381646156,-0.1731413162192461
1.7592810000060126,0.022624922916293144,-0.08185604214668274,-0.11776377469158739
1.8591824000468478,0.036346014589071274,-0.09535304456949234,-0.0755134358894407
1.9591845000395551,0.0521700419485569,-0.11926748603582382,-0.0511801704181869
2.0592016000300646,0.07436225563287735,-0.18717992305755615,-0.048598657964163294
2.1591463000513613,0.10977602750062943,-0.3186761140823364,-0.0650870184775858
2.259125299984589,0.1641688048839569,-0.510951042175293,-0.09487663039349736
2.3591493000276387,0.23744162917137146,-0.7211430072784424,-0.13491835475724212
2.4591522000264376,0.3209269940853119,-0.8468824028968811,-0.18144428706131932
2.559155400027521,0.4002625048160553,-0.8182644248008728,-0.23381567340034293
2.659156300011091,0.46890726685523987,-0.7310823798179626,-0.2905827659151572
2.7591706999810413,0.528202474117279,-0.7017685174942017,-0.3506052594593172
2.8591935000149533,0.5903332233428955,-0.8311969637870789,-0.4045623828678604
2.9594931000610813,0.6689615249633789,-1.0628060102462769,-0.43334136315208394
3.059177799965255,0.7592654228210449,-1.118971347808838,-0.44241847649827504
3.1258189999498427,0.8125538229942322,-0.9523991942405701,-0.45789680155608126
3.192548800026998,0.8562919497489929,-0.7980461716651917,-0.4871502010460259
3.2591689999680966,0.890888512134552,-0.6559087634086609,-0.5261632834184792
3.3258809000253677,0.9171688556671143,-0.52599036693573,-0.5731524740743972
3.3925435000564903,0.9362148642539978,-0.4082871973514557,-0.6257232390619418
3.459163299994543,0.9497536420822144,-0.29724356532096863,-0.674880482075741
3.5259544999571517,0.9590219855308533,-0.18062633275985718,-0.703368200041606
3.592768599977717,0.9631449580192566,-0.0518048070371151,-0.7074193429202071
3.6592345000244677,0.9602370262145996,0.08923404663801193,-0.6931325042738932
3.725985800032504,0.9483733773231506,0.24249128997325897,-0.6650895141822999
3.7926107000093907,0.9257352352142334,0.40796396136283875,-0.6264371581644705
3.8592353999847546,0.890801191329956,0.5856561064720154,-0.5800398078218927
3.9258441999554634,0.842583954334259,0.7755680084228516,-0.5281248216861525
3.9925218999851495,0.7822821140289307,0.9183871150016785,-0.4708740236642468
4.0591989000095055,0.7173545956611633,0.8735095262527466,-0.41107974307091544
4.125856900005601,0.6584457159042358,0.7165236473083496,-0.34840615972071554
4.192572099971585,0.6032063364982605,0.6518828868865967,-0.28359806506080676
4.2592378000263125,0.5443874001502991,0.6661946773529053,-0.2175797355423872
4.3258511000312865,0.4817357063293457,0.6679421663284302,-0.15054238583125268
4.392506500007585,0.41844046115875244,0.63369220495224,-0.0824957613982602
4.459314499981701,0.35689303278923035,0.580547034740448,-0.014267497280386898
4.525846999953501,0.2986672818660736,0.5245794057846069,0.051172684954615466
4.592498500016518,0.24471686780452728,0.4756578803062439,0.1065703604977144
4.659184099989943,0.19519448280334473,0.43585410714149475,0.14697279658629148
