t,solve_time,solver_success,solver_status,number_of_config_obstacles,number_of_active_edges,number_of_binary_variables
2.9594931000610813,0.023704299936071038,1,MIQP_OPTIMAL,2,8,104
3.059177799965255,0.009890999994240701,1,MIQP_OPTIMAL,2,8,104
3.1258189999498427,0.007672399980947375,1,MIQP_OPTIMAL,2,8,104
3.192548800026998,0.008263799943961203,1,MIQP_OPTIMAL,2,8,104
3.2591689999680966,0.007662799907848239,1,MIQP_OPTIMAL,2,8,104
3.3258809000253677,0.012137899990193546,1,MIQP_OPTIMAL,2,8,104
3.3925435000564903,0.007956899935379624,1,MIQP_OPTIMAL,2,8,104
3.459163299994543,0.007963999989442527,1,MIQP_OPTIMAL,2,8,104
3.5259544999571517,0.007654600078240037,1,MIQP_OPTIMAL,2,8,104
3.592768599977717,0.0064691000152379274,1,MIQP_OPTIMAL,2,8,104
3.6592345000244677,0.009239600040018559,1,MIQP_OPTIMAL,2,8,104
3.725985800032504,0.0073114000260829926,1,MIQP_OPTIMAL,2,8,104
3.7926107000093907,0.007312200032174587,1,MIQP_OPTIMAL,2,8,104
3.8592353999847546,0.0066723000491037965,1,MIQP_OPTIMAL,2,8,104
3.9258441999554634,0.008027100004255772,1,MIQP_OPTIMAL,2,8,104
3.9925218999851495,0.006100300000980496,1,MIQP_OPTIMAL,2,8,104
4.0591989000095055,0.006048200069926679,1,MIQP_OPTIMAL,2,8,104
4.125856900005601,0.005716399988159537,1,MIQP_OPTIMAL,2,8,104
4.192572099971585,0.006071800016798079,1,MIQP_OPTIMAL,2,8,104
4.2592378000263125,0.006685199914500117,1,MIQP_OPTIMAL,2,8,104
4.3258511000312865,0.006791199906729162,1,MIQP_OPTIMAL,2,8,104
4.392506500007585,0.0060659999726340175,1,MIQP_OPTIMAL,2,8,104
4.459314499981701,0.02125380001962185,1,MIQP_OPTIMAL,2,8,104
4.525846999953501,0.019781799986958504,1,MIQP_OPTIMAL,2,8,104
4.592498500016518,0.020188499940559268,1,MIQP_OPTIMAL,2,8,104
4.659184099989943,0.02157929993700236,1,MIQP_OPTIMAL,2,8,104
4.759188600000925,0.030594400013796985,1,MIQP_OPTIMAL,2,8,104
4.859175799996592,0.02465849998407066,1,MIQP_OPTIMAL,2,8,104
4.959189399960451,0.02969009999651462,1,MIQP_OPTIMAL,2,8,104
5.059195999987423,0.05210829991847277,1,MIQP_OPTIMAL,2,8,104
5.192527299979702,0.0280776999425143,1,MIQP_OPTIMAL,2,8,104
5.292584200040437,0.035184500040486455,1,MIQP_OPTIMAL,2,8,104
5.392567600007169,0.037331299972720444,1,MIQP_OPTIMAL,2,8,104
5.492527500027791,0.036560799926519394,1,MIQP_OPTIMAL,2,8,104
5.592549500055611,0.032985700061544776,1,MIQP_OPTIMAL,2,8,104
5.692511099972762,0.034338299999944866,1,MIQP_OPTIMAL,2,8,104
5.793553399969824,0.028120000031776726,1,MIQP_OPTIMAL,2,8,104
5.893507400061935,0.024503299966454506,1,MIQP_OPTIMAL,2,8,104
5.993546699988656,0.027506900019943714,1,MIQP_OPTIMAL,2,8,104
6.09360799996648,0.007751299999654293,1,MIQP_OPTIMAL,2,8,104
